Orthogroup	F_distichus_pep_CA	F_serratus_pep_CA	PUBLIC_Ectocarpus-sp7_proteins
OG0012058	dis_TRINITY_DN27798_c0_g1.p1		
OG0012059	dis_TRINITY_DN2779_c0_g1.p3		
OG0012060	dis_TRINITY_DN2787_c0_g1.p2		
OG0012061	dis_TRINITY_DN27895_c0_g1.p2		
OG0012062	dis_TRINITY_DN2790_c0_g1.p10		
OG0012063	dis_TRINITY_DN27944_c0_g1.p1		
OG0012064	dis_TRINITY_DN27950_c0_g1.p2		
OG0012065	dis_TRINITY_DN28007_c0_g4.p2		
OG0012066	dis_TRINITY_DN28011_c0_g3.p2		
OG0012067	dis_TRINITY_DN28016_c0_g6.p2		
OG0012068	dis_TRINITY_DN28041_c0_g1.p2		
OG0012069	dis_TRINITY_DN2804_c0_g4.p2		
OG0012070	dis_TRINITY_DN2805_c0_g3.p3		
OG0012071	dis_TRINITY_DN28130_c0_g1.p1		
OG0012072	dis_TRINITY_DN2813_c0_g1.p1		
OG0012073	dis_TRINITY_DN28180_c2_g5.p3		
OG0012074	dis_TRINITY_DN28212_c0_g1.p2		
OG0012075	dis_TRINITY_DN28215_c0_g1.p2		
OG0012076	dis_TRINITY_DN28220_c0_g1.p4		
OG0012077	dis_TRINITY_DN28226_c0_g6.p3		
OG0012078	dis_TRINITY_DN2832_c0_g1.p2		
OG0012079	dis_TRINITY_DN2837_c0_g3.p2		
OG0012080	dis_TRINITY_DN28398_c1_g2.p1		
OG0012081	dis_TRINITY_DN2840_c0_g1.p3		
OG0012082	dis_TRINITY_DN2842_c0_g1.p3		
OG0012083	dis_TRINITY_DN28467_c0_g1.p2		
OG0012084	dis_TRINITY_DN28472_c0_g1.p2		
OG0012085	dis_TRINITY_DN28478_c1_g1.p1		
OG0012086	dis_TRINITY_DN28504_c0_g1.p2		
OG0012087	dis_TRINITY_DN2850_c0_g1.p2		
OG0012088	dis_TRINITY_DN2851_c2_g2.p2		
OG0012089	dis_TRINITY_DN2852_c0_g3.p2		
OG0012090	dis_TRINITY_DN2854_c0_g1.p2		
OG0012091	dis_TRINITY_DN2855_c0_g1.p2		
OG0012092	dis_TRINITY_DN28560_c0_g1.p2		
OG0012093	dis_TRINITY_DN28569_c0_g2.p2		
OG0012094	dis_TRINITY_DN28578_c0_g1.p2		
OG0012095	dis_TRINITY_DN28578_c0_g1.p10		
OG0012096	dis_TRINITY_DN28578_c0_g1.p16		
OG0012097	dis_TRINITY_DN28578_c0_g1.p18		
OG0012098	dis_TRINITY_DN28578_c0_g1.p19		
OG0012099	dis_TRINITY_DN2858_c0_g2.p2		
OG0012100	dis_TRINITY_DN28599_c0_g1.p1		
OG0012101	dis_TRINITY_DN28611_c1_g1.p2		
OG0012102	dis_TRINITY_DN2862_c0_g1.p2		
OG0012103	dis_TRINITY_DN28656_c0_g3.p2		
OG0012104	dis_TRINITY_DN28657_c0_g1.p3		
OG0012105	dis_TRINITY_DN2867_c0_g1.p1		
OG0012106	dis_TRINITY_DN2876_c0_g1.p2		
OG0012107	dis_TRINITY_DN2880_c0_g1.p1		
OG0012108	dis_TRINITY_DN2880_c0_g2.p2		
OG0012109	dis_TRINITY_DN28826_c0_g1.p2		
OG0012110	dis_TRINITY_DN28826_c0_g4.p2		
OG0012111	dis_TRINITY_DN2888_c0_g1.p2		
OG0012112	dis_TRINITY_DN288_c0_g1.p3		
OG0012113	dis_TRINITY_DN28914_c0_g1.p2		
OG0012114	dis_TRINITY_DN28966_c0_g2.p3		
OG0012115	dis_TRINITY_DN28981_c0_g1.p3		
OG0012116	dis_TRINITY_DN28983_c0_g1.p3		
OG0012117	dis_TRINITY_DN2899_c0_g1.p2		
OG0012118	dis_TRINITY_DN2900_c0_g1.p3		
OG0012119	dis_TRINITY_DN29033_c0_g2.p2		
OG0012120	dis_TRINITY_DN2912_c0_g1.p3		
OG0012121	dis_TRINITY_DN29143_c0_g2.p2		
OG0012122	dis_TRINITY_DN2914_c0_g1.p2		
OG0012123	dis_TRINITY_DN29205_c0_g1.p2		
OG0012124	dis_TRINITY_DN2921_c0_g1.p3		
OG0012125	dis_TRINITY_DN29250_c0_g1.p2		
OG0012126	dis_TRINITY_DN29273_c0_g1.p2		
OG0012127	dis_TRINITY_DN2929_c0_g1.p2		
OG0012128	dis_TRINITY_DN292_c0_g1.p3		
OG0012129	dis_TRINITY_DN29313_c0_g1.p3		
OG0012130	dis_TRINITY_DN29313_c0_g3.p3		
OG0012131	dis_TRINITY_DN29325_c0_g1.p4		
OG0012132	dis_TRINITY_DN29331_c0_g1.p1		
OG0012133	dis_TRINITY_DN2935_c0_g1.p3		
OG0012134	dis_TRINITY_DN29374_c0_g1.p1		
OG0012135	dis_TRINITY_DN29377_c0_g1.p11		
OG0012136	dis_TRINITY_DN2939_c0_g1.p1		
OG0012137	dis_TRINITY_DN2940_c0_g2.p1		
OG0012138	dis_TRINITY_DN2941_c0_g1.p1		
OG0012139	dis_TRINITY_DN2942_c0_g1.p1		
OG0012140	dis_TRINITY_DN2943_c0_g1.p2		
OG0012141	dis_TRINITY_DN29462_c2_g1.p1		
OG0012142	dis_TRINITY_DN29489_c0_g1.p1		
OG0012143	dis_TRINITY_DN2948_c0_g1.p2		
OG0012144	dis_TRINITY_DN2950_c0_g1.p2		
OG0012145	dis_TRINITY_DN2950_c0_g4.p3		
OG0012146	dis_TRINITY_DN2953_c1_g1.p3		
OG0012147	dis_TRINITY_DN29556_c0_g1.p2		
OG0012148	dis_TRINITY_DN2955_c0_g1.p1		
OG0012149	dis_TRINITY_DN29560_c0_g2.p2		
OG0012150	dis_TRINITY_DN29567_c0_g3.p2		
OG0012151	dis_TRINITY_DN29578_c0_g1.p2		
OG0012152	dis_TRINITY_DN29586_c0_g1.p2		
OG0012153	dis_TRINITY_DN295_c1_g4.p1		
OG0012154	dis_TRINITY_DN29600_c0_g1.p3		
OG0012155	dis_TRINITY_DN29614_c0_g1.p3		
OG0012156	dis_TRINITY_DN29625_c0_g1.p2		
OG0012157	dis_TRINITY_DN29627_c0_g1.p2		
OG0012158	dis_TRINITY_DN29628_c0_g1.p3		
OG0012159	dis_TRINITY_DN29633_c0_g1.p2		
OG0012160	dis_TRINITY_DN29633_c0_g2.p1		
OG0012161	dis_TRINITY_DN2963_c0_g1.p2		
OG0012162	dis_TRINITY_DN29651_c0_g1.p2		
OG0012163	dis_TRINITY_DN29656_c0_g1.p2		
OG0012164	dis_TRINITY_DN29666_c0_g1.p10		
OG0012165	dis_TRINITY_DN29680_c0_g1.p2		
OG0012166	dis_TRINITY_DN29696_c0_g1.p3		
OG0012167	dis_TRINITY_DN29697_c0_g1.p3		
OG0012168	dis_TRINITY_DN29706_c0_g1.p2		
OG0012169	dis_TRINITY_DN29710_c0_g1.p2		
OG0012170	dis_TRINITY_DN29714_c0_g1.p1		
OG0012171	dis_TRINITY_DN2971_c0_g1.p1		
OG0012172	dis_TRINITY_DN2972_c0_g1.p1		
OG0012173	dis_TRINITY_DN29734_c0_g1.p3		
OG0012174	dis_TRINITY_DN29780_c0_g1.p2		
OG0012175	dis_TRINITY_DN297_c0_g1.p2		
OG0012176	dis_TRINITY_DN29807_c0_g3.p2		
OG0012177	dis_TRINITY_DN29813_c0_g2.p2		
OG0012178	dis_TRINITY_DN29813_c0_g3.p2		
OG0012179	dis_TRINITY_DN29821_c0_g2.p2		
OG0012180	dis_TRINITY_DN2982_c0_g2.p2		
OG0012181	dis_TRINITY_DN29835_c0_g1.p1		
OG0012182	dis_TRINITY_DN2984_c4_g1.p1		
OG0012183	dis_TRINITY_DN29883_c0_g2.p3		
OG0012184	dis_TRINITY_DN29914_c0_g1.p2		
OG0012185	dis_TRINITY_DN29932_c0_g1.p2		
OG0012186	dis_TRINITY_DN2995_c0_g1.p2		
OG0012187	dis_TRINITY_DN2996_c0_g1.p2		
OG0012188	dis_TRINITY_DN29980_c0_g2.p3		
OG0012189	dis_TRINITY_DN2999_c0_g1.p2		
OG0012190	dis_TRINITY_DN299_c0_g1.p2		
OG0012191	dis_TRINITY_DN3000_c0_g3.p2		
OG0012192	dis_TRINITY_DN3001_c0_g1.p2		
OG0012193	dis_TRINITY_DN30041_c0_g1.p1		
OG0012194	dis_TRINITY_DN3004_c0_g1.p1		
OG0012195	dis_TRINITY_DN30069_c0_g1.p2		
OG0012196	dis_TRINITY_DN3010_c0_g1.p2		
OG0012197	dis_TRINITY_DN3011_c0_g1.p2		
OG0012198	dis_TRINITY_DN3012_c0_g1.p1		
OG0012199	dis_TRINITY_DN3014_c1_g1.p1		
OG0012200	dis_TRINITY_DN3015_c0_g1.p2		
OG0012201	dis_TRINITY_DN30200_c0_g1.p3		
OG0012202	dis_TRINITY_DN3021_c0_g1.p3		
OG0012203	dis_TRINITY_DN3021_c1_g1.p2		
OG0012204	dis_TRINITY_DN30233_c1_g2.p2		
OG0012205	dis_TRINITY_DN3025_c1_g1.p2		
OG0012206	dis_TRINITY_DN3025_c1_g3.p3		
OG0012207	dis_TRINITY_DN3025_c1_g4.p4		
OG0012208	dis_TRINITY_DN30262_c0_g1.p10		
OG0012209	dis_TRINITY_DN3027_c0_g2.p2		
OG0012210	dis_TRINITY_DN3028_c0_g1.p2		
OG0012211	dis_TRINITY_DN30362_c0_g2.p3		
OG0012212	dis_TRINITY_DN3037_c0_g2.p1		
OG0012213	dis_TRINITY_DN3039_c0_g2.p2		
OG0012214	dis_TRINITY_DN30403_c0_g1.p3		
OG0012215	dis_TRINITY_DN3043_c0_g1.p2		
OG0012216	dis_TRINITY_DN30521_c0_g1.p2		
OG0012217	dis_TRINITY_DN3052_c0_g1.p2		
OG0012218	dis_TRINITY_DN30541_c0_g1.p2		
OG0012219	dis_TRINITY_DN30541_c0_g2.p3		
OG0012220	dis_TRINITY_DN3058_c0_g1.p2		
OG0012221	dis_TRINITY_DN3063_c0_g1.p2		
OG0012222	dis_TRINITY_DN3067_c0_g1.p2		
OG0012223	dis_TRINITY_DN3069_c0_g1.p2		
OG0012224	dis_TRINITY_DN306_c0_g1.p2		
OG0012225	dis_TRINITY_DN30757_c0_g1.p2		
OG0012226	dis_TRINITY_DN3077_c0_g2.p2		
OG0012227	dis_TRINITY_DN30804_c0_g1.p4		
OG0012228	dis_TRINITY_DN30820_c0_g1.p2		
OG0012229	dis_TRINITY_DN3082_c0_g1.p2		
OG0012230	dis_TRINITY_DN3083_c0_g1.p2		
OG0012231	dis_TRINITY_DN3085_c0_g2.p2		
OG0012232	dis_TRINITY_DN30877_c0_g1.p2		
OG0012233	dis_TRINITY_DN3087_c0_g1.p2		
OG0012234	dis_TRINITY_DN3087_c0_g3.p2		
OG0012235	dis_TRINITY_DN3089_c0_g1.p4		
OG0012236	dis_TRINITY_DN3090_c0_g6.p2		
OG0012237	dis_TRINITY_DN3091_c0_g2.p2		
OG0012238	dis_TRINITY_DN3094_c0_g2.p3		
OG0012239	dis_TRINITY_DN3095_c0_g1.p2		
OG0012240	dis_TRINITY_DN3102_c0_g2.p1		
OG0012241	dis_TRINITY_DN31046_c0_g1.p1		
OG0012242	dis_TRINITY_DN31061_c0_g1.p3		
OG0012243	dis_TRINITY_DN3109_c0_g1.p4		
OG0012244	dis_TRINITY_DN310_c0_g2.p3		
OG0012245	dis_TRINITY_DN310_c0_g3.p4		
OG0012246	dis_TRINITY_DN31110_c0_g1.p2		
OG0012247	dis_TRINITY_DN3113_c0_g2.p2		
OG0012248	dis_TRINITY_DN3116_c0_g1.p2		
OG0012249	dis_TRINITY_DN31172_c0_g1.p2		
OG0012250	dis_TRINITY_DN3123_c0_g1.p3		
OG0012251	dis_TRINITY_DN3126_c0_g2.p3		
OG0012252	dis_TRINITY_DN3127_c0_g1.p2		
OG0012253	dis_TRINITY_DN31281_c0_g1.p10		
OG0012254	dis_TRINITY_DN31327_c0_g1.p10		
OG0012255	dis_TRINITY_DN31347_c0_g1.p2		
OG0012256	dis_TRINITY_DN31408_c0_g2.p1		
OG0012257	dis_TRINITY_DN3141_c0_g1.p3		
OG0012258	dis_TRINITY_DN3147_c0_g4.p1		
OG0012259	dis_TRINITY_DN314_c0_g1.p2		
OG0012260	dis_TRINITY_DN314_c0_g2.p3		
OG0012261	dis_TRINITY_DN31527_c0_g4.p2		
OG0012262	dis_TRINITY_DN3157_c0_g1.p4		
OG0012263	dis_TRINITY_DN3160_c0_g1.p2		
OG0012264	dis_TRINITY_DN3161_c0_g1.p2		
OG0012265	dis_TRINITY_DN31635_c0_g1.p2		
OG0012266	dis_TRINITY_DN31646_c0_g1.p3		
OG0012267	dis_TRINITY_DN31648_c0_g1.p2		
OG0012268	dis_TRINITY_DN31702_c0_g1.p3		
OG0012269	dis_TRINITY_DN31780_c0_g2.p1		
OG0012270	dis_TRINITY_DN3185_c0_g5.p2		
OG0012271	dis_TRINITY_DN31870_c0_g1.p3		
OG0012272	dis_TRINITY_DN31872_c0_g2.p2		
OG0012273	dis_TRINITY_DN3188_c0_g1.p3		
OG0012274	dis_TRINITY_DN3188_c0_g1.p11		
OG0012275	dis_TRINITY_DN31894_c0_g1.p2		
OG0012276	dis_TRINITY_DN31895_c0_g1.p4		
OG0012277	dis_TRINITY_DN31896_c0_g1.p2		
OG0012278	dis_TRINITY_DN318_c0_g1.p2		
OG0012279	dis_TRINITY_DN3190_c1_g3.p2		
OG0012280	dis_TRINITY_DN3190_c2_g1.p1		
OG0012281	dis_TRINITY_DN31914_c0_g1.p2		
OG0012282	dis_TRINITY_DN31940_c0_g2.p2		
OG0012283	dis_TRINITY_DN3194_c0_g2.p2		
OG0012284	dis_TRINITY_DN3196_c0_g1.p1		
OG0012285	dis_TRINITY_DN31979_c0_g3.p2		
OG0012286	dis_TRINITY_DN3197_c0_g1.p1		
OG0012287	dis_TRINITY_DN3200_c0_g3.p2		
OG0012288	dis_TRINITY_DN3200_c1_g1.p2		
OG0012289	dis_TRINITY_DN3201_c0_g1.p2		
OG0012290	dis_TRINITY_DN32039_c0_g1.p2		
OG0012291	dis_TRINITY_DN3206_c0_g2.p3		
OG0012292	dis_TRINITY_DN32088_c0_g1.p3		
OG0012293	dis_TRINITY_DN320_c0_g4.p3		
OG0012294	dis_TRINITY_DN3212_c0_g1.p1		
OG0012295	dis_TRINITY_DN3215_c0_g1.p5		
OG0012296	dis_TRINITY_DN32190_c0_g2.p2		
OG0012297	dis_TRINITY_DN321_c0_g1.p3		
OG0012298	dis_TRINITY_DN3224_c1_g1.p1		
OG0012299	dis_TRINITY_DN3228_c0_g1.p2		
OG0012300	dis_TRINITY_DN3229_c0_g1.p1		
OG0012301	dis_TRINITY_DN32301_c0_g1.p2		
OG0012302	dis_TRINITY_DN3232_c0_g1.p5		
OG0012303	dis_TRINITY_DN3240_c0_g3.p2		
OG0012304	dis_TRINITY_DN3241_c0_g1.p2		
OG0012305	dis_TRINITY_DN3245_c0_g1.p3		
OG0012306	dis_TRINITY_DN32491_c0_g1.p2		
OG0012307	dis_TRINITY_DN3249_c0_g1.p3		
OG0012308	dis_TRINITY_DN3252_c0_g1.p2		
OG0012309	dis_TRINITY_DN3254_c0_g2.p2		
OG0012310	dis_TRINITY_DN32551_c0_g1.p1		
OG0012311	dis_TRINITY_DN3256_c0_g4.p1		
OG0012312	dis_TRINITY_DN3257_c0_g1.p2		
OG0012313	dis_TRINITY_DN3258_c0_g1.p2		
OG0012314	dis_TRINITY_DN32593_c0_g1.p3		
OG0012315	dis_TRINITY_DN3261_c0_g2.p2		
OG0012316	dis_TRINITY_DN3262_c0_g3.p2		
OG0012317	dis_TRINITY_DN3276_c0_g1.p2		
OG0012318	dis_TRINITY_DN32777_c0_g1.p2		
OG0012319	dis_TRINITY_DN3277_c0_g1.p3		
OG0012320	dis_TRINITY_DN32787_c0_g1.p2		
OG0012321	dis_TRINITY_DN3283_c0_g1.p2		
OG0012322	dis_TRINITY_DN3283_c1_g1.p1		
OG0012323	dis_TRINITY_DN32875_c2_g1.p2		
OG0012324	dis_TRINITY_DN3290_c0_g1.p2		
OG0012325	dis_TRINITY_DN3293_c0_g1.p3		
OG0012326	dis_TRINITY_DN3294_c1_g1.p1		
OG0012327	dis_TRINITY_DN32958_c0_g1.p2		
OG0012328	dis_TRINITY_DN3296_c0_g2.p1		
OG0012329	dis_TRINITY_DN32_c0_g5.p2		
OG0012330	dis_TRINITY_DN33007_c0_g2.p3		
OG0012331	dis_TRINITY_DN33027_c0_g1.p2		
OG0012332	dis_TRINITY_DN33077_c0_g1.p2		
OG0012333	dis_TRINITY_DN3308_c0_g1.p1		
OG0012334	dis_TRINITY_DN33091_c0_g1.p2		
OG0012335	dis_TRINITY_DN33110_c0_g1.p2		
OG0012336	dis_TRINITY_DN33137_c0_g2.p2		
OG0012337	dis_TRINITY_DN33143_c0_g1.p2		
OG0012338	dis_TRINITY_DN33155_c0_g1.p2		
OG0012339	dis_TRINITY_DN33161_c0_g1.p3		
OG0012340	dis_TRINITY_DN3316_c0_g1.p3		
OG0012341	dis_TRINITY_DN33191_c0_g1.p1		
OG0012342	dis_TRINITY_DN33219_c0_g1.p1		
OG0012343	dis_TRINITY_DN3321_c0_g4.p1		
OG0012344	dis_TRINITY_DN3334_c0_g1.p2		
OG0012345	dis_TRINITY_DN3334_c0_g1.p10		
OG0012346	dis_TRINITY_DN3334_c0_g1.p11		
OG0012347	dis_TRINITY_DN3334_c0_g1.p12		
OG0012348	dis_TRINITY_DN3334_c0_g1.p13		
OG0012349	dis_TRINITY_DN3334_c0_g1.p14		
OG0012350	dis_TRINITY_DN3334_c0_g1.p15		
OG0012351	dis_TRINITY_DN3341_c0_g1.p3		
OG0012352	dis_TRINITY_DN33432_c0_g1.p2		
OG0012353	dis_TRINITY_DN335_c0_g1.p1		
OG0012354	dis_TRINITY_DN335_c0_g2.p2		
OG0012355	dis_TRINITY_DN3361_c0_g1.p2		
OG0012356	dis_TRINITY_DN3361_c1_g1.p1		
OG0012357	dis_TRINITY_DN33626_c0_g2.p2		
OG0012358	dis_TRINITY_DN3367_c0_g1.p2		
OG0012359	dis_TRINITY_DN3370_c1_g1.p2		
OG0012360	dis_TRINITY_DN33749_c1_g2.p2		
OG0012361	dis_TRINITY_DN33792_c0_g1.p2		
OG0012362	dis_TRINITY_DN33801_c0_g1.p4		
OG0012363	dis_TRINITY_DN3385_c0_g4.p2		
OG0012364	dis_TRINITY_DN3385_c0_g5.p2		
OG0012365	dis_TRINITY_DN3386_c0_g1.p2		
OG0012366	dis_TRINITY_DN3388_c0_g1.p2		
OG0012367	dis_TRINITY_DN3388_c0_g2.p2		
OG0012368	dis_TRINITY_DN3388_c1_g1.p2		
OG0012369	dis_TRINITY_DN33890_c0_g1.p3		
OG0012370	dis_TRINITY_DN33899_c0_g1.p1		
OG0012371	dis_TRINITY_DN3392_c1_g1.p1		
OG0012372	dis_TRINITY_DN3393_c0_g1.p2		
OG0012373	dis_TRINITY_DN34095_c0_g1.p3		
OG0012374	dis_TRINITY_DN3410_c0_g1.p2		
OG0012375	dis_TRINITY_DN3413_c0_g1.p2		
OG0012376	dis_TRINITY_DN34147_c0_g1.p2		
OG0012377	dis_TRINITY_DN3418_c0_g1.p2		
OG0012378	dis_TRINITY_DN3420_c0_g1.p2		
OG0012379	dis_TRINITY_DN34210_c0_g1.p3		
OG0012380	dis_TRINITY_DN3424_c0_g2.p2		
OG0012381	dis_TRINITY_DN34252_c0_g2.p2		
OG0012382	dis_TRINITY_DN3426_c1_g3.p1		
OG0012383	dis_TRINITY_DN3433_c0_g1.p2		
OG0012384	dis_TRINITY_DN34369_c0_g1.p3		
OG0012385	dis_TRINITY_DN3439_c0_g3.p2		
OG0012386	dis_TRINITY_DN3443_c0_g2.p2		
OG0012387	dis_TRINITY_DN3450_c0_g1.p2		
OG0012388	dis_TRINITY_DN3451_c0_g1.p2		
OG0012389	dis_TRINITY_DN34537_c0_g3.p3		
OG0012390	dis_TRINITY_DN3453_c0_g4.p2		
OG0012391	dis_TRINITY_DN3456_c0_g1.p2		
OG0012392	dis_TRINITY_DN34628_c0_g1.p2		
OG0012393	dis_TRINITY_DN3468_c0_g1.p2		
OG0012394	dis_TRINITY_DN3468_c0_g5.p4		
OG0012395	dis_TRINITY_DN34747_c0_g1.p2		
OG0012396	dis_TRINITY_DN3477_c0_g1.p2		
OG0012397	dis_TRINITY_DN34784_c0_g1.p1		
OG0012398	dis_TRINITY_DN34811_c0_g1.p2		
OG0012399	dis_TRINITY_DN3483_c0_g1.p2		
OG0012400	dis_TRINITY_DN3488_c1_g1.p4		
OG0012401	dis_TRINITY_DN34900_c0_g1.p2		
OG0012402	dis_TRINITY_DN34915_c0_g1.p1		
OG0012403	dis_TRINITY_DN3493_c0_g1.p2		
OG0012404	dis_TRINITY_DN34987_c1_g1.p1		
OG0012405	dis_TRINITY_DN3499_c0_g2.p3		
OG0012406	dis_TRINITY_DN349_c0_g4.p3		
OG0012407	dis_TRINITY_DN34_c0_g1.p2		
OG0012408	dis_TRINITY_DN3500_c0_g1.p2		
OG0012409	dis_TRINITY_DN3501_c0_g1.p3		
OG0012410	dis_TRINITY_DN3508_c0_g4.p3		
OG0012411	dis_TRINITY_DN35090_c0_g1.p2		
OG0012412	dis_TRINITY_DN3509_c0_g1.p4		
OG0012413	dis_TRINITY_DN3510_c0_g1.p1		
OG0012414	dis_TRINITY_DN3511_c0_g1.p2		
OG0012415	dis_TRINITY_DN3517_c0_g1.p3		
OG0012416	dis_TRINITY_DN3519_c0_g1.p3		
OG0012417	dis_TRINITY_DN351_c0_g1.p3		
OG0012418	dis_TRINITY_DN351_c0_g3.p1		
OG0012419	dis_TRINITY_DN35215_c0_g2.p3		
OG0012420	dis_TRINITY_DN35284_c3_g1.p1		
OG0012421	dis_TRINITY_DN3528_c0_g1.p1		
OG0012422	dis_TRINITY_DN3532_c0_g1.p3		
OG0012423	dis_TRINITY_DN35353_c0_g1.p3		
OG0012424	dis_TRINITY_DN3536_c0_g3.p10		
OG0012425	dis_TRINITY_DN3536_c0_g3.p11		
OG0012426	dis_TRINITY_DN3536_c0_g4.p2		
OG0012427	dis_TRINITY_DN3536_c1_g1.p2		
OG0012428	dis_TRINITY_DN35605_c0_g1.p2		
OG0012429	dis_TRINITY_DN35679_c1_g1.p1		
OG0012430	dis_TRINITY_DN35699_c0_g1.p3		
OG0012431	dis_TRINITY_DN357_c0_g1.p2		
OG0012432	dis_TRINITY_DN357_c0_g2.p3		
OG0012433	dis_TRINITY_DN3584_c0_g2.p2		
OG0012434	dis_TRINITY_DN3587_c1_g2.p3		
OG0012435	dis_TRINITY_DN35886_c0_g1.p2		
OG0012436	dis_TRINITY_DN35891_c0_g2.p3		
OG0012437	dis_TRINITY_DN3590_c1_g2.p2		
OG0012438	dis_TRINITY_DN3594_c0_g1.p3		
OG0012439	dis_TRINITY_DN35960_c0_g1.p1		
OG0012440	dis_TRINITY_DN35970_c0_g1.p3		
OG0012441	dis_TRINITY_DN3599_c0_g1.p2		
OG0012442	dis_TRINITY_DN36010_c0_g1.p2		
OG0012443	dis_TRINITY_DN3602_c0_g1.p3		
OG0012444	dis_TRINITY_DN3602_c0_g4.p3		
OG0012445	dis_TRINITY_DN36071_c0_g1.p3		
OG0012446	dis_TRINITY_DN36107_c0_g1.p1		
OG0012447	dis_TRINITY_DN3611_c0_g1.p2		
OG0012448	dis_TRINITY_DN3617_c0_g1.p1		
OG0012449	dis_TRINITY_DN36248_c0_g1.p3		
OG0012450	dis_TRINITY_DN3627_c0_g1.p1		
OG0012451	dis_TRINITY_DN3629_c4_g1.p2		
OG0012452	dis_TRINITY_DN3630_c0_g1.p1		
OG0012453	dis_TRINITY_DN363_c0_g1.p2		
OG0012454	dis_TRINITY_DN3644_c0_g1.p2		
OG0012455	dis_TRINITY_DN3645_c0_g1.p2		
OG0012456	dis_TRINITY_DN3645_c0_g3.p2		
OG0012457	dis_TRINITY_DN36500_c0_g1.p1		
OG0012458	dis_TRINITY_DN3658_c0_g1.p2		
OG0012459	dis_TRINITY_DN365_c0_g1.p3		
OG0012460	dis_TRINITY_DN365_c0_g2.p3		
OG0012461	dis_TRINITY_DN3660_c0_g1.p3		
OG0012462	dis_TRINITY_DN3663_c0_g3.p4		
OG0012463	dis_TRINITY_DN3664_c0_g1.p2		
OG0012464	dis_TRINITY_DN36736_c0_g1.p2		
OG0012465	dis_TRINITY_DN36750_c0_g1.p2		
OG0012466	dis_TRINITY_DN3676_c0_g1.p1		
OG0012467	dis_TRINITY_DN3676_c0_g3.p2		
OG0012468	dis_TRINITY_DN36810_c0_g1.p3		
OG0012469	dis_TRINITY_DN36811_c0_g1.p5		
OG0012470	dis_TRINITY_DN36896_c0_g1.p2		
OG0012471	dis_TRINITY_DN368_c0_g1.p2		
OG0012472	dis_TRINITY_DN3690_c0_g1.p4		
OG0012473	dis_TRINITY_DN36928_c0_g1.p1		
OG0012474	dis_TRINITY_DN3699_c0_g1.p2		
OG0012475	dis_TRINITY_DN3701_c0_g1.p2		
OG0012476	dis_TRINITY_DN37128_c0_g1.p2		
OG0012477	dis_TRINITY_DN37145_c0_g1.p1		
OG0012478	dis_TRINITY_DN37200_c0_g1.p2		
OG0012479	dis_TRINITY_DN3725_c0_g2.p1		
OG0012480	dis_TRINITY_DN3728_c1_g5.p2		
OG0012481	dis_TRINITY_DN3730_c0_g1.p10		
OG0012482	dis_TRINITY_DN3730_c0_g1.p11		
OG0012483	dis_TRINITY_DN3730_c0_g1.p12		
OG0012484	dis_TRINITY_DN3730_c0_g1.p13		
OG0012485	dis_TRINITY_DN3730_c0_g1.p14		
OG0012486	dis_TRINITY_DN3730_c0_g1.p15		
OG0012487	dis_TRINITY_DN3730_c0_g1.p16		
OG0012488	dis_TRINITY_DN3730_c0_g1.p17		
OG0012489	dis_TRINITY_DN3730_c0_g1.p18		
OG0012490	dis_TRINITY_DN3730_c0_g1.p19		
OG0012491	dis_TRINITY_DN3730_c0_g1.p20		
OG0012492	dis_TRINITY_DN3730_c0_g1.p21		
OG0012493	dis_TRINITY_DN3730_c0_g5.p2		
OG0012494	dis_TRINITY_DN3730_c0_g6.p10		
OG0012495	dis_TRINITY_DN3733_c0_g1.p2		
OG0012496	dis_TRINITY_DN37351_c0_g1.p1		
OG0012497	dis_TRINITY_DN3736_c0_g1.p2		
OG0012498	dis_TRINITY_DN3738_c0_g1.p1		
OG0012499	dis_TRINITY_DN3746_c0_g1.p2		
OG0012500	dis_TRINITY_DN3752_c0_g1.p3		
OG0012501	dis_TRINITY_DN3753_c0_g4.p2		
OG0012502	dis_TRINITY_DN37561_c0_g2.p3		
OG0012503	dis_TRINITY_DN37724_c0_g1.p1		
OG0012504	dis_TRINITY_DN37745_c0_g1.p3		
OG0012505	dis_TRINITY_DN37773_c0_g1.p2		
OG0012506	dis_TRINITY_DN37788_c0_g1.p2		
OG0012507	dis_TRINITY_DN3780_c0_g3.p3		
OG0012508	dis_TRINITY_DN3786_c0_g2.p3		
OG0012509	dis_TRINITY_DN3786_c0_g3.p2		
OG0012510	dis_TRINITY_DN3788_c0_g2.p2		
OG0012511	dis_TRINITY_DN3790_c0_g1.p2		
OG0012512	dis_TRINITY_DN3792_c0_g2.p2		
OG0012513	dis_TRINITY_DN3795_c0_g2.p2		
OG0012514	dis_TRINITY_DN3815_c0_g1.p2		
OG0012515	dis_TRINITY_DN38171_c0_g2.p2		
OG0012516	dis_TRINITY_DN3818_c0_g1.p2		
OG0012517	dis_TRINITY_DN381_c0_g2.p3		
OG0012518	dis_TRINITY_DN3822_c1_g1.p2		
OG0012519	dis_TRINITY_DN38283_c0_g3.p2		
OG0012520	dis_TRINITY_DN382_c0_g2.p3		
OG0012521	dis_TRINITY_DN3833_c0_g2.p3		
OG0012522	dis_TRINITY_DN3835_c0_g1.p3		
