Orthogroup	F_distichus_pep_CA	F_serratus_pep_CA	PUBLIC_Ectocarpus-sp7_proteins
OG0000251	dis_TRINITY_DN1579_c0_g1.p1	ser_TRINITY_DN11252_c0_g3.p1	Ec-01_012010.1, Ec-01_012010.2, Ec-01_012030.1, Ec-01_012030.2, Ec-01_012030.3, Ec-01_012030.4
OG0000252	dis_TRINITY_DN16400_c0_g1.p1	ser_TRINITY_DN11693_c0_g1.p1, ser_TRINITY_DN11693_c0_g2.p1, ser_TRINITY_DN1521_c0_g2.p1, ser_TRINITY_DN22463_c0_g1.p1, ser_TRINITY_DN35772_c0_g2.p1, ser_TRINITY_DN48915_c0_g1.p1	Ec-22_002060.1
OG0000253	dis_TRINITY_DN17886_c0_g1.p1	ser_TRINITY_DN3221_c0_g1.p1	Ec-02_000350.1, Ec-02_000350.3, Ec-03_004590.1, Ec-03_004650.1, Ec-04_002590.1, Ec-16_001300.1
OG0000254	dis_TRINITY_DN18285_c0_g1.p1, dis_TRINITY_DN18285_c0_g2.p1	ser_TRINITY_DN33119_c0_g1.p1	Ec-00_002040.1, Ec-06_007890.1, Ec-06_007890.2, Ec-19_005410.1, Ec-23_002755.1
OG0000255	dis_TRINITY_DN18291_c0_g1.p2	ser_TRINITY_DN11136_c0_g2.p3, ser_TRINITY_DN11136_c0_g5.p3, ser_TRINITY_DN18631_c0_g1.p3, ser_TRINITY_DN4555_c0_g1.p2, ser_TRINITY_DN4555_c0_g3.p4, ser_TRINITY_DN4555_c0_g5.p4	Ec-17_000220.2
OG0000256	dis_TRINITY_DN18786_c0_g1.p1, dis_TRINITY_DN4213_c0_g3.p1	ser_TRINITY_DN11051_c0_g1.p1, ser_TRINITY_DN13912_c0_g2.p1, ser_TRINITY_DN3621_c1_g1.p1, ser_TRINITY_DN4541_c4_g2.p1, ser_TRINITY_DN8749_c0_g6.p1, ser_TRINITY_DN9530_c0_g3.p1	
OG0000257	dis_TRINITY_DN1896_c2_g1.p1, dis_TRINITY_DN4396_c0_g2.p1	ser_TRINITY_DN2637_c0_g1.p1	Ec-24_004130.1, Ec-24_004130.3, Ec-24_004140.1, Ec-24_004140.2, Ec-24_004170.1
OG0000258	dis_TRINITY_DN19456_c0_g5.p3, dis_TRINITY_DN4786_c0_g2.p3, dis_TRINITY_DN9318_c0_g1.p2	ser_TRINITY_DN19797_c0_g1.p5, ser_TRINITY_DN25850_c0_g1.p3, ser_TRINITY_DN3733_c0_g2.p2, ser_TRINITY_DN8129_c0_g2.p3, ser_TRINITY_DN9153_c0_g2.p2	
OG0000259	dis_TRINITY_DN20943_c0_g1.p1, dis_TRINITY_DN21579_c0_g3.p1, dis_TRINITY_DN7527_c0_g3.p1, dis_TRINITY_DN9155_c0_g2.p1, dis_TRINITY_DN9155_c0_g3.p1	ser_TRINITY_DN1308_c0_g3.p1, ser_TRINITY_DN2325_c0_g1.p1	Ec-05_004340.1
OG0000260	dis_TRINITY_DN2130_c1_g1.p2, dis_TRINITY_DN5536_c0_g3.p2	ser_TRINITY_DN10972_c1_g1.p1, ser_TRINITY_DN110_c0_g3.p1, ser_TRINITY_DN3902_c0_g2.p2, ser_TRINITY_DN59910_c0_g2.p2, ser_TRINITY_DN7910_c0_g1.p3, ser_TRINITY_DN8991_c2_g1.p3	
OG0000261	dis_TRINITY_DN25358_c0_g1.p1, dis_TRINITY_DN732_c0_g1.p1	ser_TRINITY_DN129_c0_g1.p1, ser_TRINITY_DN13595_c0_g1.p1, ser_TRINITY_DN2851_c0_g2.p1	Ec-02_000340.1, Ec-15_002140.1, Ec-17_001670.1
OG0000262	dis_TRINITY_DN26594_c0_g1.p1, dis_TRINITY_DN5690_c0_g1.p1	ser_TRINITY_DN107177_c0_g1.p1, ser_TRINITY_DN19335_c0_g1.p1, ser_TRINITY_DN6202_c0_g2.p1	Ec-02_002050.1, Ec-06_008600.1, Ec-09_000590.1
OG0000263	dis_TRINITY_DN29149_c0_g3.p1, dis_TRINITY_DN819_c0_g5.p1	ser_TRINITY_DN14084_c0_g1.p1, ser_TRINITY_DN6244_c0_g1.p1, ser_TRINITY_DN637_c0_g1.p1, ser_TRINITY_DN637_c0_g3.p1	Ec-18_000800.1, Ec-18_000800.2
OG0000264	dis_TRINITY_DN34183_c0_g1.p1	ser_TRINITY_DN16931_c0_g1.p1	Ec-07_000620.1, Ec-07_000620.2, Ec-09_000360.1, Ec-10_004010.1, Ec-14_003510.1, Ec-23_003770.1
OG0000265	dis_TRINITY_DN34336_c0_g1.p1	ser_TRINITY_DN123643_c0_g1.p1, ser_TRINITY_DN20467_c0_g1.p6, ser_TRINITY_DN24750_c0_g1.p1, ser_TRINITY_DN30169_c0_g1.p1, ser_TRINITY_DN30175_c0_g1.p1, ser_TRINITY_DN86054_c0_g1.p1	Ec-26_001100.1
OG0000266	dis_TRINITY_DN3571_c0_g1.p1, dis_TRINITY_DN583_c0_g1.p1, dis_TRINITY_DN8208_c0_g1.p1	ser_TRINITY_DN7425_c0_g1.p1	Ec-00_000890.1, Ec-26_000200.1, Ec-26_000200.2, Ec-26_000200.3
OG0000267	dis_TRINITY_DN37607_c0_g1.p1, dis_TRINITY_DN5132_c0_g2.p1	ser_TRINITY_DN16723_c0_g2.p1, ser_TRINITY_DN283669_c0_g1.p1, ser_TRINITY_DN49475_c0_g1.p1, ser_TRINITY_DN57213_c0_g1.p1, ser_TRINITY_DN8340_c0_g2.p1	Ec-27_004470.1
OG0000268	dis_TRINITY_DN3785_c0_g2.p2, dis_TRINITY_DN5104_c0_g1.p2, dis_TRINITY_DN51897_c0_g1.p2	ser_TRINITY_DN10376_c3_g3.p2, ser_TRINITY_DN14243_c0_g1.p2, ser_TRINITY_DN30295_c1_g1.p2, ser_TRINITY_DN5520_c0_g1.p2, ser_TRINITY_DN79042_c0_g4.p2	
OG0000269	dis_TRINITY_DN3788_c0_g1.p1	ser_TRINITY_DN10124_c0_g1.p1, ser_TRINITY_DN21400_c0_g4.p1	Ec-00_006430.1, Ec-03_000180.1, Ec-05_006320.1, Ec-17_000850.1, Ec-18_000160.1
OG0000270	dis_TRINITY_DN3791_c0_g1.p1, dis_TRINITY_DN47569_c0_g1.p1	ser_TRINITY_DN2093_c0_g1.p1, ser_TRINITY_DN5237_c0_g1.p1	Ec-08_006230.1, Ec-08_006230.2, Ec-08_006230.3, Ec-21_000010.1
OG0000271	dis_TRINITY_DN3852_c0_g2.p1	ser_TRINITY_DN28517_c0_g1.p1	Ec-11_000170.1, Ec-11_000190.1, Ec-11_000320.1, Ec-11_000330.1, Ec-11_000350.1, Ec-25_001180.1
OG0000272	dis_TRINITY_DN40626_c0_g2.p1	ser_TRINITY_DN1357_c0_g1.p1, ser_TRINITY_DN21323_c0_g1.p1, ser_TRINITY_DN35679_c0_g1.p1, ser_TRINITY_DN52867_c0_g2.p1, ser_TRINITY_DN7490_c0_g2.p1	Ec-00_003730.1, Ec-12_000720.1
OG0000273	dis_TRINITY_DN4086_c0_g2.p1	ser_TRINITY_DN13299_c0_g1.p1	Ec-12_001240.1, Ec-12_001240.2, Ec-12_001240.3, Ec-12_001240.4, Ec-12_001240.5, Ec-12_001240.6
OG0000274	dis_TRINITY_DN50273_c0_g1.p1	ser_TRINITY_DN6942_c0_g1.p1	Ec-12_004180.1, Ec-14_004330.2, Ec-21_001160.1, Ec-21_005560.1, Ec-22_002700.1, Ec-25_001650.1
OG0000275	dis_TRINITY_DN5119_c0_g4.p1	ser_TRINITY_DN6332_c0_g1.p1, ser_TRINITY_DN6659_c0_g2.p1	Ec-01_001350.1, Ec-08_002400.1, Ec-12_004530.1, Ec-12_004550.1, Ec-21_005710.1
OG0000276	dis_TRINITY_DN5182_c0_g1.p1	ser_TRINITY_DN19323_c0_g2.p1, ser_TRINITY_DN5404_c0_g2.p1	Ec-01_001530.1, Ec-02_000560.1, Ec-11_004700.1, Ec-11_004700.2, Ec-11_004700.3
OG0000277	dis_TRINITY_DN52144_c0_g1.p1, dis_TRINITY_DN9032_c0_g2.p1	ser_TRINITY_DN16094_c0_g4.p1, ser_TRINITY_DN16421_c0_g5.p1, ser_TRINITY_DN23535_c0_g2.p1, ser_TRINITY_DN44707_c0_g1.p1, ser_TRINITY_DN73648_c0_g1.p1, ser_TRINITY_DN83964_c0_g1.p1	
OG0000278	dis_TRINITY_DN5615_c0_g2.p1	ser_TRINITY_DN3382_c0_g1.p1	Ec-00_008990.1, Ec-00_009000.1, Ec-02_001150.1, Ec-02_001160.1, Ec-02_001180.1, Ec-02_001180.2
OG0000279	dis_TRINITY_DN7139_c0_g1.p1	ser_TRINITY_DN217720_c0_g1.p1, ser_TRINITY_DN30320_c0_g1.p1, ser_TRINITY_DN30459_c0_g1.p1, ser_TRINITY_DN53567_c1_g1.p1, ser_TRINITY_DN5797_c0_g2.p1, ser_TRINITY_DN9397_c0_g1.p1	Ec-19_002330.1
OG0000280	dis_TRINITY_DN7432_c0_g1.p1		Ec-00_004220.1, Ec-00_004690.1, Ec-00_004690.2, Ec-02_002240.1, Ec-16_004190.1, Ec-21_000140.1, Ec-26_002540.1
OG0000281	dis_TRINITY_DN8126_c0_g1.p1	ser_TRINITY_DN5336_c0_g1.p1, ser_TRINITY_DN98108_c0_g1.p1	Ec-16_004210.1, Ec-16_004210.2, Ec-16_004210.3, Ec-16_004210.4, Ec-16_004210.5
OG0000282	dis_TRINITY_DN885_c0_g1.p1		Ec-26_005630.1, Ec-26_005630.2, Ec-26_005630.3, Ec-26_005630.4, Ec-26_005630.5, Ec-26_005630.6, Ec-26_005630.7
OG0000283	dis_TRINITY_DN9361_c0_g1.p1	ser_TRINITY_DN5450_c0_g1.p1	Ec-02_002790.1, Ec-04_001040.1, Ec-04_001040.3, Ec-04_001040.4, Ec-05_001250.1, Ec-13_001700.1
OG0000284	dis_TRINITY_DN9873_c0_g1.p1		Ec-00_008940.1, Ec-05_006600.1, Ec-05_006610.1, Ec-08_003990.1, Ec-20_002730.1, Ec-20_002770.1, Ec-20_002770.2
OG0000285		ser_TRINITY_DN10074_c0_g1.p1, ser_TRINITY_DN194038_c0_g1.p1, ser_TRINITY_DN198942_c0_g1.p1, ser_TRINITY_DN37429_c0_g1.p1, ser_TRINITY_DN51097_c0_g4.p1, ser_TRINITY_DN79882_c0_g1.p1, ser_TRINITY_DN83322_c0_g1.p1	Ec-06_002270.1
OG0000286		ser_TRINITY_DN105448_c0_g1.p1, ser_TRINITY_DN741_c0_g1.p1	Ec-05_003180.1, Ec-05_003180.2, Ec-05_003180.3, Ec-05_003180.4, Ec-05_003190.1, Ec-19_001140.1
OG0000287		ser_TRINITY_DN113071_c0_g2.p1, ser_TRINITY_DN149902_c0_g1.p1, ser_TRINITY_DN221759_c0_g1.p1	Ec-03_003580.1, Ec-14_004200.1, Ec-15_004770.1, Ec-23_003730.1, Ec-26_002850.1
OG0000288		ser_TRINITY_DN13290_c0_g1.p1, ser_TRINITY_DN1983_c0_g1.p1, ser_TRINITY_DN5165_c0_g3.p1	Ec-11_003000.1, Ec-13_000090.1, Ec-13_002870.1, Ec-13_002870.2, Ec-13_002870.3
OG0000289		ser_TRINITY_DN1353_c0_g1.p1	Ec-00_001220.1, Ec-01_011840.1, Ec-15_000110.1, Ec-16_001240.1, Ec-16_001840.1, Ec-17_001940.1, Ec-27_006900.1
OG0000290		ser_TRINITY_DN136848_c0_g1.p1, ser_TRINITY_DN1875_c0_g1.p1, ser_TRINITY_DN1875_c0_g3.p1, ser_TRINITY_DN1875_c0_g4.p1, ser_TRINITY_DN28153_c0_g1.p1, ser_TRINITY_DN7239_c1_g1.p1	Ec-01_004650.1, Ec-26_002480.1
OG0000291		ser_TRINITY_DN3151_c0_g1.p1	Ec-00_008070.1, Ec-00_008070.2, Ec-10_003100.1, Ec-24_003810.1, Ec-24_003810.3, Ec-24_003860.1, Ec-24_003880.1
OG0000292		ser_TRINITY_DN43875_c0_g1.p1	Ec-00_003960.4, Ec-09_002410.2, Ec-10_001880.2, Ec-18_003640.2, Ec-26_001530.3, Ec-27_004110.2, Ec-27_006800.2
OG0000293		ser_TRINITY_DN51169_c0_g1.p1	Ec-00_000850.1, Ec-00_000850.2, Ec-14_005680.1, Ec-14_005680.2, Ec-14_005680.3, Ec-14_005680.4, Ec-14_005710.1
OG0000294		ser_TRINITY_DN52529_c0_g1.p1	Ec-18_004740.1, Ec-18_004740.2, Ec-18_004740.3, Ec-18_004740.4, Ec-18_004740.5, Ec-18_004740.6, Ec-18_004740.7
OG0000295		ser_TRINITY_DN53362_c0_g1.p2	Ec-11_002830.2, Ec-11_002830.3, Ec-11_002830.4, Ec-11_002850.2, Ec-11_002850.3, Ec-11_002850.4, Ec-19_003540.2
OG0000296			Ec-00_001800.1, Ec-00_001810.1, Ec-00_001850.1, Ec-00_001850.3, Ec-00_001860.1, Ec-00_001860.3, Ec-00_010390.1, Ec-00_010390.2
OG0000297			Ec-00_005170.1, Ec-00_005180.1, Ec-00_005180.2, Ec-00_005180.4, Ec-00_005180.5, Ec-00_005180.6, Ec-00_005180.8, Ec-00_005180.9
OG0000298			Ec-01_002430.1, Ec-08_000960.1, Ec-08_000970.1, Ec-08_000970.2, Ec-08_000970.3, Ec-08_000970.4, Ec-08_000970.5, Ec-08_000970.6
OG0000299			Ec-01_006650.1, Ec-01_006660.1, Ec-11_001410.1, Ec-11_001410.2, Ec-11_001410.3, Ec-11_001510.1, Ec-11_002160.1, Ec-28_002650.1
OG0000300			Ec-02_002260.1, Ec-02_002530.1, Ec-02_002530.2, Ec-02_002530.3, Ec-02_002590.1, Ec-02_002600.1, Ec-02_002600.2, Ec-sdr_f_000050.1
OG0000301			Ec-03_005330.1, Ec-03_005330.2, Ec-03_005330.3, Ec-03_005330.4, Ec-03_005330.5, Ec-08_003790.1, Ec-17_004110.1, Ec-22_000100.1
OG0000302			Ec-05_005620.1, Ec-05_005620.2, Ec-05_005620.3, Ec-24_001170.1, Ec-24_001190.1, Ec-24_001190.2, Ec-24_001190.3, Ec-24_001190.4
OG0000303			Ec-06_004910.1, Ec-06_004910.2, Ec-09_001530.1, Ec-09_001540.1, Ec-09_001560.1, Ec-09_001570.1, Ec-09_001580.1, Ec-12_004510.2
OG0000304			Ec-09_004700.1, Ec-09_004700.2, Ec-09_004710.1, Ec-09_004710.3, Ec-16_001530.1, Ec-16_001530.2, Ec-19_004960.1, Ec-19_004960.2
OG0000305			Ec-10_000590.1, Ec-16_001080.1, Ec-16_001080.2, Ec-16_001090.1, Ec-16_001900.1, Ec-16_001900.2, Ec-16_002020.1, Ec-16_002020.2
OG0000306			Ec-13_003140.1, Ec-13_003350.1, Ec-13_003350.3, Ec-13_003660.1, Ec-13_003660.3, Ec-13_003670.1, Ec-13_003680.1, Ec-13_003680.2
OG0000307			Ec-14_004820.1, Ec-14_004820.2, Ec-14_004820.3, Ec-14_004820.4, Ec-14_004820.5, Ec-14_006350.1, Ec-14_006350.2, Ec-14_006350.3
OG0000308			Ec-15_004910.1, Ec-15_004910.2, Ec-15_004930.2, Ec-15_004930.3, Ec-15_004930.4, Ec-15_004930.5, Ec-15_004930.6, Ec-15_004930.7
OG0000309			Ec-16_000150.1, Ec-16_000150.2, Ec-16_000150.3, Ec-16_000150.4, Ec-16_000150.5, Ec-16_000150.6, Ec-16_000180.1, Ec-16_000180.2
OG0000310			Ec-17_002390.1, Ec-18_000100.1, Ec-18_000100.3, Ec-18_000100.4, Ec-21_005470.1, Ec-21_005470.2, Ec-21_005480.1, Ec-21_005500.1
OG0000311			Ec-27_005040.1, Ec-27_005040.2, Ec-27_005040.3, Ec-27_005040.4, Ec-27_005040.5, Ec-27_005040.6, Ec-27_005040.7, Ec-27_005040.8
OG0000312	dis_TRINITY_DN10059_c0_g1.p1, dis_TRINITY_DN1340_c0_g1.p1, dis_TRINITY_DN5590_c0_g1.p1, dis_TRINITY_DN892_c0_g2.p1	ser_TRINITY_DN3708_c0_g1.p1	Ec-07_002530.1, Ec-07_003560.1
OG0000313	dis_TRINITY_DN10067_c0_g2.p1, dis_TRINITY_DN10784_c0_g2.p1	ser_TRINITY_DN4205_c0_g1.p1, ser_TRINITY_DN43323_c0_g1.p1	Ec-16_000950.1, Ec-16_003710.1, Ec-16_003710.2
OG0000314	dis_TRINITY_DN10463_c0_g1.p1	ser_TRINITY_DN262_c0_g1.p1, ser_TRINITY_DN27858_c0_g1.p1, ser_TRINITY_DN69601_c0_g1.p1	Ec-16_000820.1, Ec-16_003070.1, Ec-27_001810.1
OG0000315	dis_TRINITY_DN11389_c0_g1.p1	ser_TRINITY_DN16632_c0_g1.p1, ser_TRINITY_DN3339_c0_g1.p1, ser_TRINITY_DN41326_c0_g1.p1, ser_TRINITY_DN42346_c0_g1.p1	Ec-08_002500.1, Ec-08_002510.1
OG0000316	dis_TRINITY_DN1147_c0_g1.p1, dis_TRINITY_DN1147_c0_g3.p1, dis_TRINITY_DN1147_c0_g6.p1	ser_TRINITY_DN1348_c0_g1.p1, ser_TRINITY_DN1348_c0_g2.p1, ser_TRINITY_DN1348_c0_g3.p1	Ec-12_008300.1
OG0000317	dis_TRINITY_DN1154_c0_g1.p1, dis_TRINITY_DN6792_c1_g1.p1	ser_TRINITY_DN1858_c0_g3.p1, ser_TRINITY_DN453_c0_g1.p1	Ec-21_005840.1, Ec-21_005840.2, Ec-21_005840.3
OG0000318	dis_TRINITY_DN11561_c0_g1.p1	ser_TRINITY_DN10008_c0_g1.p1	Ec-06_003850.2, Ec-08_001420.1, Ec-09_003060.1, Ec-10_000710.1, Ec-10_000710.2
OG0000319	dis_TRINITY_DN11598_c0_g1.p1		Ec-08_003210.1, Ec-08_003220.1, Ec-08_003220.2, Ec-08_003220.3, Ec-08_003220.4, Ec-08_003220.5
OG0000320	dis_TRINITY_DN11619_c0_g1.p1, dis_TRINITY_DN2642_c0_g2.p2, dis_TRINITY_DN6615_c1_g1.p1	ser_TRINITY_DN306_c0_g2.p1, ser_TRINITY_DN78078_c0_g2.p1	Ec-16_005120.1, Ec-24_003670.1
OG0000321	dis_TRINITY_DN1184_c0_g1.p1, dis_TRINITY_DN21473_c0_g1.p1, dis_TRINITY_DN41030_c0_g1.p1	ser_TRINITY_DN79260_c0_g1.p1, ser_TRINITY_DN9340_c0_g1.p1	Ec-14_002600.1, Ec-14_006560.1
OG0000322	dis_TRINITY_DN12354_c0_g1.p1	ser_TRINITY_DN2094_c0_g1.p1, ser_TRINITY_DN48816_c0_g1.p1	Ec-01_003110.1, Ec-01_003110.2, Ec-01_003110.3, Ec-01_003120.1
OG0000323	dis_TRINITY_DN12459_c0_g5.p1	ser_TRINITY_DN17268_c0_g1.p1	Ec-00_004480.1, Ec-05_000610.1, Ec-13_004790.1, Ec-22_001530.1, Ec-24_002540.1
OG0000324	dis_TRINITY_DN1259_c0_g1.p1, dis_TRINITY_DN5687_c0_g2.p1, dis_TRINITY_DN5687_c0_g5.p1	ser_TRINITY_DN4043_c0_g2.p1, ser_TRINITY_DN4522_c0_g3.p1, ser_TRINITY_DN5380_c0_g1.p1	Ec-22_000440.1
OG0000325	dis_TRINITY_DN1263_c0_g1.p1, dis_TRINITY_DN8519_c0_g1.p1	ser_TRINITY_DN1063_c0_g2.p1, ser_TRINITY_DN10729_c0_g1.p1, ser_TRINITY_DN2923_c0_g1.p1, ser_TRINITY_DN2923_c0_g3.p1	Ec-10_002780.1
OG0000326	dis_TRINITY_DN12824_c0_g1.p1		Ec-04_005200.1, Ec-04_005200.2, Ec-04_005200.3, Ec-04_005200.4, Ec-04_005200.5, Ec-04_005230.1
OG0000327	dis_TRINITY_DN12984_c0_g1.p1, dis_TRINITY_DN521_c0_g3.p1, dis_TRINITY_DN6155_c0_g1.p1	ser_TRINITY_DN1372_c2_g1.p1, ser_TRINITY_DN2083_c2_g1.p1, ser_TRINITY_DN24905_c1_g1.p1	Ec-03_001760.2
OG0000328	dis_TRINITY_DN1308_c0_g1.p1		Ec-09_000200.1, Ec-09_000260.1, Ec-17_004230.1, Ec-20_004240.1, Ec-23_001290.1, Ec-26_003610.1
OG0000329	dis_TRINITY_DN13562_c0_g1.p1, dis_TRINITY_DN314_c0_g3.p1, dis_TRINITY_DN7589_c0_g1.p1	ser_TRINITY_DN794_c0_g3.p1	Ec-01_001450.1, Ec-01_001450.2, Ec-03_002800.1
OG0000330	dis_TRINITY_DN1401_c0_g2.p1, dis_TRINITY_DN5117_c0_g1.p1	ser_TRINITY_DN7999_c0_g1.p1	Ec-06_000770.1, Ec-18_002590.1, Ec-18_002590.2, Ec-18_002590.3
OG0000331	dis_TRINITY_DN1425_c0_g1.p1, dis_TRINITY_DN16062_c0_g4.p1, dis_TRINITY_DN19077_c2_g1.p1, dis_TRINITY_DN29704_c0_g1.p1, dis_TRINITY_DN3828_c0_g2.p1, dis_TRINITY_DN8764_c0_g2.p1	ser_TRINITY_DN5277_c0_g1.p1	
OG0000332	dis_TRINITY_DN14551_c0_g3.p1	ser_TRINITY_DN110729_c0_g1.p1, ser_TRINITY_DN22107_c0_g1.p1, ser_TRINITY_DN40451_c0_g2.p1, ser_TRINITY_DN90236_c0_g1.p1	Ec-15_000900.1, Ec-22_002820.1
OG0000333	dis_TRINITY_DN1581_c0_g1.p1	ser_TRINITY_DN694_c1_g4.p1	Ec-21_001390.1, Ec-21_001390.3, Ec-21_001390.4, Ec-21_001390.5, Ec-21_001390.6
OG0000334	dis_TRINITY_DN15879_c0_g1.p1		Ec-04_002040.1, Ec-04_004990.1, Ec-14_003290.1, Ec-14_004270.1, Ec-19_004250.1, Ec-27_000450.1
OG0000335	dis_TRINITY_DN160_c0_g2.p1, dis_TRINITY_DN160_c0_g3.p1	ser_TRINITY_DN16360_c0_g1.p1, ser_TRINITY_DN19274_c2_g1.p1, ser_TRINITY_DN26647_c1_g3.p1, ser_TRINITY_DN32750_c0_g1.p1	Ec-12_004660.1
OG0000336	dis_TRINITY_DN16557_c0_g1.p1, dis_TRINITY_DN25384_c2_g5.p1	ser_TRINITY_DN2016_c1_g2.p1	Ec-01_005610.1, Ec-09_004460.1, Ec-10_001680.1, Ec-19_004410.1
OG0000337	dis_TRINITY_DN1753_c0_g1.p1, dis_TRINITY_DN1753_c0_g2.p1	ser_TRINITY_DN10797_c0_g1.p1, ser_TRINITY_DN10797_c0_g2.p3, ser_TRINITY_DN146319_c0_g1.p1, ser_TRINITY_DN146419_c0_g1.p1	Ec-10_000420.1
OG0000338	dis_TRINITY_DN1852_c0_g1.p1, dis_TRINITY_DN55903_c0_g1.p1	ser_TRINITY_DN11962_c0_g1.p2, ser_TRINITY_DN13169_c0_g2.p2	Ec-02_001210.2, Ec-16_000240.1, Ec-28_003740.1
OG0000339	dis_TRINITY_DN19017_c0_g1.p1	ser_TRINITY_DN18522_c0_g1.p1, ser_TRINITY_DN9848_c0_g2.p1	Ec-28_001240.1, Ec-28_001250.1, Ec-28_001260.2, Ec-28_001260.3
OG0000340	dis_TRINITY_DN2004_c0_g2.p1	ser_TRINITY_DN30097_c0_g2.p1	Ec-00_001230.1, Ec-01_007480.1, Ec-12_000740.1, Ec-14_005830.1, Ec-23_003500.1
OG0000341	dis_TRINITY_DN20572_c0_g1.p1, dis_TRINITY_DN24006_c0_g1.p1	ser_TRINITY_DN37288_c0_g1.p1, ser_TRINITY_DN415_c0_g1.p1, ser_TRINITY_DN46536_c0_g1.p1	Ec-14_005600.1, Ec-18_002760.1
OG0000342	dis_TRINITY_DN21182_c0_g1.p4, dis_TRINITY_DN4422_c0_g1.p2, dis_TRINITY_DN5839_c0_g1.p2, dis_TRINITY_DN6820_c0_g1.p2, dis_TRINITY_DN8668_c0_g2.p3	ser_TRINITY_DN23996_c0_g2.p3, ser_TRINITY_DN49347_c5_g1.p3	
OG0000343	dis_TRINITY_DN22288_c0_g2.p1, dis_TRINITY_DN2466_c0_g1.p1	ser_TRINITY_DN19953_c0_g1.p1, ser_TRINITY_DN57668_c0_g1.p1	Ec-04_001080.1, Ec-10_005560.1, Ec-27_002670.1
OG0000344	dis_TRINITY_DN23231_c0_g1.p1, dis_TRINITY_DN9187_c0_g2.p1, dis_TRINITY_DN959_c1_g1.p1	ser_TRINITY_DN2772_c0_g1.p1	Ec-13_000240.1, Ec-13_000240.2, Ec-13_000240.3
OG0000345	dis_TRINITY_DN23419_c0_g1.p1, dis_TRINITY_DN2836_c0_g1.p1	ser_TRINITY_DN1646_c0_g1.p1	Ec-00_011190.1, Ec-14_001290.1, Ec-22_003400.1, Ec-22_003405.1
OG0000346	dis_TRINITY_DN2362_c0_g1.p1, dis_TRINITY_DN27792_c0_g1.p1	ser_TRINITY_DN190_c0_g1.p1, ser_TRINITY_DN2478_c2_g4.p1, ser_TRINITY_DN44317_c0_g1.p1, ser_TRINITY_DN5131_c0_g1.p1	Ec-05_003430.1
OG0000347	dis_TRINITY_DN2371_c0_g3.p1, dis_TRINITY_DN6061_c0_g2.p1	ser_TRINITY_DN11767_c0_g3.p1, ser_TRINITY_DN2647_c0_g1.p1, ser_TRINITY_DN3544_c0_g1.p1, ser_TRINITY_DN47480_c0_g1.p1	Ec-06_003390.1
OG0000348	dis_TRINITY_DN24031_c0_g1.p1, dis_TRINITY_DN5219_c0_g1.p1, dis_TRINITY_DN5315_c0_g5.p1	ser_TRINITY_DN11468_c0_g1.p1, ser_TRINITY_DN5909_c0_g4.p1	Ec-04_005530.1, Ec-04_005530.3
OG0000349	dis_TRINITY_DN2417_c0_g2.p1	ser_TRINITY_DN8020_c0_g1.p1	Ec-01_004520.1, Ec-02_000590.1, Ec-02_000590.3, Ec-02_002820.1, Ec-19_000160.1
OG0000350	dis_TRINITY_DN24195_c0_g2.p1	ser_TRINITY_DN66314_c0_g4.p1	Ec-20_004330.1, Ec-20_004330.2, Ec-20_004330.3, Ec-20_004330.4, Ec-20_004330.5
OG0000351	dis_TRINITY_DN26665_c0_g1.p1	ser_TRINITY_DN10140_c0_g1.p1, ser_TRINITY_DN158560_c0_g1.p1, ser_TRINITY_DN3844_c0_g1.p1, ser_TRINITY_DN41484_c0_g1.p1, ser_TRINITY_DN42957_c0_g1.p1, ser_TRINITY_DN53659_c0_g1.p1	
OG0000352	dis_TRINITY_DN2853_c4_g3.p1	ser_TRINITY_DN101971_c0_g1.p1, ser_TRINITY_DN129020_c0_g1.p1, ser_TRINITY_DN177101_c0_g1.p1, ser_TRINITY_DN18216_c0_g1.p1, ser_TRINITY_DN288044_c0_g1.p1, ser_TRINITY_DN65694_c0_g1.p1	
OG0000353	dis_TRINITY_DN29389_c0_g2.p1	ser_TRINITY_DN44105_c0_g1.p1, ser_TRINITY_DN6894_c0_g1.p1, ser_TRINITY_DN6894_c0_g2.p1	Ec-00_002570.1, Ec-20_000210.1, Ec-20_000230.1
OG0000354	dis_TRINITY_DN296_c0_g2.p1	ser_TRINITY_DN156903_c0_g1.p1, ser_TRINITY_DN16581_c0_g1.p1, ser_TRINITY_DN25365_c0_g1.p1, ser_TRINITY_DN28747_c0_g1.p1, ser_TRINITY_DN58170_c0_g1.p1	Ec-06_010220.1
OG0000355	dis_TRINITY_DN2992_c0_g1.p1	ser_TRINITY_DN3038_c0_g3.p1, ser_TRINITY_DN310_c0_g1.p1, ser_TRINITY_DN721_c0_g1.p1, ser_TRINITY_DN78101_c0_g3.p1	Ec-12_000880.1, Ec-20_004230.1
OG0000356	dis_TRINITY_DN30508_c0_g1.p1	ser_TRINITY_DN21927_c0_g1.p1, ser_TRINITY_DN239315_c0_g1.p1	Ec-02_001450.1, Ec-10_002890.1, Ec-16_002440.1, Ec-16_002440.2
