GeneID,phylostratum,rank,taxonomic_representativeness,GeneID_new
dis_TRINITY_DN13877_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN13877_c0_g1
dis_TRINITY_DN13887_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN13887_c0_g1
dis_TRINITY_DN1389_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1389_c0_g1
dis_TRINITY_DN13901_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN13901_c0_g1
dis_TRINITY_DN13906_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN13906_c0_g3
dis_TRINITY_DN13907_c0_g6,Fucus distichus,8,100,dis_TRINITY_DN13907_c0_g6
dis_TRINITY_DN13907_c0_g7,Fucus distichus,8,100,dis_TRINITY_DN13907_c0_g7
dis_TRINITY_DN1390_c2_g1,Phaeophyceae,7,100,dis_TRINITY_DN1390_c2_g1
dis_TRINITY_DN13911_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN13911_c0_g1
dis_TRINITY_DN13914_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN13914_c0_g2
dis_TRINITY_DN13918_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN13918_c0_g1
dis_TRINITY_DN1391_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1391_c0_g1
dis_TRINITY_DN13921_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN13921_c0_g3
dis_TRINITY_DN1392_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1392_c0_g1
dis_TRINITY_DN1392_c0_g4,Fucus distichus,8,100,dis_TRINITY_DN1392_c0_g4
dis_TRINITY_DN13933_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN13933_c0_g1
dis_TRINITY_DN13934_c0_g2,cellular organisms,1,100,dis_TRINITY_DN13934_c0_g2
dis_TRINITY_DN13934_c0_g3,cellular organisms,1,100,dis_TRINITY_DN13934_c0_g3
dis_TRINITY_DN1393_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN1393_c0_g1
dis_TRINITY_DN13947_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN13947_c0_g1
dis_TRINITY_DN13949_c0_g1,cellular organisms,1,100,dis_TRINITY_DN13949_c0_g1
dis_TRINITY_DN13967_c0_g1,cellular organisms,1,100,dis_TRINITY_DN13967_c0_g1
dis_TRINITY_DN1396_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1396_c0_g1
dis_TRINITY_DN13981_c0_g1,cellular organisms,1,100,dis_TRINITY_DN13981_c0_g1
dis_TRINITY_DN1398_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1398_c0_g1
dis_TRINITY_DN13998_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN13998_c0_g1
dis_TRINITY_DN13999_c0_g1,cellular organisms,1,100,dis_TRINITY_DN13999_c0_g1
dis_TRINITY_DN1399_c0_g1,Ochrophyta,5,100,dis_TRINITY_DN1399_c0_g1
dis_TRINITY_DN139_c0_g1,cellular organisms,1,100,dis_TRINITY_DN139_c0_g1
dis_TRINITY_DN139_c0_g3,Phaeophyceae,7,100,dis_TRINITY_DN139_c0_g3
dis_TRINITY_DN139_c0_g6,Fucus distichus,8,100,dis_TRINITY_DN139_c0_g6
dis_TRINITY_DN14004_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14004_c0_g2
dis_TRINITY_DN14006_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14006_c0_g2
dis_TRINITY_DN14006_c1_g1,cellular organisms,1,100,dis_TRINITY_DN14006_c1_g1
dis_TRINITY_DN14011_c0_g3,Phaeophyceae,7,100,dis_TRINITY_DN14011_c0_g3
dis_TRINITY_DN1401_c0_g2,Eukaryota,2,100,dis_TRINITY_DN1401_c0_g2
dis_TRINITY_DN14024_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14024_c0_g1
dis_TRINITY_DN1403_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN1403_c0_g2
dis_TRINITY_DN1403_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN1403_c0_g3
dis_TRINITY_DN1403_c0_g4,Eukaryota,2,66,dis_TRINITY_DN1403_c0_g4
dis_TRINITY_DN14048_c0_g2,cellular organisms,1,100,dis_TRINITY_DN14048_c0_g2
dis_TRINITY_DN14048_c0_g3,cellular organisms,1,100,dis_TRINITY_DN14048_c0_g3
dis_TRINITY_DN14048_c0_g4,cellular organisms,1,100,dis_TRINITY_DN14048_c0_g4
dis_TRINITY_DN1404_c0_g4,Phaeophyceae,7,100,dis_TRINITY_DN1404_c0_g4
dis_TRINITY_DN1404_c0_g5,Fucus distichus,8,100,dis_TRINITY_DN1404_c0_g5
dis_TRINITY_DN1404_c1_g2,Fucus distichus,8,100,dis_TRINITY_DN1404_c1_g2
dis_TRINITY_DN14057_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14057_c0_g1
dis_TRINITY_DN14059_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14059_c0_g1
dis_TRINITY_DN14060_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14060_c0_g1
dis_TRINITY_DN14061_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14061_c0_g1
dis_TRINITY_DN14065_c3_g2,Phaeophyceae,7,100,dis_TRINITY_DN14065_c3_g2
dis_TRINITY_DN14068_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14068_c0_g1
dis_TRINITY_DN14080_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14080_c0_g1
dis_TRINITY_DN14085_c0_g1,Eukaryota,2,100,dis_TRINITY_DN14085_c0_g1
dis_TRINITY_DN14092_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14092_c0_g1
dis_TRINITY_DN14093_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14093_c0_g1
dis_TRINITY_DN14103_c0_g1,cellular organisms,1,71,dis_TRINITY_DN14103_c0_g1
dis_TRINITY_DN14106_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14106_c0_g1
dis_TRINITY_DN14107_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14107_c0_g1
dis_TRINITY_DN14111_c0_g2,cellular organisms,1,71,dis_TRINITY_DN14111_c0_g2
dis_TRINITY_DN14111_c0_g4,cellular organisms,1,100,dis_TRINITY_DN14111_c0_g4
dis_TRINITY_DN14117_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14117_c0_g1
dis_TRINITY_DN14117_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14117_c0_g2
dis_TRINITY_DN14119_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14119_c0_g1
dis_TRINITY_DN1411_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1411_c0_g1
dis_TRINITY_DN14122_c0_g1,cellular organisms,1,85,dis_TRINITY_DN14122_c0_g1
dis_TRINITY_DN14127_c0_g2,cellular organisms,1,57,dis_TRINITY_DN14127_c0_g2
dis_TRINITY_DN14133_c0_g1,Eukaryota,2,83,dis_TRINITY_DN14133_c0_g1
dis_TRINITY_DN14133_c0_g5,Phaeophyceae,7,100,dis_TRINITY_DN14133_c0_g5
dis_TRINITY_DN14133_c0_g6,cellular organisms,1,85,dis_TRINITY_DN14133_c0_g6
dis_TRINITY_DN14138_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14138_c0_g1
dis_TRINITY_DN1413_c0_g1,cellular organisms,1,100,dis_TRINITY_DN1413_c0_g1
dis_TRINITY_DN14146_c1_g3,cellular organisms,1,100,dis_TRINITY_DN14146_c1_g3
dis_TRINITY_DN1414_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN1414_c0_g1
dis_TRINITY_DN14152_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14152_c0_g1
dis_TRINITY_DN14155_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14155_c0_g1
dis_TRINITY_DN14157_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14157_c0_g1
dis_TRINITY_DN1415_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1415_c0_g1
dis_TRINITY_DN1417_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1417_c0_g1
dis_TRINITY_DN1418_c0_g2,PX clade,6,100,dis_TRINITY_DN1418_c0_g2
dis_TRINITY_DN1418_c0_g3,cellular organisms,1,100,dis_TRINITY_DN1418_c0_g3
dis_TRINITY_DN14190_c0_g2,Phaeophyceae,7,100,dis_TRINITY_DN14190_c0_g2
dis_TRINITY_DN14204_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14204_c0_g1
dis_TRINITY_DN14207_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14207_c0_g1
dis_TRINITY_DN1420_c0_g1,Eukaryota,2,66,dis_TRINITY_DN1420_c0_g1
dis_TRINITY_DN14219_c0_g3,Phaeophyceae,7,100,dis_TRINITY_DN14219_c0_g3
dis_TRINITY_DN1421_c0_g1,cellular organisms,1,100,dis_TRINITY_DN1421_c0_g1
dis_TRINITY_DN14229_c1_g1,Fucus distichus,8,100,dis_TRINITY_DN14229_c1_g1
dis_TRINITY_DN1422_c15_g1,Eukaryota,2,66,dis_TRINITY_DN1422_c15_g1
dis_TRINITY_DN14239_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14239_c0_g1
dis_TRINITY_DN1423_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1423_c0_g1
dis_TRINITY_DN14243_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14243_c0_g1
dis_TRINITY_DN14247_c1_g2,Eukaryota,2,83,dis_TRINITY_DN14247_c1_g2
dis_TRINITY_DN14249_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14249_c0_g1
dis_TRINITY_DN1424_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1424_c0_g1
dis_TRINITY_DN1425_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1425_c0_g1
dis_TRINITY_DN14269_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14269_c0_g1
dis_TRINITY_DN14278_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14278_c0_g1
dis_TRINITY_DN1427_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN1427_c0_g1
dis_TRINITY_DN14281_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14281_c0_g1
dis_TRINITY_DN1428_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN1428_c0_g1
dis_TRINITY_DN1429_c0_g1,Eukaryota,2,50,dis_TRINITY_DN1429_c0_g1
dis_TRINITY_DN142_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN142_c0_g3
dis_TRINITY_DN14305_c0_g1,PX clade,6,100,dis_TRINITY_DN14305_c0_g1
dis_TRINITY_DN14308_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14308_c0_g1
dis_TRINITY_DN14308_c0_g4,PX clade,6,100,dis_TRINITY_DN14308_c0_g4
dis_TRINITY_DN14310_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14310_c0_g1
dis_TRINITY_DN14313_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14313_c0_g1
dis_TRINITY_DN14315_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14315_c0_g1
dis_TRINITY_DN14320_c0_g2,cellular organisms,1,85,dis_TRINITY_DN14320_c0_g2
dis_TRINITY_DN1432_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1432_c0_g1
dis_TRINITY_DN14338_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14338_c0_g1
dis_TRINITY_DN14340_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14340_c0_g1
dis_TRINITY_DN14348_c0_g1,Eukaryota,2,66,dis_TRINITY_DN14348_c0_g1
dis_TRINITY_DN14348_c0_g4,Fucus distichus,8,100,dis_TRINITY_DN14348_c0_g4
dis_TRINITY_DN1434_c0_g1,Stramenopiles,4,100,dis_TRINITY_DN1434_c0_g1
dis_TRINITY_DN14350_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14350_c0_g1
dis_TRINITY_DN14357_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14357_c0_g1
dis_TRINITY_DN14357_c0_g3,cellular organisms,1,100,dis_TRINITY_DN14357_c0_g3
dis_TRINITY_DN14358_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14358_c0_g2
dis_TRINITY_DN14359_c0_g2,Phaeophyceae,7,100,dis_TRINITY_DN14359_c0_g2
dis_TRINITY_DN1435_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1435_c0_g1
dis_TRINITY_DN1436_c0_g1,cellular organisms,1,100,dis_TRINITY_DN1436_c0_g1
dis_TRINITY_DN1438_c0_g1,cellular organisms,1,100,dis_TRINITY_DN1438_c0_g1
dis_TRINITY_DN14391_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14391_c0_g1
dis_TRINITY_DN14391_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14391_c0_g2
dis_TRINITY_DN14392_c0_g4,Fucus distichus,8,100,dis_TRINITY_DN14392_c0_g4
dis_TRINITY_DN14393_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14393_c0_g1
dis_TRINITY_DN14396_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14396_c0_g1
dis_TRINITY_DN14398_c0_g1,Eukaryota,2,83,dis_TRINITY_DN14398_c0_g1
dis_TRINITY_DN143_c0_g4,cellular organisms,1,85,dis_TRINITY_DN143_c0_g4
dis_TRINITY_DN143_c0_g8,cellular organisms,1,100,dis_TRINITY_DN143_c0_g8
dis_TRINITY_DN14402_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14402_c0_g2
dis_TRINITY_DN14403_c0_g4,cellular organisms,1,100,dis_TRINITY_DN14403_c0_g4
dis_TRINITY_DN14405_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14405_c0_g2
dis_TRINITY_DN14407_c0_g5,Fucus distichus,8,100,dis_TRINITY_DN14407_c0_g5
dis_TRINITY_DN14408_c2_g2,Phaeophyceae,7,100,dis_TRINITY_DN14408_c2_g2
dis_TRINITY_DN14408_c2_g5,cellular organisms,1,71,dis_TRINITY_DN14408_c2_g5
dis_TRINITY_DN1440_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1440_c0_g1
dis_TRINITY_DN14410_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14410_c0_g1
dis_TRINITY_DN14412_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14412_c0_g1
dis_TRINITY_DN14413_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14413_c0_g1
dis_TRINITY_DN14415_c0_g2,cellular organisms,1,100,dis_TRINITY_DN14415_c0_g2
dis_TRINITY_DN14417_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14417_c0_g1
dis_TRINITY_DN14419_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14419_c0_g1
dis_TRINITY_DN14421_c0_g1,PX clade,6,100,dis_TRINITY_DN14421_c0_g1
dis_TRINITY_DN14422_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14422_c0_g1
dis_TRINITY_DN14426_c0_g1,PX clade,6,100,dis_TRINITY_DN14426_c0_g1
dis_TRINITY_DN14427_c0_g4,Phaeophyceae,7,100,dis_TRINITY_DN14427_c0_g4
dis_TRINITY_DN1442_c0_g2,Phaeophyceae,7,100,dis_TRINITY_DN1442_c0_g2
dis_TRINITY_DN1442_c0_g4,Fucus distichus,8,100,dis_TRINITY_DN1442_c0_g4
dis_TRINITY_DN14430_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14430_c0_g1
dis_TRINITY_DN14432_c1_g3,Fucus distichus,8,100,dis_TRINITY_DN14432_c1_g3
dis_TRINITY_DN14438_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14438_c0_g1
dis_TRINITY_DN14439_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14439_c0_g1
dis_TRINITY_DN1443_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1443_c0_g1
dis_TRINITY_DN14440_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14440_c0_g1
dis_TRINITY_DN14441_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14441_c0_g2
dis_TRINITY_DN14444_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14444_c0_g1
dis_TRINITY_DN14447_c0_g3,Phaeophyceae,7,100,dis_TRINITY_DN14447_c0_g3
dis_TRINITY_DN14453_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14453_c0_g2
dis_TRINITY_DN14456_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14456_c0_g2
dis_TRINITY_DN14457_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14457_c0_g1
dis_TRINITY_DN1445_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1445_c0_g1
dis_TRINITY_DN14461_c0_g1,Eukaryota,2,66,dis_TRINITY_DN14461_c0_g1
dis_TRINITY_DN14465_c0_g1,Eukaryota,2,66,dis_TRINITY_DN14465_c0_g1
dis_TRINITY_DN14465_c0_g2,Phaeophyceae,7,100,dis_TRINITY_DN14465_c0_g2
dis_TRINITY_DN14469_c0_g1,cellular organisms,1,71,dis_TRINITY_DN14469_c0_g1
dis_TRINITY_DN14470_c2_g1,Fucus distichus,8,100,dis_TRINITY_DN14470_c2_g1
dis_TRINITY_DN14473_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14473_c0_g1
dis_TRINITY_DN14475_c0_g2,cellular organisms,1,85,dis_TRINITY_DN14475_c0_g2
dis_TRINITY_DN14476_c0_g2,PX clade,6,100,dis_TRINITY_DN14476_c0_g2
dis_TRINITY_DN14476_c0_g3,PX clade,6,100,dis_TRINITY_DN14476_c0_g3
dis_TRINITY_DN14477_c0_g3,Ochrophyta,5,66,dis_TRINITY_DN14477_c0_g3
dis_TRINITY_DN1447_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1447_c0_g1
dis_TRINITY_DN14480_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14480_c0_g1
dis_TRINITY_DN14486_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14486_c0_g1
dis_TRINITY_DN14488_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14488_c0_g1
dis_TRINITY_DN14488_c0_g3,cellular organisms,1,100,dis_TRINITY_DN14488_c0_g3
dis_TRINITY_DN14489_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14489_c0_g1
dis_TRINITY_DN14490_c0_g2,Phaeophyceae,7,100,dis_TRINITY_DN14490_c0_g2
dis_TRINITY_DN14497_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14497_c0_g1
dis_TRINITY_DN144_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN144_c0_g1
dis_TRINITY_DN14500_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14500_c0_g1
dis_TRINITY_DN14505_c0_g2,cellular organisms,1,100,dis_TRINITY_DN14505_c0_g2
dis_TRINITY_DN14505_c0_g5,cellular organisms,1,42,dis_TRINITY_DN14505_c0_g5
dis_TRINITY_DN14507_c0_g3,Phaeophyceae,7,100,dis_TRINITY_DN14507_c0_g3
dis_TRINITY_DN1450_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1450_c0_g1
dis_TRINITY_DN14514_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14514_c0_g1
dis_TRINITY_DN14514_c0_g2,cellular organisms,1,100,dis_TRINITY_DN14514_c0_g2
dis_TRINITY_DN14522_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN14522_c0_g3
dis_TRINITY_DN14523_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN14523_c0_g3
dis_TRINITY_DN14526_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14526_c0_g1
dis_TRINITY_DN14527_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14527_c0_g1
dis_TRINITY_DN14527_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14527_c0_g2
dis_TRINITY_DN14528_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14528_c0_g2
dis_TRINITY_DN14531_c0_g1,PX clade,6,100,dis_TRINITY_DN14531_c0_g1
dis_TRINITY_DN14532_c0_g3,PX clade,6,100,dis_TRINITY_DN14532_c0_g3
dis_TRINITY_DN14534_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14534_c0_g1
dis_TRINITY_DN14538_c0_g2,Ochrophyta,5,66,dis_TRINITY_DN14538_c0_g2
dis_TRINITY_DN1453_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN1453_c0_g1
dis_TRINITY_DN14545_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14545_c0_g1
dis_TRINITY_DN14545_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN14545_c0_g3
dis_TRINITY_DN14545_c0_g5,cellular organisms,1,57,dis_TRINITY_DN14545_c0_g5
dis_TRINITY_DN14547_c0_g1,Eukaryota,2,100,dis_TRINITY_DN14547_c0_g1
dis_TRINITY_DN14551_c0_g2,cellular organisms,1,100,dis_TRINITY_DN14551_c0_g2
dis_TRINITY_DN14551_c0_g3,cellular organisms,1,100,dis_TRINITY_DN14551_c0_g3
dis_TRINITY_DN14554_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14554_c0_g1
dis_TRINITY_DN14556_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14556_c0_g1
dis_TRINITY_DN14559_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14559_c0_g1
dis_TRINITY_DN14559_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14559_c0_g2
dis_TRINITY_DN1455_c0_g1,Ochrophyta,5,100,dis_TRINITY_DN1455_c0_g1
dis_TRINITY_DN14561_c2_g1,Fucus distichus,8,100,dis_TRINITY_DN14561_c2_g1
dis_TRINITY_DN14562_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14562_c0_g1
dis_TRINITY_DN14562_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14562_c0_g2
dis_TRINITY_DN14563_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14563_c0_g1
dis_TRINITY_DN14568_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14568_c0_g1
dis_TRINITY_DN14569_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14569_c0_g1
dis_TRINITY_DN1456_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN1456_c0_g1
dis_TRINITY_DN1456_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN1456_c0_g3
dis_TRINITY_DN14577_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14577_c0_g1
dis_TRINITY_DN1457_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1457_c0_g1
dis_TRINITY_DN14584_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14584_c0_g1
dis_TRINITY_DN14586_c0_g2,cellular organisms,1,100,dis_TRINITY_DN14586_c0_g2
dis_TRINITY_DN14591_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14591_c0_g1
dis_TRINITY_DN14594_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14594_c0_g1
dis_TRINITY_DN14599_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14599_c0_g1
dis_TRINITY_DN1459_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN1459_c0_g2
dis_TRINITY_DN145_c0_g1,PX clade,6,100,dis_TRINITY_DN145_c0_g1
dis_TRINITY_DN14607_c0_g1,cellular organisms,1,85,dis_TRINITY_DN14607_c0_g1
dis_TRINITY_DN14607_c0_g2,Phaeophyceae,7,100,dis_TRINITY_DN14607_c0_g2
dis_TRINITY_DN14614_c0_g1,cellular organisms,1,85,dis_TRINITY_DN14614_c0_g1
dis_TRINITY_DN14615_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14615_c0_g1
dis_TRINITY_DN14615_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14615_c0_g2
dis_TRINITY_DN1461_c0_g1,cellular organisms,1,100,dis_TRINITY_DN1461_c0_g1
dis_TRINITY_DN14621_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14621_c0_g1
dis_TRINITY_DN14625_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14625_c0_g1
dis_TRINITY_DN1462_c1_g1,Fucus distichus,8,100,dis_TRINITY_DN1462_c1_g1
dis_TRINITY_DN14637_c1_g2,Fucus distichus,8,100,dis_TRINITY_DN14637_c1_g2
dis_TRINITY_DN1463_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1463_c0_g1
dis_TRINITY_DN14643_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14643_c0_g1
dis_TRINITY_DN1464_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN1464_c0_g2
dis_TRINITY_DN14653_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14653_c0_g1
dis_TRINITY_DN1465_c0_g1,cellular organisms,1,85,dis_TRINITY_DN1465_c0_g1
dis_TRINITY_DN14661_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14661_c0_g2
dis_TRINITY_DN14669_c0_g1,Eukaryota,2,83,dis_TRINITY_DN14669_c0_g1
dis_TRINITY_DN14670_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14670_c0_g1
dis_TRINITY_DN14672_c0_g1,cellular organisms,1,100,dis_TRINITY_DN14672_c0_g1
dis_TRINITY_DN14676_c0_g1,Eukaryota,2,66,dis_TRINITY_DN14676_c0_g1
dis_TRINITY_DN14677_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14677_c0_g1
dis_TRINITY_DN1467_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1467_c0_g1
dis_TRINITY_DN14683_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN14683_c0_g3
dis_TRINITY_DN14686_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14686_c0_g1
dis_TRINITY_DN14688_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14688_c0_g1
dis_TRINITY_DN1468_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN1468_c0_g1
dis_TRINITY_DN14690_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14690_c0_g1
dis_TRINITY_DN14691_c0_g1,Phaeophyceae,7,100,dis_TRINITY_DN14691_c0_g1
dis_TRINITY_DN14698_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN14698_c0_g2
dis_TRINITY_DN14698_c0_g4,Fucus distichus,8,100,dis_TRINITY_DN14698_c0_g4
dis_TRINITY_DN14698_c0_g5,cellular organisms,1,100,dis_TRINITY_DN14698_c0_g5
dis_TRINITY_DN1469_c0_g5,Phaeophyceae,7,100,dis_TRINITY_DN1469_c0_g5
dis_TRINITY_DN146_c0_g2,Fucus distichus,8,100,dis_TRINITY_DN146_c0_g2
dis_TRINITY_DN146_c0_g3,Fucus distichus,8,100,dis_TRINITY_DN146_c0_g3
dis_TRINITY_DN146_c0_g4,Fucus distichus,8,100,dis_TRINITY_DN146_c0_g4
dis_TRINITY_DN14701_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14701_c0_g1
dis_TRINITY_DN1471_c0_g1,cellular organisms,1,100,dis_TRINITY_DN1471_c0_g1
dis_TRINITY_DN14721_c0_g1,Fucus distichus,8,100,dis_TRINITY_DN14721_c0_g1
dis_TRINITY_DN14724_c0_g1,Eukaryota,2,66,dis_TRINITY_DN14724_c0_g1
dis_TRINITY_DN14728_c0_g5,Fucus distichus,8,100,dis_TRINITY_DN14728_c0_g5
dis_TRINITY_DN14728_c0_g6,cellular organisms,1,57,dis_TRINITY_DN14728_c0_g6
