GeneID,phylostratum,rank,taxonomic_representativeness,GeneID_new
ser_TRINITY_DN1974_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1974_c0_g1
ser_TRINITY_DN1974_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN1974_c0_g2
ser_TRINITY_DN1974_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN1974_c0_g3
ser_TRINITY_DN19754_c1_g3,Fucus serratus,8,100,ser_TRINITY_DN19754_c1_g3
ser_TRINITY_DN1975_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1975_c0_g1
ser_TRINITY_DN19763_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19763_c0_g1
ser_TRINITY_DN19775_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN19775_c0_g2
ser_TRINITY_DN19777_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN19777_c0_g3
ser_TRINITY_DN197825_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN197825_c0_g1
ser_TRINITY_DN19782_c0_g1,cellular organisms,1,100,ser_TRINITY_DN19782_c0_g1
ser_TRINITY_DN19787_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN19787_c0_g2
ser_TRINITY_DN19789_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19789_c0_g1
ser_TRINITY_DN1978_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN1978_c0_g4
ser_TRINITY_DN19793_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19793_c0_g1
ser_TRINITY_DN19797_c0_g1,cellular organisms,1,42,ser_TRINITY_DN19797_c0_g1
ser_TRINITY_DN19798_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19798_c0_g1
ser_TRINITY_DN19798_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN19798_c0_g2
ser_TRINITY_DN1979_c0_g1,cellular organisms,1,42,ser_TRINITY_DN1979_c0_g1
ser_TRINITY_DN1979_c0_g3,cellular organisms,1,42,ser_TRINITY_DN1979_c0_g3
ser_TRINITY_DN19800_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19800_c0_g1
ser_TRINITY_DN19800_c0_g2,cellular organisms,1,100,ser_TRINITY_DN19800_c0_g2
ser_TRINITY_DN19801_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19801_c0_g1
ser_TRINITY_DN19807_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19807_c0_g1
ser_TRINITY_DN198130_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN198130_c0_g1
ser_TRINITY_DN19813_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19813_c0_g1
ser_TRINITY_DN19814_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19814_c0_g1
ser_TRINITY_DN19815_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19815_c0_g1
ser_TRINITY_DN19818_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19818_c0_g1
ser_TRINITY_DN19819_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19819_c0_g1
ser_TRINITY_DN19822_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN19822_c0_g2
ser_TRINITY_DN19823_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19823_c0_g1
ser_TRINITY_DN19825_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19825_c0_g1
ser_TRINITY_DN19838_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19838_c0_g1
ser_TRINITY_DN1983_c0_g1,PX clade,6,100,ser_TRINITY_DN1983_c0_g1
ser_TRINITY_DN1983_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN1983_c0_g2
ser_TRINITY_DN19849_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19849_c0_g1
ser_TRINITY_DN19852_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19852_c0_g1
ser_TRINITY_DN1985_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1985_c0_g1
ser_TRINITY_DN19863_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19863_c0_g1
ser_TRINITY_DN19864_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN19864_c0_g3
ser_TRINITY_DN19865_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19865_c0_g1
ser_TRINITY_DN1986_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1986_c0_g1
ser_TRINITY_DN19870_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19870_c0_g1
ser_TRINITY_DN19874_c0_g3,Eukaryota,2,83,ser_TRINITY_DN19874_c0_g3
ser_TRINITY_DN19875_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19875_c0_g1
ser_TRINITY_DN19879_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19879_c0_g1
ser_TRINITY_DN198856_c0_g1,Sar,3,60,ser_TRINITY_DN198856_c0_g1
ser_TRINITY_DN19889_c0_g1,cellular organisms,1,100,ser_TRINITY_DN19889_c0_g1
ser_TRINITY_DN19890_c0_g2,PX clade,6,100,ser_TRINITY_DN19890_c0_g2
ser_TRINITY_DN198942_c0_g1,cellular organisms,1,100,ser_TRINITY_DN198942_c0_g1
ser_TRINITY_DN19894_c0_g2,Eukaryota,2,33,ser_TRINITY_DN19894_c0_g2
ser_TRINITY_DN19895_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN19895_c0_g2
ser_TRINITY_DN198_c0_g1,cellular organisms,1,100,ser_TRINITY_DN198_c0_g1
ser_TRINITY_DN19905_c0_g1,cellular organisms,1,71,ser_TRINITY_DN19905_c0_g1
ser_TRINITY_DN1990_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1990_c0_g1
ser_TRINITY_DN19916_c0_g1,cellular organisms,1,100,ser_TRINITY_DN19916_c0_g1
ser_TRINITY_DN1991_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1991_c0_g1
ser_TRINITY_DN1991_c1_g1,cellular organisms,1,85,ser_TRINITY_DN1991_c1_g1
ser_TRINITY_DN1991_c2_g2,Fucus serratus,8,100,ser_TRINITY_DN1991_c2_g2
ser_TRINITY_DN19920_c0_g1,cellular organisms,1,100,ser_TRINITY_DN19920_c0_g1
ser_TRINITY_DN1992_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1992_c0_g1
ser_TRINITY_DN19930_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19930_c0_g1
ser_TRINITY_DN19930_c0_g3,cellular organisms,1,85,ser_TRINITY_DN19930_c0_g3
ser_TRINITY_DN19943_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19943_c0_g1
ser_TRINITY_DN19951_c0_g3,Eukaryota,2,66,ser_TRINITY_DN19951_c0_g3
ser_TRINITY_DN19952_c0_g1,cellular organisms,1,100,ser_TRINITY_DN19952_c0_g1
ser_TRINITY_DN19953_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19953_c0_g1
ser_TRINITY_DN19958_c0_g1,PX clade,6,100,ser_TRINITY_DN19958_c0_g1
ser_TRINITY_DN1995_c0_g2,Eukaryota,2,66,ser_TRINITY_DN1995_c0_g2
ser_TRINITY_DN19960_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19960_c0_g1
ser_TRINITY_DN19968_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN19968_c0_g2
ser_TRINITY_DN1996_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1996_c0_g1
ser_TRINITY_DN19977_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19977_c0_g1
ser_TRINITY_DN19978_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19978_c0_g1
ser_TRINITY_DN1997_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1997_c0_g1
ser_TRINITY_DN19982_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19982_c0_g1
ser_TRINITY_DN19986_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN19986_c0_g1
ser_TRINITY_DN19987_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN19987_c0_g1
ser_TRINITY_DN1998_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1998_c0_g1
ser_TRINITY_DN1999_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1999_c0_g1
ser_TRINITY_DN199_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN199_c0_g1
ser_TRINITY_DN199_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN199_c0_g2
ser_TRINITY_DN199_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN199_c1_g1
ser_TRINITY_DN1_c2_g2,Fucus serratus,8,100,ser_TRINITY_DN1_c2_g2
ser_TRINITY_DN1_c4_g5,Eukaryota,2,100,ser_TRINITY_DN1_c4_g5
ser_TRINITY_DN1_c4_g6,cellular organisms,1,85,ser_TRINITY_DN1_c4_g6
ser_TRINITY_DN20010_c0_g2,Eukaryota,2,83,ser_TRINITY_DN20010_c0_g2
ser_TRINITY_DN20019_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20019_c0_g1
ser_TRINITY_DN20020_c0_g1,PX clade,6,100,ser_TRINITY_DN20020_c0_g1
ser_TRINITY_DN200266_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN200266_c0_g1
ser_TRINITY_DN20026_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20026_c0_g1
ser_TRINITY_DN20031_c0_g1,cellular organisms,1,85,ser_TRINITY_DN20031_c0_g1
ser_TRINITY_DN20037_c0_g1,cellular organisms,1,85,ser_TRINITY_DN20037_c0_g1
ser_TRINITY_DN200404_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN200404_c0_g1
ser_TRINITY_DN20047_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN20047_c0_g3
ser_TRINITY_DN200489_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN200489_c0_g1
ser_TRINITY_DN20053_c0_g2,Eukaryota,2,33,ser_TRINITY_DN20053_c0_g2
ser_TRINITY_DN2005_c0_g1,Eukaryota,2,66,ser_TRINITY_DN2005_c0_g1
ser_TRINITY_DN200685_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN200685_c0_g1
ser_TRINITY_DN20069_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20069_c0_g1
ser_TRINITY_DN20069_c0_g2,cellular organisms,1,71,ser_TRINITY_DN20069_c0_g2
ser_TRINITY_DN2006_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2006_c0_g1
ser_TRINITY_DN2007_c0_g1,cellular organisms,1,100,ser_TRINITY_DN2007_c0_g1
ser_TRINITY_DN2007_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN2007_c0_g3
ser_TRINITY_DN20081_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20081_c0_g1
ser_TRINITY_DN2008_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN2008_c0_g1
ser_TRINITY_DN200970_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN200970_c0_g1
ser_TRINITY_DN20103_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20103_c0_g1
ser_TRINITY_DN20115_c0_g5,cellular organisms,1,100,ser_TRINITY_DN20115_c0_g5
ser_TRINITY_DN20123_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20123_c0_g1
ser_TRINITY_DN2012_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2012_c0_g1
ser_TRINITY_DN20131_c0_g1,cellular organisms,1,42,ser_TRINITY_DN20131_c0_g1
ser_TRINITY_DN20135_c0_g1,Eukaryota,2,66,ser_TRINITY_DN20135_c0_g1
ser_TRINITY_DN2013_c0_g2,cellular organisms,1,100,ser_TRINITY_DN2013_c0_g2
ser_TRINITY_DN2014_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2014_c0_g1
ser_TRINITY_DN20151_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20151_c0_g1
ser_TRINITY_DN201578_c0_g1,cellular organisms,1,100,ser_TRINITY_DN201578_c0_g1
ser_TRINITY_DN2015_c0_g1,cellular organisms,1,71,ser_TRINITY_DN2015_c0_g1
ser_TRINITY_DN201656_c0_g1,cellular organisms,1,100,ser_TRINITY_DN201656_c0_g1
ser_TRINITY_DN20168_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20168_c0_g1
ser_TRINITY_DN2016_c1_g2,cellular organisms,1,100,ser_TRINITY_DN2016_c1_g2
ser_TRINITY_DN20192_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20192_c0_g1
ser_TRINITY_DN2019_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN2019_c0_g1
ser_TRINITY_DN201_c1_g1,Phaeophyceae,7,100,ser_TRINITY_DN201_c1_g1
ser_TRINITY_DN20201_c0_g1,Eukaryota,2,66,ser_TRINITY_DN20201_c0_g1
ser_TRINITY_DN20204_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20204_c0_g1
ser_TRINITY_DN202082_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN202082_c0_g1
ser_TRINITY_DN20209_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20209_c0_g1
ser_TRINITY_DN2020_c0_g1,cellular organisms,1,85,ser_TRINITY_DN2020_c0_g1
ser_TRINITY_DN2020_c0_g2,Eukaryota,2,50,ser_TRINITY_DN2020_c0_g2
ser_TRINITY_DN2020_c0_g3,cellular organisms,1,85,ser_TRINITY_DN2020_c0_g3
ser_TRINITY_DN2020_c0_g4,Phaeophyceae,7,100,ser_TRINITY_DN2020_c0_g4
ser_TRINITY_DN20211_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20211_c0_g1
ser_TRINITY_DN20235_c0_g1,Ochrophyta,5,66,ser_TRINITY_DN20235_c0_g1
ser_TRINITY_DN2023_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN2023_c0_g1
ser_TRINITY_DN202434_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN202434_c0_g1
ser_TRINITY_DN20243_c0_g1,cellular organisms,1,85,ser_TRINITY_DN20243_c0_g1
ser_TRINITY_DN20254_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN20254_c1_g1
ser_TRINITY_DN2025_c0_g2,cellular organisms,1,100,ser_TRINITY_DN2025_c0_g2
ser_TRINITY_DN20262_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20262_c0_g1
ser_TRINITY_DN20275_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20275_c0_g1
ser_TRINITY_DN20276_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20276_c0_g1
ser_TRINITY_DN20277_c0_g1,cellular organisms,1,42,ser_TRINITY_DN20277_c0_g1
ser_TRINITY_DN20277_c2_g1,Fucus serratus,8,100,ser_TRINITY_DN20277_c2_g1
ser_TRINITY_DN20279_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20279_c0_g1
ser_TRINITY_DN2027_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2027_c0_g1
ser_TRINITY_DN20280_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20280_c0_g1
ser_TRINITY_DN20282_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20282_c0_g1
ser_TRINITY_DN20286_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20286_c0_g1
ser_TRINITY_DN20291_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20291_c0_g1
ser_TRINITY_DN20291_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN20291_c0_g2
ser_TRINITY_DN20295_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20295_c0_g1
ser_TRINITY_DN20299_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20299_c0_g1
ser_TRINITY_DN2029_c0_g1,cellular organisms,1,85,ser_TRINITY_DN2029_c0_g1
ser_TRINITY_DN202_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN202_c0_g1
ser_TRINITY_DN20300_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20300_c0_g1
ser_TRINITY_DN20304_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20304_c0_g1
ser_TRINITY_DN20305_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN20305_c0_g2
ser_TRINITY_DN20306_c0_g2,cellular organisms,1,100,ser_TRINITY_DN20306_c0_g2
ser_TRINITY_DN2030_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2030_c0_g1
ser_TRINITY_DN2030_c0_g2,cellular organisms,1,100,ser_TRINITY_DN2030_c0_g2
ser_TRINITY_DN20313_c0_g2,Ochrophyta,5,100,ser_TRINITY_DN20313_c0_g2
ser_TRINITY_DN20314_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20314_c0_g1
ser_TRINITY_DN20315_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20315_c0_g1
ser_TRINITY_DN20319_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20319_c0_g1
ser_TRINITY_DN20319_c0_g4,cellular organisms,1,85,ser_TRINITY_DN20319_c0_g4
ser_TRINITY_DN20320_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20320_c0_g1
ser_TRINITY_DN20323_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20323_c0_g1
ser_TRINITY_DN20323_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN20323_c0_g2
ser_TRINITY_DN20323_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN20323_c0_g3
ser_TRINITY_DN20324_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20324_c0_g1
ser_TRINITY_DN20328_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20328_c0_g1
ser_TRINITY_DN20329_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20329_c0_g1
ser_TRINITY_DN2033_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2033_c0_g1
ser_TRINITY_DN20346_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN20346_c0_g2
ser_TRINITY_DN20358_c0_g1,Eukaryota,2,50,ser_TRINITY_DN20358_c0_g1
ser_TRINITY_DN20359_c1_g1,Phaeophyceae,7,100,ser_TRINITY_DN20359_c1_g1
ser_TRINITY_DN20373_c0_g1,Ochrophyta,5,66,ser_TRINITY_DN20373_c0_g1
ser_TRINITY_DN20374_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20374_c0_g1
ser_TRINITY_DN2037_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2037_c0_g1
ser_TRINITY_DN20383_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20383_c0_g1
ser_TRINITY_DN20385_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20385_c0_g1
ser_TRINITY_DN20387_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN20387_c0_g4
ser_TRINITY_DN203883_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN203883_c0_g1
ser_TRINITY_DN2038_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2038_c0_g1
ser_TRINITY_DN20391_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20391_c0_g1
ser_TRINITY_DN20392_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20392_c0_g1
ser_TRINITY_DN20393_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20393_c0_g1
ser_TRINITY_DN20393_c0_g2,cellular organisms,1,71,ser_TRINITY_DN20393_c0_g2
ser_TRINITY_DN20394_c0_g1,PX clade,6,100,ser_TRINITY_DN20394_c0_g1
ser_TRINITY_DN20398_c0_g1,cellular organisms,1,42,ser_TRINITY_DN20398_c0_g1
ser_TRINITY_DN20399_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20399_c0_g1
ser_TRINITY_DN20403_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20403_c0_g1
ser_TRINITY_DN204072_c0_g1,PX clade,6,100,ser_TRINITY_DN204072_c0_g1
ser_TRINITY_DN20411_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20411_c0_g1
ser_TRINITY_DN2041_c0_g2,cellular organisms,1,100,ser_TRINITY_DN2041_c0_g2
ser_TRINITY_DN20422_c0_g1,cellular organisms,1,71,ser_TRINITY_DN20422_c0_g1
ser_TRINITY_DN204231_c0_g1,cellular organisms,1,100,ser_TRINITY_DN204231_c0_g1
ser_TRINITY_DN2042_c0_g1,cellular organisms,1,100,ser_TRINITY_DN2042_c0_g1
ser_TRINITY_DN2043_c0_g1,cellular organisms,1,100,ser_TRINITY_DN2043_c0_g1
ser_TRINITY_DN2044_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2044_c0_g1
ser_TRINITY_DN20452_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20452_c0_g1
ser_TRINITY_DN20452_c0_g3,cellular organisms,1,100,ser_TRINITY_DN20452_c0_g3
ser_TRINITY_DN20467_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20467_c0_g1
ser_TRINITY_DN20478_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20478_c0_g1
ser_TRINITY_DN20478_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN20478_c0_g2
ser_TRINITY_DN20478_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN20478_c0_g4
ser_TRINITY_DN20485_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN20485_c0_g3
ser_TRINITY_DN2048_c1_g2,PX clade,6,100,ser_TRINITY_DN2048_c1_g2
ser_TRINITY_DN2048_c1_g5,Eukaryota,2,33,ser_TRINITY_DN2048_c1_g5
ser_TRINITY_DN2049_c0_g1,cellular organisms,1,71,ser_TRINITY_DN2049_c0_g1
ser_TRINITY_DN204_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN204_c0_g1
ser_TRINITY_DN20500_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20500_c0_g1
ser_TRINITY_DN20506_c0_g2,cellular organisms,1,85,ser_TRINITY_DN20506_c0_g2
ser_TRINITY_DN20508_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20508_c0_g1
ser_TRINITY_DN20513_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20513_c0_g1
ser_TRINITY_DN2051_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2051_c0_g1
ser_TRINITY_DN2051_c1_g1,Eukaryota,2,50,ser_TRINITY_DN2051_c1_g1
ser_TRINITY_DN20530_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20530_c0_g1
ser_TRINITY_DN20531_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20531_c0_g1
ser_TRINITY_DN2053_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN2053_c0_g1
ser_TRINITY_DN20547_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20547_c0_g1
ser_TRINITY_DN2054_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2054_c0_g1
ser_TRINITY_DN20558_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20558_c0_g1
ser_TRINITY_DN20564_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20564_c0_g1
ser_TRINITY_DN20566_c0_g1,cellular organisms,1,85,ser_TRINITY_DN20566_c0_g1
ser_TRINITY_DN20568_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20568_c0_g1
ser_TRINITY_DN2056_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2056_c0_g1
ser_TRINITY_DN2056_c0_g3,cellular organisms,1,85,ser_TRINITY_DN2056_c0_g3
ser_TRINITY_DN2056_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN2056_c0_g4
ser_TRINITY_DN20572_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20572_c0_g1
ser_TRINITY_DN20574_c0_g2,Ochrophyta,5,66,ser_TRINITY_DN20574_c0_g2
ser_TRINITY_DN20582_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20582_c0_g1
ser_TRINITY_DN20583_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN20583_c0_g2
ser_TRINITY_DN20584_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20584_c0_g1
ser_TRINITY_DN20585_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20585_c0_g1
ser_TRINITY_DN20588_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20588_c0_g1
ser_TRINITY_DN2058_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2058_c0_g1
ser_TRINITY_DN20592_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20592_c0_g1
ser_TRINITY_DN20592_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN20592_c0_g2
ser_TRINITY_DN20594_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20594_c0_g1
ser_TRINITY_DN20598_c2_g1,Fucus serratus,8,100,ser_TRINITY_DN20598_c2_g1
ser_TRINITY_DN20598_c2_g2,Fucus serratus,8,100,ser_TRINITY_DN20598_c2_g2
ser_TRINITY_DN2059_c0_g1,cellular organisms,1,100,ser_TRINITY_DN2059_c0_g1
ser_TRINITY_DN205_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN205_c0_g1
ser_TRINITY_DN206016_c0_g1,cellular organisms,1,42,ser_TRINITY_DN206016_c0_g1
ser_TRINITY_DN206033_c0_g1,cellular organisms,1,100,ser_TRINITY_DN206033_c0_g1
ser_TRINITY_DN2060_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN2060_c0_g1
ser_TRINITY_DN20617_c0_g3,Eukaryota,2,66,ser_TRINITY_DN20617_c0_g3
ser_TRINITY_DN2062_c0_g1,cellular organisms,1,100,ser_TRINITY_DN2062_c0_g1
ser_TRINITY_DN2062_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN2062_c0_g2
ser_TRINITY_DN20639_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20639_c0_g1
ser_TRINITY_DN20640_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20640_c0_g1
ser_TRINITY_DN20643_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20643_c0_g1
ser_TRINITY_DN20646_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20646_c0_g1
ser_TRINITY_DN2064_c0_g1,cellular organisms,1,100,ser_TRINITY_DN2064_c0_g1
ser_TRINITY_DN20651_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20651_c0_g1
ser_TRINITY_DN20655_c0_g1,cellular organisms,1,100,ser_TRINITY_DN20655_c0_g1
ser_TRINITY_DN2065_c0_g1,Ochrophyta,5,66,ser_TRINITY_DN2065_c0_g1
ser_TRINITY_DN2065_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN2065_c0_g2
ser_TRINITY_DN2065_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN2065_c0_g4
ser_TRINITY_DN20666_c0_g1,Eukaryota,2,100,ser_TRINITY_DN20666_c0_g1
ser_TRINITY_DN20666_c0_g2,Eukaryota,2,83,ser_TRINITY_DN20666_c0_g2
ser_TRINITY_DN20667_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN20667_c0_g1
ser_TRINITY_DN20693_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20693_c0_g1
ser_TRINITY_DN20708_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN20708_c0_g1
ser_TRINITY_DN2070_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN2070_c0_g2
ser_TRINITY_DN2071_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN2071_c0_g1
ser_TRINITY_DN20720_c0_g1,Eukaryota,2,66,ser_TRINITY_DN20720_c0_g1
ser_TRINITY_DN20722_c0_g1,Eukaryota,2,50,ser_TRINITY_DN20722_c0_g1
