GeneID,phylostratum,rank,taxonomic_representativeness
Ec-01_002250.1,cellular organisms,1,90
Ec-01_002260.1,Eukaryota,2,66
Ec-01_002270.1,Phaeophyceae,7,100
Ec-01_002280.1,Phaeophyceae,7,100
Ec-01_002290.1,cellular organisms,1,100
Ec-01_002300.1,cellular organisms,1,100
Ec-01_002310.1,cellular organisms,1,100
Ec-01_002320.1,Phaeophyceae,7,100
Ec-01_002330.1,cellular organisms,1,90
Ec-01_002340.1,cellular organisms,1,60
Ec-01_002350.3,cellular organisms,1,100
Ec-01_002360.1,cellular organisms,1,80
Ec-01_002370.1,cellular organisms,1,100
Ec-01_002380.1,cellular organisms,1,100
Ec-01_002390.1,Phaeophyceae,7,100
Ec-01_002400.1,Eukaryota,2,88
Ec-01_002410.1,cellular organisms,1,90
Ec-01_002420.1,cellular organisms,1,100
Ec-01_002430.1,cellular organisms,1,60
Ec-01_002440.1,Sar,3,75
Ec-01_002445.1,Phaeophyceae,7,100
Ec-01_002450.1,cellular organisms,1,60
Ec-01_002460.1,cellular organisms,1,100
Ec-01_002470.1,Phaeophyceae,7,100
Ec-01_002490.1,Ectocarpus siliculosus,11,100
Ec-01_002500.1,cellular organisms,1,70
Ec-01_002510.1,Ectocarpus siliculosus,11,100
Ec-01_002520.1,cellular organisms,1,100
Ec-01_002530.1,cellular organisms,1,100
Ec-01_002540.1,cellular organisms,1,100
Ec-01_002550.1,Phaeophyceae,7,100
Ec-01_002570.1,Stramenopiles,4,85
Ec-01_002580.1,Eukaryota,2,77
Ec-01_002600.1,cellular organisms,1,90
Ec-01_002610.1,Eukaryota,2,88
Ec-01_002620.1,Phaeophyceae,7,75
Ec-01_002630.1,cellular organisms,1,100
Ec-01_002640.1,Ectocarpales,9,100
Ec-01_002650.1,cellular organisms,1,100
Ec-01_002660.1,Phaeophyceae,7,100
Ec-01_002670.1,Phaeophyceae,7,100
Ec-01_002680.1,Phaeophyceae,7,100
Ec-01_002690.1,PX clade,6,100
Ec-01_002700.1,PX clade,6,80
Ec-01_002710.1,cellular organisms,1,100
Ec-01_002720.1,cellular organisms,1,100
Ec-01_002730.1,Ochrophyta,5,83
Ec-01_002740.1,Phaeophyceae,7,100
Ec-01_002750.1,Eukaryota,2,88
Ec-01_002770.1,cellular organisms,1,100
Ec-01_002780.1,cellular organisms,1,100
Ec-01_002790.1,Eukaryota,2,77
Ec-01_002800.1,cellular organisms,1,90
Ec-01_002810.1,cellular organisms,1,100
Ec-01_002820.1,cellular organisms,1,100
Ec-01_002830.1,cellular organisms,1,50
Ec-01_002840.1,cellular organisms,1,90
Ec-01_002850.1,Ectocarpus siliculosus,11,100
Ec-01_002870.1,Ectocarpus siliculosus,11,100
Ec-01_002880.1,cellular organisms,1,100
Ec-01_002890.1,Eukaryota,2,100
Ec-01_002900.1,cellular organisms,1,100
Ec-01_002910.1,ALE clade,8,100
Ec-01_002920.1,Phaeophyceae,7,100
Ec-01_002930.1,Phaeophyceae,7,75
Ec-01_002940.1,PX clade,6,100
Ec-01_002950.1,cellular organisms,1,70
Ec-01_002960.1,cellular organisms,1,80
Ec-01_002970.1,cellular organisms,1,80
Ec-01_002980.1,cellular organisms,1,100
Ec-01_002990.1,cellular organisms,1,100
Ec-01_003000.1,Ectocarpus siliculosus,11,100
Ec-01_003010.1,cellular organisms,1,70
Ec-01_003020.1,Ectocarpus siliculosus,11,100
Ec-01_003040.1,cellular organisms,1,100
Ec-01_003050.1,cellular organisms,1,70
Ec-01_003060.1,Sar,3,75
Ec-01_003080.1,cellular organisms,1,60
Ec-01_003090.1,Ectocarpus siliculosus,11,100
Ec-01_003100.2,Eukaryota,2,100
Ec-01_003110.3,Eukaryota,2,100
Ec-01_003120.1,cellular organisms,1,100
Ec-01_003130.1,cellular organisms,1,100
Ec-01_003140.1,Ectocarpus siliculosus,11,100
Ec-01_003150.1,cellular organisms,1,80
Ec-01_003160.1,Eukaryota,2,66
Ec-01_003170.1,cellular organisms,1,90
Ec-01_003180.1,cellular organisms,1,70
Ec-01_003190.1,cellular organisms,1,100
Ec-01_003210.1,cellular organisms,1,100
Ec-01_003220.1,PX clade,6,100
Ec-01_003230.2,Ectocarpus siliculosus,11,100
Ec-01_003240.1,cellular organisms,1,100
Ec-01_003250.1,cellular organisms,1,100
Ec-01_003260.1,cellular organisms,1,100
Ec-01_003290.1,cellular organisms,1,100
Ec-01_003300.1,cellular organisms,1,80
Ec-01_003310.1,Eukaryota,2,77
Ec-01_003320.1,cellular organisms,1,80
Ec-01_003330.1,Phaeophyceae,7,100
Ec-01_003340.1,PX clade,6,80
Ec-01_003350.1,cellular organisms,1,100
Ec-01_003370.1,cellular organisms,1,100
Ec-01_003380.1,cellular organisms,1,100
Ec-01_003390.1,cellular organisms,1,100
Ec-01_003400.1,Stramenopiles,4,85
Ec-01_003410.1,cellular organisms,1,100
Ec-01_003420.1,cellular organisms,1,100
Ec-01_003430.1,Ectocarpus siliculosus,11,100
Ec-01_003440.1,ALE clade,8,100
Ec-01_003460.1,Ectocarpus siliculosus,11,100
Ec-01_003470.1,cellular organisms,1,100
Ec-01_003490.1,cellular organisms,1,100
Ec-01_003500.2,cellular organisms,1,100
Ec-01_003510.1,cellular organisms,1,100
Ec-01_003520.1,Eukaryota,2,88
Ec-01_003540.1,cellular organisms,1,100
Ec-01_003550.1,cellular organisms,1,100
Ec-01_003560.1,cellular organisms,1,80
Ec-01_003570.1,cellular organisms,1,100
Ec-01_003590.1,cellular organisms,1,100
Ec-01_003600.1,PX clade,6,100
Ec-01_003610.2,Phaeophyceae,7,100
Ec-01_003620.1,cellular organisms,1,90
Ec-01_003630.1,cellular organisms,1,100
Ec-01_003640.1,cellular organisms,1,100
Ec-01_003650.1,PX clade,6,100
Ec-01_003660.1,cellular organisms,1,100
Ec-01_003670.1,cellular organisms,1,100
Ec-01_003680.1,cellular organisms,1,100
Ec-01_003690.2,cellular organisms,1,100
Ec-01_003700.1,cellular organisms,1,90
Ec-01_003710.1,ALE clade,8,66
Ec-01_003720.2,Ectocarpus siliculosus,11,100
Ec-01_003730.1,cellular organisms,1,70
Ec-01_003740.1,Phaeophyceae,7,100
Ec-01_003750.1,Phaeophyceae,7,100
Ec-01_003760.1,cellular organisms,1,90
Ec-01_003770.1,PX clade,6,100
Ec-01_003780.1,cellular organisms,1,100
Ec-01_003790.1,cellular organisms,1,100
Ec-01_003800.1,cellular organisms,1,100
Ec-01_003810.1,PX clade,6,60
Ec-01_003820.1,cellular organisms,1,90
Ec-01_003830.1,Phaeophyceae,7,100
Ec-01_003840.1,cellular organisms,1,100
Ec-01_003850.1,cellular organisms,1,100
Ec-01_003860.1,cellular organisms,1,80
Ec-01_003870.1,cellular organisms,1,100
Ec-01_003880.1,Eukaryota,2,77
Ec-01_003890.1,cellular organisms,1,100
Ec-01_003900.2,Ectocarpus siliculosus,11,100
Ec-01_003910.1,cellular organisms,1,100
Ec-01_003920.1,Eukaryota,2,88
Ec-01_003930.1,Phaeophyceae,7,100
Ec-01_003940.1,cellular organisms,1,100
Ec-01_003950.2,Ectocarpus siliculosus,11,100
Ec-01_003960.1,cellular organisms,1,90
Ec-01_003970.1,Phaeophyceae,7,100
Ec-01_003980.1,Ectocarpus siliculosus,11,100
Ec-01_003990.1,cellular organisms,1,90
Ec-01_004000.1,Phaeophyceae,7,100
Ec-01_004010.2,Ectocarpus siliculosus,11,100
Ec-01_004020.1,cellular organisms,1,100
Ec-01_004030.1,cellular organisms,1,100
Ec-01_004040.3,Eukaryota,2,44
Ec-01_004050.1,Phaeophyceae,7,100
Ec-01_004060.1,Phaeophyceae,7,100
Ec-01_004070.1,Ectocarpus siliculosus,11,100
Ec-01_004080.1,cellular organisms,1,100
Ec-01_004090.1,Phaeophyceae,7,100
Ec-01_004100.2,cellular organisms,1,100
Ec-01_004110.1,Phaeophyceae,7,100
Ec-01_004120.1,cellular organisms,1,100
Ec-01_004130.1,Phaeophyceae,7,100
Ec-01_004140.1,Phaeophyceae,7,100
Ec-01_004150.1,cellular organisms,1,100
Ec-01_004160.1,cellular organisms,1,100
Ec-01_004170.1,Eukaryota,2,66
Ec-01_004180.1,Eukaryota,2,33
Ec-01_004190.1,PX clade,6,100
Ec-01_004200.1,cellular organisms,1,100
Ec-01_004220.1,cellular organisms,1,80
Ec-01_004230.1,cellular organisms,1,100
Ec-01_004240.1,Phaeophyceae,7,100
Ec-01_004250.1,cellular organisms,1,100
Ec-01_004260.1,PX clade,6,100
Ec-01_004270.1,Eukaryota,2,100
Ec-01_004280.1,cellular organisms,1,100
Ec-01_004290.1,cellular organisms,1,100
Ec-01_004300.1,Stramenopiles,4,71
Ec-01_004310.1,cellular organisms,1,60
Ec-01_004320.1,cellular organisms,1,100
Ec-01_004330.1,cellular organisms,1,100
Ec-01_004340.2,Eukaryota,2,100
Ec-01_004350.1,cellular organisms,1,100
Ec-01_004370.1,Phaeophyceae,7,100
Ec-01_004380.1,cellular organisms,1,100
Ec-01_004390.1,cellular organisms,1,100
Ec-01_004400.2,Ectocarpus siliculosus,11,100
Ec-01_004410.1,cellular organisms,1,100
Ec-01_004420.1,Stramenopiles,4,85
Ec-01_004430.1,cellular organisms,1,100
Ec-01_004440.1,Eukaryota,2,66
Ec-01_004460.1,cellular organisms,1,80
Ec-01_004470.2,Ectocarpus siliculosus,11,100
Ec-01_004480.1,cellular organisms,1,90
Ec-01_004490.1,Ochrophyta,5,83
Ec-01_004500.1,cellular organisms,1,80
Ec-01_004510.1,Phaeophyceae,7,100
Ec-01_004520.1,cellular organisms,1,100
Ec-01_004530.1,cellular organisms,1,100
Ec-01_004540.1,cellular organisms,1,90
Ec-01_004550.1,cellular organisms,1,70
Ec-01_004560.1,Eukaryota,2,66
Ec-01_004570.2,Ectocarpus siliculosus,11,100
Ec-01_004580.1,Stramenopiles,4,85
Ec-01_004600.1,cellular organisms,1,100
Ec-01_004610.1,PX clade,6,100
Ec-01_004620.1,cellular organisms,1,40
Ec-01_004630.1,cellular organisms,1,80
Ec-01_004640.1,cellular organisms,1,100
Ec-01_004650.1,cellular organisms,1,100
Ec-01_004660.1,cellular organisms,1,100
Ec-01_004670.1,Eukaryota,2,88
Ec-01_004680.1,Eukaryota,2,66
Ec-01_004690.1,cellular organisms,1,100
Ec-01_004700.1,ALE clade,8,100
Ec-01_004710.1,cellular organisms,1,90
Ec-01_004720.1,cellular organisms,1,100
Ec-01_004730.1,cellular organisms,1,100
Ec-01_004740.2,Stramenopiles,4,71
Ec-01_004750.2,Possible contamination or HGT,NA,22
Ec-01_004760.1,cellular organisms,1,100
Ec-01_004770.1,Ectocarpus siliculosus,11,100
Ec-01_004780.1,cellular organisms,1,100
Ec-01_004790.2,Ectocarpus siliculosus,11,100
Ec-01_004800.1,cellular organisms,1,90
Ec-01_004810.2,Ectocarpus siliculosus,11,100
Ec-01_004820.1,Ochrophyta,5,100
Ec-01_004830.1,Eukaryota,2,88
Ec-01_004840.1,Phaeophyceae,7,100
Ec-01_004850.1,Ectocarpales,9,100
Ec-01_004860.1,cellular organisms,1,100
Ec-01_004870.1,Eukaryota,2,66
Ec-01_004880.1,cellular organisms,1,90
Ec-01_004890.1,Eukaryota,2,88
Ec-01_004900.1,Eukaryota,2,55
Ec-01_004910.1,cellular organisms,1,90
Ec-01_004920.1,cellular organisms,1,100
Ec-01_004930.1,Eukaryota,2,88
Ec-01_004940.1,cellular organisms,1,100
Ec-01_004950.1,Phaeophyceae,7,75
Ec-01_004960.2,cellular organisms,1,80
Ec-01_004980.1,cellular organisms,1,100
Ec-01_004990.1,Eukaryota,2,66
Ec-01_005000.1,cellular organisms,1,100
Ec-01_005010.1,PX clade,6,100
Ec-01_005020.1,Stramenopiles,4,85
Ec-01_005030.1,cellular organisms,1,100
Ec-01_005040.1,Eukaryota,2,88
Ec-01_005050.1,PX clade,6,100
Ec-01_005060.1,cellular organisms,1,80
Ec-01_005070.1,Ochrophyta,5,100
Ec-01_005080.1,cellular organisms,1,100
Ec-01_005090.1,cellular organisms,1,50
Ec-01_005100.1,cellular organisms,1,100
Ec-01_005110.1,cellular organisms,1,100
Ec-01_005120.1,Phaeophyceae,7,75
Ec-01_005130.1,cellular organisms,1,100
Ec-01_005140.1,cellular organisms,1,90
Ec-01_005150.1,Eukaryota,2,77
Ec-01_005160.1,Phaeophyceae,7,100
Ec-01_005170.2,Ectocarpus siliculosus,11,100
Ec-01_005180.2,Phaeophyceae,7,100
Ec-01_005190.1,cellular organisms,1,100
Ec-01_005200.1,cellular organisms,1,100
Ec-01_005210.1,ALE clade,8,66
Ec-01_005220.1,cellular organisms,1,100
Ec-01_005230.1,ALE clade,8,100
Ec-01_005240.1,Stramenopiles,4,71
Ec-01_005250.1,cellular organisms,1,100
Ec-01_005260.1,cellular organisms,1,70
Ec-01_005270.1,cellular organisms,1,50
Ec-01_005280.1,cellular organisms,1,100
Ec-01_005290.1,cellular organisms,1,60
Ec-01_005300.1,cellular organisms,1,90
Ec-01_005310.1,PX clade,6,100
Ec-01_005320.1,cellular organisms,1,100
Ec-01_005330.1,Ectocarpus siliculosus,11,100
Ec-01_005340.1,cellular organisms,1,100
Ec-01_005350.1,cellular organisms,1,70
Ec-01_005360.1,cellular organisms,1,100
Ec-01_005370.1,Ectocarpus siliculosus,11,100
Ec-01_005380.1,cellular organisms,1,100
Ec-01_005390.1,cellular organisms,1,100
Ec-01_005400.1,PX clade,6,100
Ec-01_005410.2,Ectocarpus siliculosus,11,100
Ec-01_005420.1,cellular organisms,1,90
Ec-01_005430.1,cellular organisms,1,100
Ec-01_005440.1,cellular organisms,1,100
Ec-01_005450.1,cellular organisms,1,100
Ec-01_005460.1,cellular organisms,1,70
Ec-01_005470.1,cellular organisms,1,100
Ec-01_005480.1,cellular organisms,1,100
Ec-01_005490.1,cellular organisms,1,100
Ec-01_005500.1,cellular organisms,1,100
Ec-01_005510.1,cellular organisms,1,100
Ec-01_005520.1,Stramenopiles,4,100
Ec-01_005530.1,Eukaryota,2,88
Ec-01_005540.1,Phaeophyceae,7,100
Ec-01_005550.1,cellular organisms,1,100
Ec-01_005560.1,cellular organisms,1,100
Ec-01_005570.1,cellular organisms,1,90
Ec-01_005580.1,cellular organisms,1,100
Ec-01_005590.1,PX clade,6,100
Ec-01_005600.1,cellular organisms,1,100
Ec-01_005610.1,cellular organisms,1,100
Ec-01_005620.1,Eukaryota,2,100
Ec-01_005630.2,cellular organisms,1,90
Ec-01_005640.1,Eukaryota,2,66
Ec-01_005650.1,Ochrophyta,5,100
Ec-01_005660.1,cellular organisms,1,90
Ec-01_005670.1,Eukaryota,2,77
Ec-01_005680.1,Ectocarpus siliculosus,11,100
Ec-01_005690.1,Ectocarpus siliculosus,11,100
Ec-01_005700.1,cellular organisms,1,90
Ec-01_005705.1,PX clade,6,100
Ec-01_005710.1,cellular organisms,1,100
Ec-01_005720.2,cellular organisms,1,100
Ec-01_005730.1,Ectocarpales,9,100
Ec-01_005740.1,cellular organisms,1,100
Ec-01_005750.1,cellular organisms,1,100
Ec-01_005760.1,cellular organisms,1,90
Ec-01_005770.1,PX clade,6,100
Ec-01_005780.1,Ectocarpus,10,100
Ec-01_005790.1,cellular organisms,1,100
Ec-01_005800.1,Phaeophyceae,7,100
Ec-01_005810.1,Phaeophyceae,7,100
Ec-01_005830.1,Eukaryota,2,88
Ec-01_005840.1,cellular organisms,1,100
Ec-01_005850.1,Ectocarpus,10,100
Ec-01_005860.1,cellular organisms,1,80
Ec-01_005870.2,Ectocarpus siliculosus,11,100
Ec-01_005880.1,Phaeophyceae,7,100
Ec-01_005890.1,Phaeophyceae,7,100
Ec-01_005900.1,Eukaryota,2,100
Ec-01_005910.1,ALE clade,8,66
Ec-01_005920.1,Eukaryota,2,100
Ec-01_005930.1,Sar,3,87
Ec-01_005940.1,Phaeophyceae,7,100
Ec-01_005950.1,Ochrophyta,5,100
Ec-01_005960.1,Phaeophyceae,7,100
Ec-01_005970.1,cellular organisms,1,80
Ec-01_005980.1,cellular organisms,1,100
Ec-01_005990.1,cellular organisms,1,90
Ec-01_006000.1,cellular organisms,1,80
Ec-01_006010.1,Eukaryota,2,66
Ec-01_006020.1,Eukaryota,2,55
Ec-01_006030.2,Eukaryota,2,55
Ec-01_006040.1,cellular organisms,1,100
Ec-01_006050.1,cellular organisms,1,90
Ec-01_006060.2,cellular organisms,1,100
Ec-01_006070.1,cellular organisms,1,100
Ec-01_006080.1,cellular organisms,1,100
Ec-01_006090.1,Eukaryota,2,77
Ec-01_006100.1,ALE clade,8,33
Ec-01_006110.1,cellular organisms,1,100
Ec-01_006140.1,Sar,3,100
Ec-01_006150.2,Ectocarpus siliculosus,11,100
Ec-01_006160.1,cellular organisms,1,90
Ec-01_006170.1,cellular organisms,1,70
Ec-01_006180.1,Eukaryota,2,100
Ec-01_006190.1,cellular organisms,1,100
Ec-01_006200.1,cellular organisms,1,100
Ec-01_006220.1,Phaeophyceae,7,100
Ec-01_006230.1,Ectocarpus siliculosus,11,100
Ec-01_006240.1,Ectocarpus siliculosus,11,100
Ec-01_006250.1,cellular organisms,1,50
Ec-01_006260.1,Ectocarpus siliculosus,11,100
Ec-01_006270.1,cellular organisms,1,100
Ec-01_006280.3,cellular organisms,1,80
Ec-01_006290.1,Eukaryota,2,88
Ec-01_006300.1,cellular organisms,1,100
Ec-01_006310.1,Phaeophyceae,7,100
Ec-01_006320.1,cellular organisms,1,100
Ec-01_006330.1,cellular organisms,1,100
Ec-01_006340.1,Stramenopiles,4,42
Ec-01_006350.1,cellular organisms,1,100
Ec-01_006360.1,PX clade,6,100
Ec-01_006370.1,Eukaryota,2,100
Ec-01_006380.1,cellular organisms,1,100
Ec-01_006390.1,Sar,3,87
Ec-01_006400.1,cellular organisms,1,100
Ec-01_006410.1,cellular organisms,1,100
Ec-01_006420.1,Stramenopiles,4,100
Ec-01_006425.1,Eukaryota,2,88
Ec-01_006430.1,cellular organisms,1,90
Ec-01_006440.1,cellular organisms,1,100
Ec-01_006460.1,cellular organisms,1,100
Ec-01_006470.1,cellular organisms,1,100
Ec-01_006480.1,cellular organisms,1,90
Ec-01_006490.1,Possible contamination or HGT,NA,30
Ec-01_006500.1,Eukaryota,2,88
Ec-01_006510.1,Phaeophyceae,7,100
Ec-01_006520.1,Phaeophyceae,7,75
Ec-01_006530.1,Eukaryota,2,88
Ec-01_006540.1,Eukaryota,2,88
Ec-01_006550.3,Phaeophyceae,7,75
Ec-01_006560.1,Eukaryota,2,66
Ec-01_006570.1,cellular organisms,1,50
Ec-01_006580.1,cellular organisms,1,90
Ec-01_006590.1,cellular organisms,1,100
Ec-01_006600.2,cellular organisms,1,70
Ec-01_006610.1,Phaeophyceae,7,100
Ec-01_006620.1,cellular organisms,1,80
Ec-01_006630.1,cellular organisms,1,100
Ec-01_006640.1,cellular organisms,1,100
Ec-01_006650.1,cellular organisms,1,90
Ec-01_006660.1,Phaeophyceae,7,100
Ec-01_006670.1,cellular organisms,1,100
Ec-01_006680.1,Eukaryota,2,77
Ec-01_006690.1,Ectocarpus,10,100
Ec-01_006700.1,cellular organisms,1,100
Ec-01_006710.1,cellular organisms,1,100
Ec-01_006720.1,cellular organisms,1,90
Ec-01_006730.1,cellular organisms,1,70
Ec-01_006740.1,cellular organisms,1,100
Ec-01_006760.1,Eukaryota,2,100
Ec-01_006770.1,cellular organisms,1,100
Ec-01_006780.1,Eukaryota,2,88
Ec-01_006790.1,Ectocarpus siliculosus,11,100
Ec-01_006800.1,cellular organisms,1,100
Ec-01_006810.1,Eukaryota,2,100
Ec-01_006820.1,cellular organisms,1,90
Ec-01_006830.2,Stramenopiles,4,71
Ec-01_006840.1,Eukaryota,2,66
Ec-01_006870.1,cellular organisms,1,100
Ec-01_006880.1,cellular organisms,1,100
Ec-01_006890.1,Ectocarpus siliculosus,11,100
Ec-01_006900.1,Ectocarpus siliculosus,11,100
Ec-01_006910.1,Phaeophyceae,7,50
Ec-01_006920.1,cellular organisms,1,70
Ec-01_006930.1,cellular organisms,1,100
Ec-01_006940.1,cellular organisms,1,100
Ec-01_006950.1,cellular organisms,1,90
Ec-01_006960.1,cellular organisms,1,100
Ec-01_006980.1,cellular organisms,1,100
Ec-01_006990.1,cellular organisms,1,100
Ec-01_007000.1,cellular organisms,1,100
Ec-01_007010.1,cellular organisms,1,100
Ec-01_007020.1,Phaeophyceae,7,100
Ec-01_007030.1,Phaeophyceae,7,100
Ec-01_007040.1,PX clade,6,40
Ec-01_007050.1,ALE clade,8,66
Ec-01_007060.1,cellular organisms,1,90
Ec-01_007070.1,Phaeophyceae,7,100
Ec-01_007080.1,cellular organisms,1,100
Ec-01_007090.1,Eukaryota,2,55
Ec-01_007100.1,cellular organisms,1,100
Ec-01_007110.1,Eukaryota,2,100
Ec-01_007120.1,cellular organisms,1,100
Ec-01_007130.1,cellular organisms,1,100
Ec-01_007140.1,cellular organisms,1,70
Ec-01_007150.1,Ochrophyta,5,100
Ec-01_007160.1,cellular organisms,1,100
Ec-01_007170.1,cellular organisms,1,90
Ec-01_007180.1,Eukaryota,2,55
Ec-01_007190.2,cellular organisms,1,90
Ec-01_007200.1,cellular organisms,1,100
Ec-01_007210.1,cellular organisms,1,100
Ec-01_007220.1,Eukaryota,2,77
Ec-01_007230.1,cellular organisms,1,90
Ec-01_007240.1,cellular organisms,1,90
Ec-01_007250.1,cellular organisms,1,100
Ec-01_007260.1,cellular organisms,1,100
Ec-01_007270.1,Eukaryota,2,88
Ec-01_007280.1,Phaeophyceae,7,100
Ec-01_007290.1,cellular organisms,1,100
Ec-01_007300.1,ALE clade,8,33
Ec-01_007310.1,Phaeophyceae,7,100
Ec-01_007320.1,Phaeophyceae,7,100
Ec-01_007330.1,Ectocarpus siliculosus,11,100
Ec-01_007340.1,Eukaryota,2,77
Ec-01_007350.1,cellular organisms,1,100
Ec-01_007370.1,cellular organisms,1,100
Ec-01_007380.1,Ochrophyta,5,100
Ec-01_007390.1,cellular organisms,1,90
Ec-01_007400.1,PX clade,6,100
Ec-01_007410.1,Ectocarpus siliculosus,11,100
Ec-01_007420.1,cellular organisms,1,100
Ec-01_007430.1,Phaeophyceae,7,75
Ec-01_007440.1,cellular organisms,1,90
Ec-01_007450.1,cellular organisms,1,90
Ec-01_007460.1,Phaeophyceae,7,100
Ec-01_007470.1,cellular organisms,1,100
Ec-01_007480.1,cellular organisms,1,100
Ec-01_007490.1,cellular organisms,1,100
Ec-01_007500.2,Phaeophyceae,7,100
Ec-01_007510.1,PX clade,6,60
Ec-01_007520.1,Phaeophyceae,7,100
Ec-01_007530.1,cellular organisms,1,100
Ec-01_007540.1,cellular organisms,1,90
Ec-01_007550.1,Stramenopiles,4,100
Ec-01_007560.1,cellular organisms,1,100
Ec-01_007570.1,cellular organisms,1,100
Ec-01_007580.1,cellular organisms,1,100
Ec-01_007590.1,cellular organisms,1,100
Ec-01_007600.1,cellular organisms,1,100
Ec-01_007610.1,Phaeophyceae,7,100
Ec-01_007620.1,cellular organisms,1,80
Ec-01_007630.1,cellular organisms,1,100
Ec-01_007640.1,cellular organisms,1,90
Ec-01_007650.1,cellular organisms,1,50
Ec-01_007660.1,Ochrophyta,5,100
Ec-01_007670.1,cellular organisms,1,100
Ec-01_007680.1,cellular organisms,1,100
Ec-01_007690.1,Phaeophyceae,7,100
Ec-01_007700.1,cellular organisms,1,100
Ec-01_007720.1,Phaeophyceae,7,100
Ec-01_007730.1,Ectocarpus siliculosus,11,100
Ec-01_007740.1,cellular organisms,1,60
Ec-01_007750.1,cellular organisms,1,100
Ec-01_007760.1,cellular organisms,1,100
Ec-01_007770.1,cellular organisms,1,80
Ec-01_007790.1,Phaeophyceae,7,50
Ec-01_007800.1,cellular organisms,1,100
Ec-01_007810.2,cellular organisms,1,80
Ec-01_007820.1,cellular organisms,1,100
Ec-01_007830.1,cellular organisms,1,100
Ec-01_007840.1,Phaeophyceae,7,100
Ec-01_007845.1,cellular organisms,1,100
Ec-01_007850.1,Phaeophyceae,7,100
Ec-01_007860.1,Eukaryota,2,77
Ec-01_007870.1,Eukaryota,2,88
Ec-01_007880.1,cellular organisms,1,90
Ec-01_007890.1,cellular organisms,1,100
Ec-01_007920.1,Eukaryota,2,100
Ec-01_007930.1,cellular organisms,1,90
Ec-01_007940.1,cellular organisms,1,100
Ec-01_007950.1,cellular organisms,1,100
Ec-01_007960.1,ALE clade,8,100
Ec-01_007980.1,cellular organisms,1,100
Ec-01_007990.1,cellular organisms,1,100
Ec-01_008000.1,Phaeophyceae,7,100
Ec-01_008010.1,cellular organisms,1,100
Ec-01_008020.1,cellular organisms,1,80
Ec-01_008030.1,cellular organisms,1,100
Ec-01_008040.1,cellular organisms,1,100
Ec-01_008050.3,cellular organisms,1,80
Ec-01_008060.2,Ectocarpus siliculosus,11,100
Ec-01_008070.1,cellular organisms,1,90
Ec-01_008080.1,cellular organisms,1,100
Ec-01_008100.1,cellular organisms,1,100
Ec-01_008110.2,cellular organisms,1,90
Ec-01_008120.1,cellular organisms,1,100
Ec-01_008130.1,PX clade,6,100
Ec-01_008140.1,cellular organisms,1,100
Ec-01_008150.1,Ectocarpus siliculosus,11,100
Ec-01_008160.2,PX clade,6,100
Ec-01_008170.1,Phaeophyceae,7,100
Ec-01_008180.1,cellular organisms,1,100
Ec-01_008190.1,PX clade,6,100
Ec-01_008200.1,cellular organisms,1,100
Ec-01_008210.1,cellular organisms,1,100
Ec-01_008220.1,cellular organisms,1,100
Ec-01_008230.1,cellular organisms,1,100
Ec-01_008240.1,cellular organisms,1,100
Ec-01_008250.1,Eukaryota,2,66
Ec-01_008260.1,cellular organisms,1,90
Ec-01_008270.1,cellular organisms,1,90
Ec-01_008280.1,cellular organisms,1,100
Ec-01_008300.1,Eukaryota,2,66
Ec-01_008310.1,Eukaryota,2,77
Ec-01_008320.1,Ectocarpus siliculosus,11,100
Ec-01_008330.1,Phaeophyceae,7,100
Ec-01_008340.1,cellular organisms,1,80
Ec-01_008350.1,cellular organisms,1,60
Ec-01_008360.1,cellular organisms,1,100
Ec-01_008370.1,cellular organisms,1,100
Ec-01_008380.1,cellular organisms,1,90
Ec-01_008390.1,Eukaryota,2,77
Ec-01_008400.1,cellular organisms,1,100
Ec-01_008410.1,cellular organisms,1,60
Ec-01_008420.1,cellular organisms,1,100
Ec-01_008430.1,cellular organisms,1,90
Ec-01_008440.1,cellular organisms,1,100
Ec-01_008450.1,cellular organisms,1,100
Ec-01_008470.1,Phaeophyceae,7,100
Ec-01_008480.1,cellular organisms,1,100
Ec-01_008500.1,ALE clade,8,66
Ec-01_008510.1,cellular organisms,1,80
Ec-01_008520.1,cellular organisms,1,100
Ec-01_008530.1,Ectocarpus siliculosus,11,100
Ec-01_008540.1,ALE clade,8,33
Ec-01_008550.1,cellular organisms,1,90
Ec-01_008560.1,cellular organisms,1,90
Ec-01_008570.1,cellular organisms,1,100
Ec-01_008580.1,cellular organisms,1,90
Ec-01_008590.1,cellular organisms,1,100
Ec-01_008600.1,Ectocarpus siliculosus,11,100
Ec-01_008610.1,cellular organisms,1,100
Ec-01_008620.2,cellular organisms,1,100
Ec-01_008630.1,cellular organisms,1,100
Ec-01_008640.1,cellular organisms,1,100
Ec-01_008650.1,cellular organisms,1,100
Ec-01_008660.1,cellular organisms,1,70
Ec-01_008670.1,cellular organisms,1,90
Ec-01_008680.1,Phaeophyceae,7,75
Ec-01_008690.1,cellular organisms,1,100
Ec-01_008710.1,Phaeophyceae,7,75
Ec-01_008720.1,Ectocarpales,9,100
Ec-01_008730.1,Eukaryota,2,77
Ec-01_008740.1,Phaeophyceae,7,100
Ec-01_008750.1,cellular organisms,1,100
Ec-01_008760.1,Eukaryota,2,100
Ec-01_008770.1,Ectocarpus siliculosus,11,100
