GeneID,subject_id,dN,dS,dNdS,DS,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Ec-01_010170.1,EsuBft1500_4a-00001,0.05554,0.0987,0.5627,10,87799,1360,1549,164,10,25,1406,9077,10,1544,1562,98,98,168,1705,1721,0,2258,5851
Ec-01_010200.1,EsuBft1500_5a-00001,0.1442,0.2028,0.711,10,77846,253,325,66,3,6,259,7969,23,343,389,83,83,52,374,377,1.44e-137,402,1032
Ec-01_010230.1,EsuBft652_14a-00001,0.03672,0.08135,0.4515,8,87435,835,955,66,3,54,861,9016,1,918,918,100,100,1,938,938,0,1367,3538
Ec-01_010250.1,EsuBft652_9a-00001,0.05314,0.1068,0.4978,9,90217,166,184,16,2,2,173,9402,1,182,510,65,36,1,184,445,5.91e-83,269,687
Ec-01_010260.1,EsuBft652_8a-00001,0.05275,0.1287,0.4097,8,74349,1200,1614,173,14,241,1239,7677,11,1571,2672,93,58,1,1426,2336,0,1857,4810
Ec-01_010270.1,EsuBft652_5a-00001,0.03769,0.1149,0.3279,6,91767,535,583,44,1,4,547,9383,1,579,587,99,99,1,583,584,0,1006,2602
Ec-01_010330.1,EsuBft1051_3a-00001,0.0465,0.1232,0.3773,7,87796,705,803,83,5,15,732,9116,1,802,804,99,99,1,789,791,0,1018,2633
Ec-01_010350.1,EsuBft1051_5a-00001,0.02309,0.05123,0.4507,8,97059,99,102,3,0,0,99,9706,221,322,322,32,32,93,194,194,1.4800000000000002e-51,173,439
Ec-01_010360.1,EsuBft1051_6a-00001,0.1667,0.3295,0.506,9,93333,28,30,2,0,0,30,100,1,30,46,65,65,1,30,88,2.6300000000000004e-13,624,150
Ec-01_010410.1,EsuBft760_3a-00001,0.0138,0.1557,0.08863,1,92661,303,327,22,2,2,311,9511,1,325,325,100,100,127,453,453,0,540,1392
Ec-01_010420.1,EsuBft760_4a-00001,0.004965,0.09383,0.05291,1,9901,100,101,1,0,0,100,9901,84,184,184,55,55,1,101,101,5.78e-69,209,532
Ec-01_010440.1,EsuBft760_8a-00001,0.06322,0.1132,0.5585,9,81772,323,395,62,6,10,343,8684,1,390,412,95,95,1,390,413,5.29e-134,395,1014
Ec-01_010450.1,EsuBft760_9a-00001,0.01958,0.1559,0.1256,2,75728,234,309,10,3,65,236,7638,205,470,496,54,54,1,287,291,5.39e-153,442,1136
Ec-01_010460.1,EsuBft760_11a-00001,0.01931,0.1248,0.1547,2,97403,525,539,14,0,0,529,9814,1,539,610,88,88,1,539,550,0,1069,2765
Ec-01_010480.1,EsuBft83_3a-00001,0.0681,0.1295,0.5258,9,84433,678,803,74,4,51,703,8755,36,791,791,96,96,93,891,891,0,1192,3085
Ec-01_010510.1,EsuBft83_5a-00001,0.02769,0.08828,0.3136,6,88235,435,493,43,3,15,442,8966,1,493,493,100,100,1,478,478,0,672,1733
Ec-01_010520.1,EsuBft83_6a-00001,0.01116,0.1116,0.1,1,97632,371,380,9,0,0,375,9868,1,380,380,100,100,1,380,380,0,773,1996
Ec-01_010530.1,EsuBft83_7a-00001,0.04428,0.07264,0.6095,10,89099,425,477,46,2,6,438,9182,459,932,932,51,51,1,474,474,0,735,1898
Ec-01_010535.1,EsuBft83_8a-00001,0.01792,0.0792,0.2262,4,93989,516,549,29,3,4,519,9454,1,548,548,100,100,2,547,547,0,898,2320
Ec-01_010570.1,EsuBft83_12a-00001,0.02288,0.09786,0.2338,4,91774,714,778,35,5,29,722,928,1,752,752,100,100,1,775,775,0,1360,3519
Ec-01_010590.1,EsuBft83_14a-00001,0.01851,0.1293,0.1431,2,96575,141,146,5,0,0,143,9795,1,146,146,100,100,1,146,146,1.0600000000000001e-99,286,733
Ec-01_010600.1,EsuBft83_15a-00001,0.006641,0.09676,0.06864,1,98208,603,614,9,1,2,611,9951,1,614,614,100,100,365,976,976,0,1252,3240
Ec-01_010620.1,EsuBft83_17a-00001,0.04291,0.1355,0.3168,6,89175,1005,1127,110,3,12,1040,9228,1,1116,1116,100,100,1,1126,1126,0,1929,4998
Ec-01_010650.1,EsuBft83_20a-00001,0.0205,0.1119,0.1832,3,89796,396,441,33,5,12,401,9093,1,433,433,100,100,1,437,437,3.8600000000000004e-171,491,1264
Ec-01_010710.1,EsuBft129_2a-00001,0.01712,0.08875,0.193,3,96748,238,246,8,0,0,242,9837,1,246,246,100,100,166,411,411,3.8e-168,472,1214
Ec-01_010730.1,EsuBft129_3a-00001,0.04608,0.05024,0.9173,10,93182,82,88,6,0,0,84,9545,241,328,328,27,27,1,88,88,6.699999999999999e-38,132,332
Ec-01_010750.1,EsuBft129_7a-00001,0.01374,0.017,0.8084,10,96947,127,131,4,0,0,130,9924,1,131,131,100,100,1,131,131,5.62e-93,268,686
Ec-01_010790.1,EsuBft129_10a-00001,0.03912,0.09193,0.4256,8,92519,371,401,30,0,0,382,9526,1,401,401,100,100,1,401,401,0,729,1882
Ec-01_010820.1,EsuBft129_13a-00001,0.04761,0.1629,0.2923,5,96524,361,374,10,1,3,364,9733,1,374,402,93,93,1,371,427,0,725,1871
Ec-01_010830.1,EsuBft129_14a-00001,0.009094,0.1232,0.07379,1,98104,207,211,3,1,1,208,9858,1,211,211,100,100,1,210,210,4.78e-150,419,1078
Ec-01_010840.1,EsuBft129_15a-00001,0.02218,0.1108,0.2002,3,95833,483,504,21,0,0,489,9702,1,504,504,100,100,1,504,504,0,981,2535
Ec-01_010850.1,EsuBft129_16a-00001,0.01983,0.1044,0.1899,3,95135,176,185,8,1,1,177,9568,1,184,184,100,100,1,185,185,9.23e-115,328,841
Ec-01_010870.1,EsuBft129_18a-00001,0.02565,0.09188,0.2792,5,92778,758,817,52,3,7,778,9523,1,815,815,100,100,1,812,812,0,1427,3695
Ec-01_010880.1,EsuBft129_19a-00001,0.009711,0.07508,0.1293,2,97645,456,467,10,1,1,463,9914,1,466,466,100,100,1,467,467,0,933,2412
Ec-01_010890.1,EsuBft129_20a-00001,0.005384,0.06971,0.07724,1,99035,308,311,3,0,0,309,9936,1,311,311,100,100,75,385,385,0,635,1637
Ec-01_010920.1,EsuBft129_26a-00001,0.01744,0.1333,0.1308,2,96447,380,394,14,0,0,389,9873,1,394,394,100,100,1,394,394,0,797,2058
Ec-01_010940.1,EsuBft129_28a-00001,0.0329,0.08129,0.4047,7,89527,701,783,70,7,12,720,9195,1,774,774,100,100,1,780,780,0,1175,3039
Ec-01_010950.1,EsuBft129_29a-00001,0.02641,0.1117,0.2365,4,94945,432,455,23,0,0,444,9758,1,455,455,100,100,1,455,455,0,875,2261
Ec-01_010970.1,EsuBft1441_2a-00001,0.05153,0.1696,0.3039,6,88626,600,677,40,4,37,612,904,1,641,750,85,85,1,676,691,0,1096,2834
Ec-01_011000.1,EsuBft1941_2a-00001,0.02944,0.09069,0.3246,6,93588,540,577,35,2,2,551,9549,1,577,577,100,100,1,575,575,0,1012,2616
Ec-01_011030.1,EsuBft169_27a-00001,0.07986,0.146,0.5471,9,80684,731,906,120,4,55,776,8565,1,903,904,99,99,1,854,859,0,1395,3610
Ec-01_011040.1,EsuBft169_26a-00001,0.004733,0.07592,0.06234,1,98982,486,491,5,0,0,487,9919,1,491,491,100,100,1,491,491,0,1005,2598
Ec-01_011050.1,EsuBft169_25a-00001,0.00953,0.03181,0.2996,5,97642,207,212,5,0,0,210,9906,49,260,260,82,82,1,212,212,7.759999999999999e-155,434,1115
Ec-01_011070.1,EsuBft169_23a-00001,0.03817,0.1647,0.2317,4,96552,252,261,9,0,0,255,977,55,315,611,43,43,3,263,284,0,525,1351
Ec-01_011080.1,EsuBft169_21a-00001,0.0193,0.1071,0.1801,3,9316,681,731,36,4,14,688,9412,1,730,762,96,96,1,718,745,0,1222,3162
Ec-01_011110.1,EsuBft169_18a-00001,0.01954,0.06571,0.2973,5,94154,451,479,26,2,2,460,9603,1,479,479,100,100,2,478,478,0,865,2235
Ec-01_011120.1,EsuBft169_17a-00001,0.02348,0.1191,0.1972,3,95204,536,563,24,2,3,546,9698,1,562,562,100,100,1,561,561,0,1062,2747
Ec-01_011130.1,EsuBft169_16a-00001,0.027,0.1294,0.2086,3,94249,295,313,18,0,0,302,9649,11,323,323,97,97,1,313,313,0,584,1506
Ec-01_011150.1,EsuBft169_14a-00001,0.0499,0.09612,0.5191,9,90566,240,265,25,0,0,246,9283,1,265,266,99,99,1,265,283,8.7499999999999993e-142,404,1037
Ec-01_011160.1,EsuBft169_12a-00001,0.008507,0.09962,0.08539,1,98227,277,282,5,0,0,279,9894,1,282,282,100,100,1,282,282,0,563,1451
Ec-01_011180.1,EsuBft169_10a-00001,0.04166,0.1186,0.3512,7,90675,282,311,29,0,0,295,9486,1,311,311,100,100,1,311,311,0,583,1502
Ec-01_011190.1,EsuBft169_9a-00001,0.02076,0.113,0.1837,3,95604,261,273,12,0,0,267,978,12,284,284,96,96,10,282,282,0,542,1397
Ec-01_011200.1,EsuBft169_8a-00001,0.05207,0.1122,0.464,8,89362,252,282,29,1,1,264,9362,4,285,285,99,99,3,283,283,0,520,1339
Ec-01_011210.1,EsuBft169_7a-00001,0.04039,0.2199,0.1837,3,96853,277,286,7,1,2,281,9825,1,286,367,78,78,1,284,407,0,578,1489
Ec-01_011240.1,EsuBft169_5a-00001,0.04844,0.08773,0.5522,9,89247,332,372,39,1,1,343,922,1,372,372,100,100,1,371,371,0,513,1321
Ec-01_011260.1,EsuBft169_4a-00001,0.03627,0.2102,0.1726,3,98343,178,181,3,0,0,179,989,52,232,355,51,51,1,181,201,7.320000000000001e-131,377,967
Ec-01_011270.1,EsuBft169_3a-00001,0.006998,0.07214,0.09702,1,98172,537,547,8,1,2,539,9854,1,545,545,100,100,1,547,547,0,1095,2831
Ec-01_011310.1,EsuBft3346_2a-00001,0.3632,1.257,0.2889,5,84722,61,72,9,1,2,61,8472,3,74,239,30,30,124,193,772,2.5e-27,112,279
Ec-01_011350.1,EsuBft592_12a-00001,0.2736,0.8375,0.3267,6,58286,612,1050,327,11,111,701,6676,205,1147,1339,83,70,85,1130,1151,0,1077,2786
Ec-01_011410.1,EsuBft103_23a-00001,0.01745,0.1329,0.1313,2,95694,200,209,8,1,1,205,9809,1,209,209,100,100,1,208,208,9.51e-145,405,1042
Ec-01_011420.1,EsuBft103_22a-00001,0.3049,0.5696,0.5354,9,6311,207,328,53,7,68,221,6738,128,389,415,63,63,100,425,427,2.3899999999999998e-114,345,886
Ec-01_011430.1,EsuBft103_21a-00001,0.0467,0.08859,0.5272,9,91097,440,483,42,1,1,451,9337,1,483,483,100,100,1,482,482,0,883,2282
Ec-01_011470.1,EsuBft103_12a-00001,0.03937,0.1355,0.2905,5,94109,655,696,40,1,1,668,9598,1,696,813,86,86,209,903,923,0,1218,3151
Ec-01_011500.1,EsuBft103_8a-00001,0.01263,0.08875,0.1423,2,97368,333,342,9,0,0,337,9854,1,342,342,100,100,1,342,342,0,660,1703
Ec-01_011520.1,EsuBft103_6a-00001,0.02579,0.1012,0.2547,4,94802,693,731,37,1,1,708,9685,1,730,730,100,100,1,731,731,0,1290,3338
Ec-01_011530.1,EsuBft103_3a-00001,0.02719,0.07562,0.3596,7,94,282,300,16,1,2,289,9633,61,358,358,83,83,1,300,300,0,541,1395
Ec-01_011570.1,EsuBft103_2a-00001,0.05857,0.08407,0.6967,10,88605,381,430,49,0,0,393,914,1,430,430,100,100,38,467,467,0,744,1920
Ec-01_011600.1,EsuBft51_33a-00001,0.02091,0.0628,0.333,6,95619,1113,1164,49,2,2,1133,9734,1,1163,1163,100,100,1,1163,1163,0,2226,5768
Ec-01_011610.1,EsuBft51_31a-00001,0.03475,0.09338,0.3722,7,91975,722,785,58,3,5,733,9338,1,782,1161,67,67,1,783,787,0,1379,3570
Ec-01_011640.1,EsuBft51_28a-00001,0.02637,0.1591,0.1657,3,88477,453,512,25,5,34,461,9004,119,627,871,58,58,1,481,486,0,870,2249
Ec-01_011700.1,EsuBft51_23a-00001,0.04103,0.08819,0.4653,8,91245,865,948,81,2,2,885,9335,1,948,948,100,100,1,946,946,0,1575,4078
Ec-01_011710.1,EsuBft51_22a-00001,0.05335,0.08217,0.6493,10,89286,225,252,26,1,1,235,9325,1,251,257,98,98,1,252,394,2e-166,465,1196
Ec-01_011720.1,EsuBft51_21a-00001,0.01935,0.06214,0.3114,6,95761,384,401,17,0,0,390,9726,1,401,401,100,100,1,401,401,0,759,1961
Ec-01_011730.1,EsuBft51_20a-00001,0.0241,0.1034,0.2331,4,89362,1932,2162,135,13,95,1969,9107,243,2389,2389,90,90,1,2082,2082,0,2986,7741
Ec-01_011750.1,EsuBft51_19a-00001,0.01045,0.112,0.09328,1,97802,356,364,8,0,0,356,978,1,364,364,100,100,1,364,364,0,733,1892
Ec-01_011760.1,EsuBft51_18a-00001,0.01595,0.05587,0.2855,5,96396,107,111,4,0,0,109,982,1,111,111,100,100,1,111,111,6.269999999999999e-70,209,531
Ec-01_011770.1,EsuBft51_17a-00001,0.01116,0.0806,0.1384,2,96863,741,765,22,2,2,744,9725,1,764,764,100,100,1,764,764,0,1504,3894
Ec-01_011790.1,EsuBft51_16a-00001,0.02021,0.1054,0.1918,3,94017,330,351,15,1,6,337,9601,102,446,446,77,77,1,351,351,0,645,1664
Ec-01_011820.1,EsuBft51_14a-00001,0.03477,0.1303,0.2668,5,93177,833,894,59,1,2,858,9597,3,896,896,99,99,136,1027,1027,0,1623,4203
Ec-01_011830.1,EsuBft51_13a-00001,0.02913,0.1039,0.2803,5,94764,181,191,10,0,0,185,9686,1,191,206,93,93,1,191,205,2.9300000000000003e-126,358,920
Ec-01_011840.1,EsuBft51_12a-00001,0.08539,0.1517,0.563,10,89901,365,406,41,0,0,379,9335,39,444,483,84,84,1,406,478,0,728,1880
Ec-01_011850.1,EsuBft472_2a-00001,0.007431,0.09578,0.07758,1,98529,134,136,2,0,0,136,100,1,136,136,100,100,20,155,155,6.52e-95,275,702
Ec-01_011860.1,EsuBft472_3a-00001,0.003215,0.1815,0.01771,1,99194,123,124,1,0,0,123,9919,1,124,124,100,100,1,124,124,3.0399999999999996e-86,251,641
Ec-01_011870.1,EsuBft472_4a-00001,0.01114,0.08782,0.1268,2,97817,224,229,5,0,0,225,9825,1,229,229,100,100,1,229,229,1.23e-165,460,1184
Ec-01_011920.1,EsuBft472_8a-00001,0.01513,0.08471,0.1786,3,95973,715,745,23,3,7,728,9772,1,739,739,100,100,1,744,744,0,1443,3735
Ec-01_011930.1,EsuBft472_9a-00001,0.0248,0.09159,0.2708,5,9408,445,473,26,1,2,455,9619,38,510,510,93,93,1,471,471,0,685,1767
Ec-01_011940.1,EsuBft472_10a-00001,0.01071,0.05868,0.1826,3,91475,279,305,6,1,20,282,9246,1,305,305,100,100,1,285,285,0,566,1458
Ec-01_011950.1,EsuBft472_11a-00001,0.002085,0.06367,0.03275,1,99497,198,199,1,0,0,199,100,1,199,199,100,100,1,199,199,1.52e-144,404,1039
Ec-01_011970.1,EsuBft472_13a-00001,0.006653,0.09406,0.07074,1,97821,404,413,6,1,3,405,9806,1,413,413,100,100,1,410,410,0,822,2124
Ec-01_011980.1,EsuBft472_14a-00001,0.021,0.0884,0.2375,4,95399,311,326,15,0,0,317,9724,1,326,326,100,100,1,326,326,0,637,1644
Ec-01_012030.1,EsuBft1175_2a-00001,0.01591,0.1416,0.1123,2,92971,873,939,33,3,33,884,9414,1,907,910,99,99,1,938,939,0,1737,4498
Ec-01_012040.1,EsuBft1175_3a-00001,0.07213,0.1692,0.4262,8,79265,539,680,69,8,72,555,8162,35,644,644,95,95,145,822,822,0,805,2078
Ec-01_012060.1,EsuBft1175_4a-00001,0.009609,0.1399,0.06869,1,97007,778,802,17,3,7,785,9788,1,797,797,100,100,1,800,800,0,1560,4038
Ec-01_012070.1,EsuBft1175_5a-00001,0,0.07528,0,1,100,76,76,0,0,0,76,100,1,76,76,100,100,1,76,76,3.3e-49,151,381
Ec-01_012090.1,EsuBft370_12a-00001,0.04682,0.1018,0.4601,8,87288,412,472,54,3,6,428,9068,1,468,499,94,94,1,470,471,0,654,1688
Ec-01_012130.1,EsuBft324_17a-00001,0.02526,0.07956,0.3175,6,95349,451,473,22,0,0,461,9746,1,473,473,100,100,1,473,473,0,935,2417
Ec-01_012150.1,EsuBft324_16a-00001,0.02883,0.1087,0.2651,5,93049,415,446,26,2,5,423,9484,1,446,451,99,99,1,441,445,0,732,1890
Ec-01_012160.1,EsuBft324_15a-00001,0.03454,0.09209,0.3751,7,87695,506,577,47,4,24,519,8995,1,576,576,100,100,1,554,554,0,763,1970
Ec-01_012170.1,EsuBft324_14a-00001,0.02819,0.1424,0.1979,3,94168,436,463,27,0,0,444,959,1,463,463,100,100,1,463,463,0,847,2189
Ec-01_012190.1,EsuBft324_8a-00001,0.09864,0.2368,0.4166,8,87081,182,209,20,1,7,188,8995,205,413,413,51,51,35,236,236,8.46e-124,362,930
Ec-01_012250.1,EsuBft324_7a-00001,0.03841,0.171,0.2246,4,86232,238,276,18,2,20,242,8768,23,297,317,87,87,1,257,262,6.519999999999999e-161,453,1166
Ec-01_012290.1,EsuBft1184_7a-00001,0.01075,0.1444,0.07444,1,95215,398,418,10,1,10,403,9641,219,636,636,66,66,3,410,410,0,779,2011
Ec-02_000060.1,EsuBft1874_3a-00001,0.06496,0.1245,0.5217,9,74507,491,659,103,6,65,514,78,28,621,621,96,96,12,670,670,0,819,2115
Ec-02_000070.1,EsuBft1874_4a-00001,0.116,0.2915,0.398,7,97521,118,121,3,0,0,120,9917,88,208,217,56,56,29,149,150,1.96e-83,249,635
Ec-02_000090.1,EsuBft1262_2a-00001,0.02511,0.1489,0.1686,3,9451,241,255,14,0,0,250,9804,19,273,273,93,93,1,255,255,0,504,1297
Ec-02_000100.1,EsuBft1262_3a-00001,0.0439,0.09225,0.4759,9,90955,181,199,18,0,0,185,9296,15,213,213,93,93,1,199,199,2.33e-112,323,829
Ec-02_000120.1,EsuBft1262_5a-00001,0.03495,0.131,0.2668,5,92409,280,303,21,2,2,288,9505,1,303,303,100,100,1,301,301,0,565,1457
Ec-02_000130.1,EsuBft1262_6a-00001,0.04784,0.1899,0.252,4,89866,736,819,76,3,7,762,9304,1,813,813,100,100,1,818,818,0,1286,3328
Ec-02_000180.1,EsuBft407_7a-00001,0.06755,0.1079,0.6259,10,83346,1106,1327,185,9,36,1156,8711,223,1518,1518,85,85,1,1322,1322,0,1891,4898
Ec-02_000190.1,EsuBft407_8a-00001,0.06033,0.166,0.3633,7,79741,492,617,64,5,61,506,8201,1,616,633,97,97,1,557,558,0,944,2441
Ec-02_000210.1,EsuBft407_9a-00001,0.006048,0.1105,0.05472,1,97273,214,220,3,1,3,215,9773,1,217,217,100,100,1,220,220,4.91e-147,412,1060
Ec-02_000260.1,EsuBft407_11a-00001,0.08469,0.144,0.588,10,74444,268,360,53,3,39,284,7889,1,344,344,100,100,1,337,337,2.55e-158,451,1160
Ec-02_000270.1,EsuBft407_12a-00001,0.09744,0.2609,0.3734,7,8169,232,284,5,2,47,232,8169,51,287,308,77,77,22,305,350,4.4199999999999996e-162,459,1182
Ec-02_000300.1,EsuBft1357_6a-00001,0.04749,0.1356,0.3502,6,90126,429,476,46,1,1,450,9454,1,475,475,100,100,1,476,476,0,864,2233
Ec-02_000320.1,EsuBft814_5a-00001,0.05221,0.1033,0.5055,9,80687,493,611,77,4,41,505,8265,1,602,602,100,100,1,579,579,2.53e-163,483,1243
Ec-02_000340.1,EsuBft814_7a-00001,0.015,0.1337,0.1122,2,95434,648,679,21,1,10,658,9691,1,679,682,99,99,1,669,675,0,1343,3475
Ec-02_000350.1,EsuBft814_8a-00001,0.0241,0.1269,0.1899,3,94656,372,393,21,0,0,381,9695,1,393,393,100,100,1,393,393,0,773,1995
Ec-02_000370.1,EsuBft1265_4a-00001,0.08616,0.2247,0.3834,7,87261,137,157,7,1,13,143,9108,29,185,185,85,85,83,226,226,7.589999999999999e-78,236,602
Ec-02_000390.1,EsuBft1265_9a-00001,0.1337,0.2278,0.587,10,86275,132,153,21,0,0,137,8954,15,167,167,92,92,33,185,185,6.52e-88,259,662
Ec-02_000410.1,EsuBft1903_7a-00001,0.0202,0.161,0.1255,2,95858,162,169,7,0,0,165,9763,1,169,169,100,100,1,169,169,3.1900000000000003e-99,287,735
Ec-02_000420.1,EsuBft2388_2a-00001,0.04842,0.08982,0.5392,9,71465,278,389,43,3,68,290,7455,1,343,343,100,100,1,367,367,1.2199999999999999e-161,461,1185
Ec-02_000430.1,EsuBft1636_3a-00001,0.0331,0.1017,0.3253,6,92442,159,172,13,0,0,169,9826,1,172,172,100,100,3,174,174,1.01e-106,306,785
Ec-02_000440.1,EsuBft1636_4a-00001,0.03073,0.1071,0.2869,5,89402,329,368,22,1,17,337,9158,1,351,383,92,92,1,368,369,0,634,1635
Ec-02_000450.1,EsuBft1636_5a-00001,0.0987,0.2586,0.3817,7,84946,158,186,11,1,17,161,8656,67,252,252,74,74,31,199,199,2.5999999999999998e-101,295,755
Ec-02_000510.1,EsuBft1560_2a-00001,0.05583,0.1671,0.3342,6,88822,1033,1163,101,4,29,1075,9243,143,1279,1520,75,75,1,1160,1207,0,2074,5374
Ec-02_000540.1,EsuBft1560_7a-00001,0.02991,0.1129,0.2648,5,84018,368,438,24,1,46,377,8607,1,392,392,100,100,1,438,438,0,694,1792
Ec-02_000590.1,EsuBft1094_17a-00001,0.01527,0.1142,0.1337,2,93574,466,498,18,3,14,472,9478,1,495,495,100,100,1,487,487,0,840,2169
Ec-02_000610.1,EsuBft1094_16a-00001,0.01811,0.1064,0.1701,3,95522,1280,1340,49,3,11,1299,9694,1,1340,1340,100,100,31,1359,1359,0,2540,6584
Ec-02_000620.1,EsuBft375_12a-00001,0.03278,0.1009,0.3248,6,92126,585,635,40,5,10,598,9417,1,634,852,74,74,497,1122,1331,0,847,2187
Ec-02_000640.1,EsuBft375_11a-00001,0.05779,0.1507,0.3834,7,82459,865,1049,130,12,54,889,8475,1,1032,1032,100,100,1,1012,1012,0,1216,3147
Ec-02_000650.1,EsuBft375_10a-00001,0.05719,0.185,0.3092,6,81911,480,586,67,8,39,503,8584,394,959,959,64,59,159,725,725,0,569,1466
Ec-02_000660.1,EsuBft375_9a-00001,0.02896,0.108,0.2681,5,89914,838,932,82,7,12,857,9195,1,925,1147,81,81,1,927,1152,0,1252,3239
Ec-02_000680.1,EsuBft375_7a-00001,0.03406,0.1376,0.2475,4,92308,336,364,24,2,4,343,9423,1,364,1050,35,35,1,360,370,0,606,1563
Ec-02_000720.1,EsuBft375_5a-00001,0.03758,0.09321,0.4032,7,92032,231,251,18,1,2,236,9402,58,306,306,81,81,1,251,251,1.63e-115,338,866
Ec-02_000740.1,EsuBft375_2a-00001,0.05592,0.08821,0.634,10,91049,356,391,35,0,0,364,9309,1,391,395,99,99,1,391,406,0,682,1761
Ec-02_000830.1,EsuBft1414_7a-00001,0.01718,0.108,0.159,3,96528,417,432,15,0,0,423,9792,71,502,502,86,86,1,432,432,0,862,2227
Ec-02_000840.1,EsuBft709_10a-00001,0.009871,0.1236,0.07989,1,96622,1001,1036,25,2,10,1013,9778,1,1028,1257,100,82,1,1034,1342,0,2054,5321
Ec-02_000850.1,EsuBft709_9a-00001,0.02843,0.1189,0.2391,4,93548,203,217,14,0,0,211,9724,1,217,217,100,100,1,217,217,1.25e-146,411,1057
Ec-02_000870.1,EsuBft709_7a-00001,0.009352,0.1182,0.0791,1,88536,865,977,15,5,97,874,8946,84,963,1110,79,79,3,979,982,0,1740,4506
Ec-02_000890.1,EsuBft709_5a-00001,0.09147,0.1178,0.7762,10,73981,708,957,167,8,82,745,7785,1,915,931,98,98,1,917,933,0,1221,3158
Ec-02_000900.1,EsuBft709_4a-00001,0.06286,0.115,0.5465,9,85903,195,227,27,2,5,206,9075,1,224,224,100,100,1,225,225,2.19e-127,363,932
Ec-02_000910.1,EsuBft709_3a-00001,0.0503,0.09051,0.5558,9,88969,371,417,42,3,4,380,9113,1,416,416,100,100,1,414,414,0,550,1416
Ec-02_000920.1,EsuBft398_10a-00001,0.03015,0.1009,0.2989,5,93923,510,543,32,1,1,521,9595,1,542,542,100,100,1,543,543,0,974,2518
Ec-02_000930.1,EsuBft398_9a-00001,0.01935,0.1034,0.1871,3,90668,1331,1468,65,5,72,1356,9237,180,1627,1627,89,89,29,1444,1444,0,2305,5973
Ec-02_000950.1,EsuBft398_7a-00001,0.09417,0.1683,0.5596,9,78506,431,549,85,1,33,460,8379,69,617,1137,48,48,17,532,534,0,792,2046
Ec-02_000960.1,EsuBft398_5a-00001,0.04615,0.1377,0.3352,6,82327,736,894,79,6,79,755,8445,1,892,892,100,100,1,817,817,0,1049,2712
Ec-02_000980.1,EsuBft2682_2a-00001,0.08564,0.2009,0.4262,8,66742,295,442,49,4,98,311,7036,34,394,554,65,65,8,432,444,1.27e-175,508,1307
Ec-02_000990.1,EsuBft2196_3a-00001,0.06053,0.1359,0.4454,8,96552,224,232,7,1,1,227,9784,16,247,258,90,90,14,244,350,3.95e-161,455,1170
Ec-02_001000.1,EsuBft1235_6a-00001,0.04056,0.1256,0.3229,6,87719,150,171,12,1,9,153,8947,49,219,394,74,43,1,162,278,1.04e-75,241,614
Ec-02_001020.1,EsuBft1235_3a-00001,0.005748,0.06685,0.08598,1,98707,458,464,6,0,0,461,9935,1,464,464,100,100,1,464,464,0,942,2435
Ec-02_001110.1,EsuBft1659_3a-00001,0.0374,0.1044,0.3583,7,92322,493,534,41,0,0,506,9476,1,534,534,100,100,1,534,534,0,990,2559
Ec-02_001120.4,EsuBft1256_9a-00001,0.02895,0.1107,0.2616,5,92153,458,497,29,3,10,467,9396,1,497,497,100,100,1,487,487,0,835,2156
Ec-02_001160.1,EsuBft187_13a-00001,0.04818,0.142,0.3392,6,79391,1564,1970,248,20,158,1633,8289,33,1940,1940,98,98,180,2053,2053,0,2664,6904
Ec-02_001210.1,EsuBft1421_4a-00001,0.007917,0.1115,0.071,1,98261,339,345,6,0,0,342,9913,1,345,345,100,100,1,345,345,0,697,1799
Ec-02_001250.1,EsuBft1421_2a-00001,0.2084,0.5001,0.4168,8,93407,170,182,12,0,0,176,967,134,315,315,58,58,89,270,270,1.65e-121,354,908
Ec-02_001280.1,EsuBft1183_4a-00001,0.00585,0.09601,0.06093,1,78613,272,346,3,2,71,275,7948,1,346,346,100,100,1,275,275,0,528,1360
Ec-02_001290.1,EsuBft1183_3a-00001,0.0419,0.09685,0.4326,8,82154,1289,1569,139,14,141,1335,8509,482,2013,2013,76,76,1,1465,1465,0,1938,5020
Ec-02_001380.1,EsuBft1233_11a-00001,0.02448,0.07504,0.3262,6,93869,444,473,27,2,2,452,9556,154,625,625,76,76,1,472,472,0,863,2229
Ec-02_001390.1,EsuBft2845_3a-00001,0.02926,0.0667,0.4387,8,86162,660,766,47,4,59,680,8877,53,763,763,93,93,1,762,762,0,1231,3186
Ec-02_001400.1,EsuBft140_20a-00001,0.003555,0.07165,0.04961,1,9918,363,366,3,0,0,364,9945,1,366,366,100,100,1,366,366,0,758,1957
Ec-02_001450.1,EsuBft140_17a-00001,0.01393,0.05005,0.2783,5,97087,300,309,9,0,0,304,9838,1,309,309,100,100,130,438,438,0,613,1581
Ec-02_001460.1,EsuBft140_16a-00001,0.01269,0.09059,0.1401,2,97323,618,635,17,0,0,625,9843,1,635,635,100,100,62,696,696,0,1285,3324
Ec-02_001470.1,EsuBft140_15a-00001,0,0.09367,0,1,100,180,180,0,0,0,180,100,1,180,180,100,100,21,200,200,1.8399999999999998e-130,368,945
