Orthogroup	Fd_tasm	Fs_tasm	Laminaria-digitata_MALE_proteins	Saccorhiza-polyschides_MALE_proteins
OG0047422		ser_TRINITY_DN12642_c0_g1.p5		
OG0047423		ser_TRINITY_DN12642_c0_g1.p6		
OG0047424		ser_TRINITY_DN12642_c0_g1.p7		
OG0047425		ser_TRINITY_DN12642_c0_g1.p8		
OG0047426		ser_TRINITY_DN126433_c0_g1.p1		
OG0047427		ser_TRINITY_DN126433_c0_g1.p2		
OG0047428		ser_TRINITY_DN126435_c0_g1.p1		
OG0047429		ser_TRINITY_DN126435_c0_g1.p2		
OG0047430		ser_TRINITY_DN126473_c0_g1.p2		
OG0047431		ser_TRINITY_DN126497_c0_g1.p1		
OG0047432		ser_TRINITY_DN126497_c0_g1.p2		
OG0047433		ser_TRINITY_DN126505_c0_g1.p2		
OG0047434		ser_TRINITY_DN126522_c0_g1.p1		
OG0047435		ser_TRINITY_DN126522_c0_g1.p2		
OG0047436		ser_TRINITY_DN126524_c0_g1.p1		
OG0047437		ser_TRINITY_DN126536_c0_g1.p1		
OG0047438		ser_TRINITY_DN126583_c0_g1.p2		
OG0047439		ser_TRINITY_DN126601_c0_g1.p2		
OG0047440		ser_TRINITY_DN126619_c0_g1.p1		
OG0047441		ser_TRINITY_DN126619_c0_g1.p2		
OG0047442		ser_TRINITY_DN126648_c0_g1.p1		
OG0047443		ser_TRINITY_DN12666_c0_g2.p1		
OG0047444		ser_TRINITY_DN12668_c0_g1.p2		
OG0047445		ser_TRINITY_DN126690_c0_g1.p2		
OG0047446		ser_TRINITY_DN1266_c0_g3.p3		
OG0047447		ser_TRINITY_DN126715_c0_g1.p2		
OG0047448		ser_TRINITY_DN12672_c0_g1.p1		
OG0047449		ser_TRINITY_DN12674_c0_g2.p2		
OG0047450		ser_TRINITY_DN126754_c0_g1.p2		
OG0047451		ser_TRINITY_DN126768_c0_g1.p1		
OG0047452		ser_TRINITY_DN126769_c0_g1.p1		
OG0047453		ser_TRINITY_DN126769_c0_g1.p2		
OG0047454		ser_TRINITY_DN126769_c0_g1.p3		
OG0047455		ser_TRINITY_DN12678_c1_g2.p1		
OG0047456		ser_TRINITY_DN126792_c0_g1.p2		
OG0047457		ser_TRINITY_DN126792_c0_g1.p3		
OG0047458		ser_TRINITY_DN126818_c0_g3.p3		
OG0047459		ser_TRINITY_DN126818_c0_g4.p3		
OG0047460		ser_TRINITY_DN126818_c0_g4.p4		
OG0047461		ser_TRINITY_DN126834_c0_g1.p1		
OG0047462		ser_TRINITY_DN126834_c0_g1.p2		
OG0047463		ser_TRINITY_DN12687_c0_g1.p1		
OG0047464		ser_TRINITY_DN12688_c0_g1.p2		
OG0047465		ser_TRINITY_DN126920_c0_g1.p1		
OG0047466		ser_TRINITY_DN12692_c0_g1.p2		
OG0047467		ser_TRINITY_DN12692_c0_g1.p3		
OG0047468		ser_TRINITY_DN126947_c0_g1.p2		
OG0047469		ser_TRINITY_DN126958_c0_g2.p1		
OG0047470		ser_TRINITY_DN126958_c0_g2.p2		
OG0047471		ser_TRINITY_DN126959_c0_g1.p1		
OG0047472		ser_TRINITY_DN126959_c0_g1.p2		
OG0047473		ser_TRINITY_DN126968_c0_g1.p2		
OG0047474		ser_TRINITY_DN126968_c0_g1.p3		
OG0047475		ser_TRINITY_DN126968_c0_g1.p4		
OG0047476		ser_TRINITY_DN126993_c0_g1.p1		
OG0047477		ser_TRINITY_DN1269_c0_g3.p2		
OG0047478		ser_TRINITY_DN1269_c0_g3.p4		
OG0047479		ser_TRINITY_DN1269_c0_g3.p5		
OG0047480		ser_TRINITY_DN127010_c0_g1.p1		
OG0047481		ser_TRINITY_DN127014_c0_g1.p2		
OG0047482		ser_TRINITY_DN127014_c0_g1.p3		
OG0047483		ser_TRINITY_DN127014_c0_g1.p4		
OG0047484		ser_TRINITY_DN127018_c0_g1.p1		
OG0047485		ser_TRINITY_DN127019_c0_g1.p1		
OG0047486		ser_TRINITY_DN127021_c0_g1.p1		
OG0047487		ser_TRINITY_DN127045_c0_g1.p1		
OG0047488		ser_TRINITY_DN127128_c0_g1.p3		
OG0047489		ser_TRINITY_DN12712_c0_g2.p1		
OG0047490		ser_TRINITY_DN127138_c0_g1.p2		
OG0047491		ser_TRINITY_DN127144_c0_g1.p1		
OG0047492		ser_TRINITY_DN12716_c0_g1.p1		
OG0047493		ser_TRINITY_DN127213_c0_g1.p2		
OG0047494		ser_TRINITY_DN12724_c0_g1.p2		
OG0047495		ser_TRINITY_DN12725_c1_g1.p1		
OG0047496		ser_TRINITY_DN12726_c0_g1.p2		
OG0047497		ser_TRINITY_DN12726_c0_g2.p3		
OG0047498		ser_TRINITY_DN1272_c0_g1.p1		
OG0047499		ser_TRINITY_DN127308_c0_g2.p2		
OG0047500		ser_TRINITY_DN12735_c0_g1.p2		
OG0047501		ser_TRINITY_DN127365_c0_g1.p2		
OG0047502		ser_TRINITY_DN127365_c0_g1.p5		
OG0047503		ser_TRINITY_DN127365_c0_g1.p7		
OG0047504		ser_TRINITY_DN12737_c0_g1.p2		
OG0047505		ser_TRINITY_DN1273_c0_g1.p2		
OG0047506		ser_TRINITY_DN1273_c0_g2.p2		
OG0047507		ser_TRINITY_DN1273_c0_g2.p3		
OG0047508		ser_TRINITY_DN127413_c0_g1.p1		
OG0047509		ser_TRINITY_DN127430_c0_g1.p1		
OG0047510		ser_TRINITY_DN127430_c0_g1.p2		
OG0047511		ser_TRINITY_DN127430_c0_g1.p3		
OG0047512		ser_TRINITY_DN127432_c0_g1.p2		
OG0047513		ser_TRINITY_DN127448_c0_g1.p2		
OG0047514		ser_TRINITY_DN12748_c0_g1.p1		
OG0047515		ser_TRINITY_DN12749_c0_g1.p1		
OG0047516		ser_TRINITY_DN127544_c0_g1.p1		
OG0047517		ser_TRINITY_DN127544_c0_g1.p2		
OG0047518		ser_TRINITY_DN12755_c0_g1.p3		
OG0047519		ser_TRINITY_DN127569_c0_g2.p2		
OG0047520		ser_TRINITY_DN12759_c0_g1.p3		
OG0047521		ser_TRINITY_DN12759_c0_g1.p5		
OG0047522		ser_TRINITY_DN127609_c0_g1.p2		
OG0047523		ser_TRINITY_DN12761_c0_g1.p3		
OG0047524		ser_TRINITY_DN12770_c0_g1.p1		
OG0047525		ser_TRINITY_DN12771_c0_g1.p2		
OG0047526		ser_TRINITY_DN127769_c0_g1.p1		
OG0047527		ser_TRINITY_DN127823_c0_g1.p1		
OG0047528		ser_TRINITY_DN127823_c0_g1.p2		
OG0047529		ser_TRINITY_DN1278_c0_g1.p2		
OG0047530		ser_TRINITY_DN127915_c0_g1.p1		
OG0047531		ser_TRINITY_DN127915_c0_g1.p2		
OG0047532		ser_TRINITY_DN12794_c0_g1.p2		
OG0047533		ser_TRINITY_DN12794_c0_g1.p5		
OG0047534		ser_TRINITY_DN12797_c0_g1.p1		
OG0047535		ser_TRINITY_DN12799_c0_g1.p1		
OG0047536		ser_TRINITY_DN1279_c0_g1.p3		
OG0047537		ser_TRINITY_DN127_c0_g1.p2		
OG0047538		ser_TRINITY_DN127_c0_g1.p4		
OG0047539		ser_TRINITY_DN127_c0_g1.p5		
OG0047540		ser_TRINITY_DN127_c0_g1.p7		
OG0047541		ser_TRINITY_DN127_c1_g1.p1		
OG0047542		ser_TRINITY_DN127_c1_g1.p2		
OG0047543		ser_TRINITY_DN128034_c0_g1.p1		
OG0047544		ser_TRINITY_DN128034_c0_g1.p2		
OG0047545		ser_TRINITY_DN128038_c0_g1.p2		
OG0047546		ser_TRINITY_DN128039_c0_g1.p2		
OG0047547		ser_TRINITY_DN128039_c0_g1.p3		
OG0047548		ser_TRINITY_DN128039_c0_g1.p4		
OG0047549		ser_TRINITY_DN128052_c0_g1.p1		
OG0047550		ser_TRINITY_DN128052_c0_g1.p2		
OG0047551		ser_TRINITY_DN128089_c0_g1.p1		
OG0047552		ser_TRINITY_DN12808_c0_g1.p1		
OG0047553		ser_TRINITY_DN128138_c1_g1.p3		
OG0047554		ser_TRINITY_DN128139_c0_g1.p1		
OG0047555		ser_TRINITY_DN128143_c0_g1.p1		
OG0047556		ser_TRINITY_DN128152_c0_g1.p1		
OG0047557		ser_TRINITY_DN128152_c0_g1.p2		
OG0047558		ser_TRINITY_DN128152_c0_g1.p3		
OG0047559		ser_TRINITY_DN128157_c0_g1.p1		
OG0047560		ser_TRINITY_DN128157_c0_g1.p2		
OG0047561		ser_TRINITY_DN128157_c0_g1.p3		
OG0047562		ser_TRINITY_DN12815_c0_g1.p3		
OG0047563		ser_TRINITY_DN12819_c0_g2.p1		
OG0047564		ser_TRINITY_DN1281_c0_g1.p1		
OG0047565		ser_TRINITY_DN128201_c0_g1.p2		
OG0047566		ser_TRINITY_DN128201_c0_g1.p3		
OG0047567		ser_TRINITY_DN128208_c0_g1.p2		
OG0047568		ser_TRINITY_DN128208_c0_g1.p3		
OG0047569		ser_TRINITY_DN12822_c0_g1.p1		
OG0047570		ser_TRINITY_DN1282_c0_g1.p2		
OG0047571		ser_TRINITY_DN128330_c0_g1.p1		
OG0047572		ser_TRINITY_DN128330_c0_g1.p2		
OG0047573		ser_TRINITY_DN128340_c0_g1.p1		
OG0047574		ser_TRINITY_DN128340_c0_g1.p2		
OG0047575		ser_TRINITY_DN128384_c0_g1.p2		
OG0047576		ser_TRINITY_DN12838_c0_g3.p2		
OG0047577		ser_TRINITY_DN12841_c0_g3.p3		
OG0047578		ser_TRINITY_DN128430_c0_g1.p1		
OG0047579		ser_TRINITY_DN128467_c0_g1.p1		
OG0047580		ser_TRINITY_DN12849_c0_g1.p2		
OG0047581		ser_TRINITY_DN12850_c1_g1.p1		
OG0047582		ser_TRINITY_DN12850_c1_g1.p2		
OG0047583		ser_TRINITY_DN128510_c0_g1.p2		
OG0047584		ser_TRINITY_DN128510_c0_g1.p3		
OG0047585		ser_TRINITY_DN12858_c1_g1.p1		
OG0047586		ser_TRINITY_DN128602_c0_g1.p1		
OG0047587		ser_TRINITY_DN128602_c0_g1.p2		
OG0047588		ser_TRINITY_DN128602_c0_g1.p3		
OG0047589		ser_TRINITY_DN128612_c0_g1.p1		
OG0047590		ser_TRINITY_DN128615_c1_g1.p2		
OG0047591		ser_TRINITY_DN12862_c0_g1.p4		
OG0047592		ser_TRINITY_DN12863_c0_g2.p1		
OG0047593		ser_TRINITY_DN12863_c0_g2.p2		
OG0047594		ser_TRINITY_DN128645_c0_g1.p2		
OG0047595		ser_TRINITY_DN128659_c0_g1.p1		
OG0047596		ser_TRINITY_DN128659_c0_g1.p2		
OG0047597		ser_TRINITY_DN128659_c0_g1.p3		
OG0047598		ser_TRINITY_DN12866_c0_g1.p2		
OG0047599		ser_TRINITY_DN12866_c0_g1.p3		
OG0047600		ser_TRINITY_DN12871_c0_g1.p3		
OG0047601		ser_TRINITY_DN12871_c0_g1.p5		
OG0047602		ser_TRINITY_DN12871_c0_g1.p6		
OG0047603		ser_TRINITY_DN128731_c0_g1.p1		
OG0047604		ser_TRINITY_DN128731_c0_g1.p2		
OG0047605		ser_TRINITY_DN128731_c0_g1.p3		
OG0047606		ser_TRINITY_DN128733_c0_g1.p2		
OG0047607		ser_TRINITY_DN12873_c0_g1.p2		
OG0047608		ser_TRINITY_DN1287_c2_g1.p2		
OG0047609		ser_TRINITY_DN128819_c0_g2.p2		
OG0047610		ser_TRINITY_DN128823_c0_g1.p2		
OG0047611		ser_TRINITY_DN128840_c0_g1.p1		
OG0047612		ser_TRINITY_DN128840_c0_g1.p2		
OG0047613		ser_TRINITY_DN128847_c0_g1.p1		
OG0047614		ser_TRINITY_DN128849_c0_g1.p1		
OG0047615		ser_TRINITY_DN128849_c0_g1.p3		
OG0047616		ser_TRINITY_DN128858_c0_g1.p1		
OG0047617		ser_TRINITY_DN128858_c0_g1.p3		
OG0047618		ser_TRINITY_DN12886_c0_g1.p2		
OG0047619		ser_TRINITY_DN12888_c0_g2.p1		
OG0047620		ser_TRINITY_DN12890_c0_g2.p1		
OG0047621		ser_TRINITY_DN12891_c0_g1.p3		
OG0047622		ser_TRINITY_DN12891_c1_g1.p1		
OG0047623		ser_TRINITY_DN12892_c0_g1.p2		
OG0047624		ser_TRINITY_DN128931_c0_g1.p1		
OG0047625		ser_TRINITY_DN128942_c0_g1.p1		
OG0047626		ser_TRINITY_DN128942_c0_g1.p2		
OG0047627		ser_TRINITY_DN128942_c0_g1.p4		
OG0047628		ser_TRINITY_DN128944_c0_g1.p1		
OG0047629		ser_TRINITY_DN128944_c0_g1.p2		
OG0047630		ser_TRINITY_DN12895_c0_g1.p5		
OG0047631		ser_TRINITY_DN12896_c0_g1.p3		
OG0047632		ser_TRINITY_DN12896_c0_g1.p5		
OG0047633		ser_TRINITY_DN12896_c0_g1.p6		
OG0047634		ser_TRINITY_DN128985_c0_g1.p1		
OG0047635		ser_TRINITY_DN129000_c0_g1.p1		
OG0047636		ser_TRINITY_DN129000_c0_g1.p2		
OG0047637		ser_TRINITY_DN129025_c0_g1.p1		
OG0047638		ser_TRINITY_DN12905_c0_g1.p3		
OG0047639		ser_TRINITY_DN129114_c0_g1.p2		
OG0047640		ser_TRINITY_DN129114_c0_g1.p3		
OG0047641		ser_TRINITY_DN129122_c0_g1.p3		
OG0047642		ser_TRINITY_DN12913_c0_g1.p2		
OG0047643		ser_TRINITY_DN129174_c0_g1.p2		
OG0047644		ser_TRINITY_DN12918_c0_g1.p2		
OG0047645		ser_TRINITY_DN1291_c0_g1.p2		
OG0047646		ser_TRINITY_DN1291_c0_g2.p1		
OG0047647		ser_TRINITY_DN129205_c0_g1.p1		
OG0047648		ser_TRINITY_DN12922_c0_g1.p2		
OG0047649		ser_TRINITY_DN12922_c0_g1.p3		
OG0047650		ser_TRINITY_DN12922_c0_g1.p4		
OG0047651		ser_TRINITY_DN12924_c0_g1.p1		
OG0047652		ser_TRINITY_DN12924_c0_g1.p2		
OG0047653		ser_TRINITY_DN12924_c0_g2.p2		
OG0047654		ser_TRINITY_DN12924_c4_g1.p1		
OG0047655		ser_TRINITY_DN12924_c4_g1.p2		
OG0047656		ser_TRINITY_DN12924_c4_g1.p3		
OG0047657		ser_TRINITY_DN129253_c0_g1.p3		
OG0047658		ser_TRINITY_DN12929_c0_g1.p2		
OG0047659		ser_TRINITY_DN129306_c0_g2.p1		
OG0047660		ser_TRINITY_DN12931_c0_g1.p5		
OG0047661		ser_TRINITY_DN129339_c0_g1.p1		
OG0047662		ser_TRINITY_DN129342_c0_g1.p1		
OG0047663		ser_TRINITY_DN129342_c0_g1.p2		
OG0047664		ser_TRINITY_DN129378_c0_g1.p3		
OG0047665		ser_TRINITY_DN12937_c0_g2.p2		
OG0047666		ser_TRINITY_DN12937_c0_g2.p6		
OG0047667		ser_TRINITY_DN129389_c0_g1.p1		
OG0047668		ser_TRINITY_DN12940_c0_g1.p3		
OG0047669		ser_TRINITY_DN12940_c0_g1.p4		
OG0047670		ser_TRINITY_DN12941_c0_g1.p2		
OG0047671		ser_TRINITY_DN12941_c0_g2.p2		
OG0047672		ser_TRINITY_DN12941_c0_g2.p3		
OG0047673		ser_TRINITY_DN12942_c0_g2.p2		
OG0047674		ser_TRINITY_DN12942_c0_g2.p3		
OG0047675		ser_TRINITY_DN12944_c0_g1.p4		
OG0047676		ser_TRINITY_DN129460_c0_g1.p1		
OG0047677		ser_TRINITY_DN129541_c0_g1.p1		
OG0047678		ser_TRINITY_DN129542_c0_g2.p2		
OG0047679		ser_TRINITY_DN129542_c0_g2.p3		
OG0047680		ser_TRINITY_DN129552_c0_g1.p1		
OG0047681		ser_TRINITY_DN129552_c0_g1.p2		
OG0047682		ser_TRINITY_DN129564_c0_g1.p2		
OG0047683		ser_TRINITY_DN12956_c0_g2.p3		
OG0047684		ser_TRINITY_DN12956_c0_g2.p4		
OG0047685		ser_TRINITY_DN129571_c0_g1.p1		
OG0047686		ser_TRINITY_DN12960_c0_g1.p1		
OG0047687		ser_TRINITY_DN12960_c0_g1.p2		
OG0047688		ser_TRINITY_DN12961_c0_g1.p1		
OG0047689		ser_TRINITY_DN12961_c0_g2.p2		
OG0047690		ser_TRINITY_DN12964_c0_g1.p3		
OG0047691		ser_TRINITY_DN12968_c0_g1.p1		
OG0047692		ser_TRINITY_DN12968_c0_g1.p2		
OG0047693		ser_TRINITY_DN1296_c0_g1.p2		
OG0047694		ser_TRINITY_DN1296_c0_g1.p3		
OG0047695		ser_TRINITY_DN1296_c0_g2.p2		
OG0047696		ser_TRINITY_DN1296_c0_g2.p3		
OG0047697		ser_TRINITY_DN1296_c0_g2.p4		
OG0047698		ser_TRINITY_DN12970_c0_g1.p2		
OG0047699		ser_TRINITY_DN12970_c0_g1.p3		
OG0047700		ser_TRINITY_DN12970_c0_g1.p4		
OG0047701		ser_TRINITY_DN129718_c0_g1.p1		
OG0047702		ser_TRINITY_DN129727_c0_g1.p1		
OG0047703		ser_TRINITY_DN12975_c0_g1.p1		
OG0047704		ser_TRINITY_DN12975_c0_g1.p2		
OG0047705		ser_TRINITY_DN12975_c0_g2.p2		
OG0047706		ser_TRINITY_DN129761_c0_g1.p1		
OG0047707		ser_TRINITY_DN129767_c0_g1.p1		
OG0047708		ser_TRINITY_DN129772_c0_g2.p2		
OG0047709		ser_TRINITY_DN129785_c0_g2.p1		
OG0047710		ser_TRINITY_DN12979_c2_g1.p1		
OG0047711		ser_TRINITY_DN12979_c2_g1.p2		
OG0047712		ser_TRINITY_DN12983_c0_g1.p2		
OG0047713		ser_TRINITY_DN129849_c0_g1.p1		
OG0047714		ser_TRINITY_DN12986_c0_g1.p1		
OG0047715		ser_TRINITY_DN12986_c0_g1.p2		
OG0047716		ser_TRINITY_DN12986_c1_g1.p1		
OG0047717		ser_TRINITY_DN12986_c1_g2.p3		
OG0047718		ser_TRINITY_DN12986_c1_g3.p1		
OG0047719		ser_TRINITY_DN12986_c1_g3.p2		
OG0047720		ser_TRINITY_DN12987_c0_g7.p2		
OG0047721		ser_TRINITY_DN12988_c0_g1.p1		
OG0047722		ser_TRINITY_DN12988_c0_g1.p3		
OG0047723		ser_TRINITY_DN12988_c0_g2.p2		
OG0047724		ser_TRINITY_DN129890_c0_g1.p1		
OG0047725		ser_TRINITY_DN129890_c0_g1.p2		
OG0047726		ser_TRINITY_DN12994_c0_g1.p1		
OG0047727		ser_TRINITY_DN12995_c0_g1.p3		
OG0047728		ser_TRINITY_DN12995_c1_g1.p1		
OG0047729		ser_TRINITY_DN129974_c0_g1.p2		
OG0047730		ser_TRINITY_DN129974_c0_g1.p3		
OG0047731		ser_TRINITY_DN1299_c0_g1.p5		
OG0047732		ser_TRINITY_DN12_c0_g5.p2		
OG0047733		ser_TRINITY_DN12_c0_g5.p3		
OG0047734		ser_TRINITY_DN130001_c0_g1.p2		
OG0047735		ser_TRINITY_DN130001_c0_g1.p3		
OG0047736		ser_TRINITY_DN13002_c0_g1.p4		
OG0047737		ser_TRINITY_DN13002_c0_g1.p5		
OG0047738		ser_TRINITY_DN13002_c0_g1.p6		
OG0047739		ser_TRINITY_DN130044_c0_g1.p3		
OG0047740		ser_TRINITY_DN130081_c0_g1.p1		
OG0047741		ser_TRINITY_DN13009_c0_g1.p1		
OG0047742		ser_TRINITY_DN13009_c0_g1.p2		
OG0047743		ser_TRINITY_DN13009_c0_g1.p3		
OG0047744		ser_TRINITY_DN13009_c0_g1.p4		
OG0047745		ser_TRINITY_DN13012_c0_g1.p2		
OG0047746		ser_TRINITY_DN13014_c0_g1.p2		
OG0047747		ser_TRINITY_DN13014_c0_g2.p3		
OG0047748		ser_TRINITY_DN13015_c0_g1.p1		
OG0047749		ser_TRINITY_DN130187_c0_g1.p2		
OG0047750		ser_TRINITY_DN13023_c0_g1.p6		
OG0047751		ser_TRINITY_DN130258_c0_g1.p2		
OG0047752		ser_TRINITY_DN13026_c0_g1.p1		
OG0047753		ser_TRINITY_DN13026_c0_g2.p2		
OG0047754		ser_TRINITY_DN13026_c0_g2.p4		
OG0047755		ser_TRINITY_DN13027_c0_g1.p1		
OG0047756		ser_TRINITY_DN13027_c0_g1.p2		
OG0047757		ser_TRINITY_DN130290_c0_g1.p1		
OG0047758		ser_TRINITY_DN13031_c0_g1.p1		
OG0047759		ser_TRINITY_DN13031_c0_g1.p2		
OG0047760		ser_TRINITY_DN13035_c0_g2.p1		
OG0047761		ser_TRINITY_DN130384_c0_g2.p1		
OG0047762		ser_TRINITY_DN130384_c0_g2.p2		
OG0047763		ser_TRINITY_DN13041_c0_g1.p1		
OG0047764		ser_TRINITY_DN13043_c0_g1.p1		
OG0047765		ser_TRINITY_DN130442_c0_g1.p1		
OG0047766		ser_TRINITY_DN13049_c0_g1.p1		
OG0047767		ser_TRINITY_DN130527_c1_g1.p1		
OG0047768		ser_TRINITY_DN130527_c1_g1.p2		
OG0047769		ser_TRINITY_DN130594_c0_g1.p1		
OG0047770		ser_TRINITY_DN130594_c0_g1.p2		
OG0047771		ser_TRINITY_DN13060_c0_g1.p1		
OG0047772		ser_TRINITY_DN130643_c0_g1.p2		
OG0047773		ser_TRINITY_DN130647_c0_g1.p1		
OG0047774		ser_TRINITY_DN13068_c0_g1.p2		
OG0047775		ser_TRINITY_DN13068_c0_g1.p3		
OG0047776		ser_TRINITY_DN130691_c0_g2.p1		
OG0047777		ser_TRINITY_DN1306_c0_g2.p2		
OG0047778		ser_TRINITY_DN130710_c0_g1.p1		
OG0047779		ser_TRINITY_DN130710_c0_g1.p2		
OG0047780		ser_TRINITY_DN13075_c0_g1.p2		
OG0047781		ser_TRINITY_DN13075_c0_g1.p3		
OG0047782		ser_TRINITY_DN130781_c0_g1.p2		
OG0047783		ser_TRINITY_DN130786_c0_g1.p1		
OG0047784		ser_TRINITY_DN130793_c0_g1.p2		
OG0047785		ser_TRINITY_DN13080_c0_g1.p4		
OG0047786		ser_TRINITY_DN130827_c0_g1.p2		
OG0047787		ser_TRINITY_DN130827_c0_g1.p3		
OG0047788		ser_TRINITY_DN13085_c0_g1.p1		
OG0047789		ser_TRINITY_DN13086_c0_g2.p1		
OG0047790		ser_TRINITY_DN13086_c0_g2.p2		
OG0047791		ser_TRINITY_DN1308_c0_g1.p3		
OG0047792		ser_TRINITY_DN1308_c2_g2.p1		
OG0047793		ser_TRINITY_DN13091_c0_g1.p3		
OG0047794		ser_TRINITY_DN130924_c0_g1.p2		
OG0047795		ser_TRINITY_DN13093_c0_g1.p1		
OG0047796		ser_TRINITY_DN13095_c1_g1.p2		
OG0047797		ser_TRINITY_DN13095_c1_g1.p3		
OG0047798		ser_TRINITY_DN13095_c1_g1.p4		
OG0047799		ser_TRINITY_DN13095_c1_g3.p1		
OG0047800		ser_TRINITY_DN13095_c2_g1.p2		
OG0047801		ser_TRINITY_DN130980_c0_g1.p2		
OG0047802		ser_TRINITY_DN13098_c0_g2.p2		
OG0047803		ser_TRINITY_DN130_c0_g1.p2		
OG0047804		ser_TRINITY_DN130_c0_g1.p4		
OG0047805		ser_TRINITY_DN130_c1_g1.p2		
OG0047806		ser_TRINITY_DN131008_c0_g1.p1		
OG0047807		ser_TRINITY_DN13104_c0_g2.p1		
OG0047808		ser_TRINITY_DN131059_c0_g1.p1		
OG0047809		ser_TRINITY_DN13105_c0_g2.p1		
OG0047810		ser_TRINITY_DN13105_c0_g2.p2		
OG0047811		ser_TRINITY_DN131073_c0_g1.p1		
OG0047812		ser_TRINITY_DN131073_c0_g1.p2		
OG0047813		ser_TRINITY_DN13116_c0_g1.p2		
OG0047814		ser_TRINITY_DN131177_c0_g1.p2		
OG0047815		ser_TRINITY_DN131243_c0_g1.p2		
OG0047816		ser_TRINITY_DN131243_c0_g1.p3		
OG0047817		ser_TRINITY_DN13124_c0_g1.p2		
OG0047818		ser_TRINITY_DN131250_c0_g1.p2		
OG0047819		ser_TRINITY_DN131250_c0_g1.p3		
OG0047820		ser_TRINITY_DN131289_c0_g1.p1		
OG0047821		ser_TRINITY_DN131289_c0_g1.p2		
OG0047822		ser_TRINITY_DN1312_c0_g1.p3		
OG0047823		ser_TRINITY_DN1312_c0_g1.p4		
OG0047824		ser_TRINITY_DN131340_c0_g1.p1		
OG0047825		ser_TRINITY_DN13136_c0_g1.p1		
OG0047826		ser_TRINITY_DN131370_c0_g1.p2		
OG0047827		ser_TRINITY_DN131370_c0_g1.p3		
OG0047828		ser_TRINITY_DN13138_c0_g1.p2		
OG0047829		ser_TRINITY_DN13140_c0_g1.p2		
OG0047830		ser_TRINITY_DN131420_c0_g1.p1		
OG0047831		ser_TRINITY_DN13143_c0_g1.p2		
OG0047832		ser_TRINITY_DN13147_c0_g2.p1		
OG0047833		ser_TRINITY_DN131491_c0_g1.p1		
OG0047834		ser_TRINITY_DN131491_c0_g1.p2		
OG0047835		ser_TRINITY_DN1314_c0_g1.p3		
OG0047836		ser_TRINITY_DN131520_c0_g1.p3		
OG0047837		ser_TRINITY_DN13153_c0_g1.p2		
OG0047838		ser_TRINITY_DN13153_c0_g1.p4		
OG0047839		ser_TRINITY_DN13153_c0_g1.p5		
OG0047840		ser_TRINITY_DN13153_c0_g1.p6		
OG0047841		ser_TRINITY_DN131542_c0_g1.p2		
OG0047842		ser_TRINITY_DN13154_c0_g1.p2		
OG0047843		ser_TRINITY_DN131550_c0_g1.p2		
OG0047844		ser_TRINITY_DN13157_c0_g4.p2		
OG0047845		ser_TRINITY_DN13159_c0_g2.p1		
OG0047846		ser_TRINITY_DN1315_c26_g1.p1		
OG0047847		ser_TRINITY_DN13162_c0_g1.p4		
OG0047848		ser_TRINITY_DN13165_c0_g2.p2		
OG0047849		ser_TRINITY_DN13168_c0_g1.p1		
OG0047850		ser_TRINITY_DN131697_c0_g1.p1		
OG0047851		ser_TRINITY_DN131699_c0_g2.p2		
OG0047852		ser_TRINITY_DN131699_c0_g2.p3		
OG0047853		ser_TRINITY_DN13169_c0_g1.p3		
OG0047854		ser_TRINITY_DN1316_c0_g2.p3		
OG0047855		ser_TRINITY_DN1316_c0_g2.p5		
OG0047856		ser_TRINITY_DN131734_c0_g2.p2		
OG0047857		ser_TRINITY_DN131734_c0_g2.p3		
OG0047858		ser_TRINITY_DN131734_c0_g2.p4		
OG0047859		ser_TRINITY_DN131743_c0_g1.p1		
OG0047860		ser_TRINITY_DN131743_c0_g1.p2		
OG0047861		ser_TRINITY_DN13176_c0_g2.p3		
OG0047862		ser_TRINITY_DN13178_c0_g1.p1		
OG0047863		ser_TRINITY_DN131800_c0_g1.p1		
OG0047864		ser_TRINITY_DN131867_c0_g1.p1		
OG0047865		ser_TRINITY_DN13190_c0_g1.p3		
OG0047866		ser_TRINITY_DN131910_c0_g1.p2		
OG0047867		ser_TRINITY_DN13191_c0_g1.p1		
OG0047868		ser_TRINITY_DN13194_c0_g1.p3		
OG0047869		ser_TRINITY_DN132005_c0_g1.p1		
OG0047870		ser_TRINITY_DN132005_c0_g1.p2		
OG0047871		ser_TRINITY_DN132005_c0_g1.p3		
OG0047872		ser_TRINITY_DN132013_c0_g1.p2		
OG0047873		ser_TRINITY_DN132015_c0_g1.p1		
OG0047874		ser_TRINITY_DN13204_c0_g1.p2		
OG0047875		ser_TRINITY_DN132065_c0_g1.p1		
OG0047876		ser_TRINITY_DN13206_c0_g1.p1		
OG0047877		ser_TRINITY_DN13206_c0_g1.p2		
OG0047878		ser_TRINITY_DN13207_c0_g1.p2		
OG0047879		ser_TRINITY_DN13207_c0_g1.p3		
OG0047880		ser_TRINITY_DN132085_c0_g1.p1		
OG0047881		ser_TRINITY_DN132091_c0_g1.p2		
OG0047882		ser_TRINITY_DN132091_c1_g1.p1		
OG0047883		ser_TRINITY_DN132095_c0_g1.p1		
OG0047884		ser_TRINITY_DN1320_c0_g1.p2		
OG0047885		ser_TRINITY_DN132100_c0_g1.p2		
